seed,test_seed,scenario,severity,method,client,family,tracking,peak_steering,peak_acceleration,peak_steering_rate,beta_rms,steering_rms,feasible
20,120,previous_s_curve,near_linear,M1,nominal_00,nominal,0.017274529415652936,1.1029956955696905,1.5762835625920422,0.9888946383230334,0.16590930180037627,0.49047758556620985,1.0
20,120,previous_s_curve,near_linear,M1,nominal_01,nominal,0.01747357297334053,1.0582892621194862,1.5743939135866114,0.9520935857541265,0.1708857223266269,0.4661334925042798,1.0
20,120,previous_s_curve,near_linear,M1,nominal_02,nominal,0.017909413421597714,1.1136242176342896,1.5717390540355662,0.9981780707308014,0.1739544368262056,0.4959731395611703,1.0
20,120,previous_s_curve,near_linear,M1,nominal_03,nominal,0.017269420497568168,1.0535883416300138,1.5762631608908375,0.9479937412519711,0.16747992909693982,0.4636916215429524,1.0
20,120,previous_s_curve,near_linear,M1,nominal_04,nominal,0.017903614093291123,1.1236324212417022,1.5803131757424826,1.0063734704430445,0.15387100880985152,0.501752538776828,1.0
20,120,previous_s_curve,near_linear,M1,nominal_05,nominal,0.01742881143807294,1.0547203597152965,1.575339916402693,0.949098919086472,0.16884258928382997,0.4642366240295402,1.0
20,120,previous_s_curve,near_linear,M1,nominal_06,nominal,0.017511876401391662,1.0559537895055904,1.5730068406889426,0.9500281865736904,0.1751959125432601,0.46486682642814614,1.0
20,120,previous_s_curve,near_linear,M1,nominal_07,nominal,0.018162356997388374,1.1300176636899697,1.5788800116348343,1.0117726221925718,0.1565767603538967,0.5051477222369792,1.0
20,120,previous_s_curve,near_linear,M1,nominal_08,nominal,0.01767815375817137,1.0890934619023627,1.569839406038917,0.9777450161910222,0.1803617042715279,0.482648727946474,1.0
20,120,previous_s_curve,near_linear,M1,nominal_09,nominal,0.017432807800326987,1.0699514496228335,1.5737291807154816,0.9617908749879143,0.17194883089066976,0.4724253315944336,1.0
20,120,previous_s_curve,near_linear,M1,heavy_00,heavy,0.020026333151714246,1.0447369309523529,1.5578961339619082,0.9424877034094947,0.20613220084653108,0.45802430727735743,1.0
20,120,previous_s_curve,near_linear,M1,heavy_01,heavy,0.02065545212833239,1.0413104800148276,1.5543600328135878,0.9399836970781922,0.21396398650171397,0.4560214980279334,1.0
20,120,previous_s_curve,near_linear,M1,heavy_02,heavy,0.02049874974808443,1.04943414113833,1.5505081810272412,0.9460564545472956,0.22574914766020723,0.4604308577971562,1.0
20,120,previous_s_curve,near_linear,M1,heavy_03,heavy,0.019823978580560096,1.0660145252409579,1.5588488823918651,0.9606265593645524,0.19953901158549353,0.4693695738993668,1.0
20,120,previous_s_curve,near_linear,M1,heavy_04,heavy,0.02163702650619656,1.0378046339451683,1.5479870073418067,0.9375108693568395,0.22889164930261385,0.4539163523788857,1.0
20,120,previous_s_curve,near_linear,M1,heavy_05,heavy,0.0200404572610367,1.0599206393087768,1.5543057146701955,0.9550573384042028,0.21386391501347893,0.4660867476441575,1.0
20,120,previous_s_curve,near_linear,M1,heavy_06,heavy,0.02123156856878761,1.0228860848795824,1.555561586620497,0.925076870424446,0.21129158508736498,0.4461174908685595,1.0
20,120,previous_s_curve,near_linear,M1,heavy_07,heavy,0.019628354868298694,1.0985235531747544,1.5540140659521469,0.9869549117458039,0.21128096911547517,0.48686473317475465,1.0
20,120,previous_s_curve,near_linear,M1,heavy_08,heavy,0.019673425550825883,1.068043633341201,1.5582780840257884,0.9620034009949971,0.2021977486371235,0.47051566521069493,1.0
20,120,previous_s_curve,near_linear,M1,heavy_09,heavy,0.019572985524074542,1.1220860420637633,1.5537770958574415,1.0062450734360548,0.21090505220011213,0.4996273649410637,1.0
20,120,previous_s_curve,near_linear,M1,handling_00,handling,0.023126619881069472,1.2226326665635465,1.5843505526392,1.0891966488029052,0.14008537094609322,0.555855486092123,1.0
20,120,previous_s_curve,near_linear,M1,handling_01,handling,0.02384377480912681,1.2173819761228493,1.5938825246091468,1.085346747713707,0.1167557774550049,0.5533011281907768,1.0
