seed,gamma,low,high,time_scale,plant,severity,method,tracking,steering_rms,peak_rate,feasible,worst_family
23,1,18,22,1,legacy,moderate,M2,0.029020481072080998,0.8024686852711022,2.189627547590026,1.0,0.029721212695540275
23,1,18,22,1,legacy,moderate,M3,0.031647635188515134,0.8022819624415932,2.174857936509201,1.0,0.035989584788404416
23,1,18,22,1,legacy,moderate,M4,0.028615190491542507,0.8023653394944668,2.1930391588200955,1.0,0.029485349603167506
23,1,18,22,1,legacy,near_linear,M1,0.015405373105721749,0.39916855117446426,1.0811108507267666,1.0,0.017774004687892652
23,1,18,22,1,legacy,near_linear,M2,0.013965218140250358,0.3992051520390256,1.0893052755518082,1.0,0.01430440584099168
23,1,18,22,1,legacy,near_linear,M3,0.015246918174532935,0.3991146438711243,1.0823582449061209,1.0,0.017280023611823077
23,1,18,22,1,legacy,near_linear,M4,0.013759034752670764,0.3991553616562045,1.090977775324873,1.0,0.014188381001223306
23,1,18,22,1,legacy,strong,M1,0.051568335612665016,1.214305790466633,3.2764019404087232,1.0,0.06000839632750536
23,1,18,22,1,legacy,strong,M2,0.047028204460936314,1.2144267981334687,3.303812604721624,1.0,0.04812568029785377
23,1,18,22,1,legacy,strong,M3,0.0510842759453569,1.214126546186079,3.280310029043989,1.0,0.05850296517339485
23,1,18,22,1,legacy,strong,M4,0.04642711656305354,1.2142613168790704,3.308926557549245,1.0,0.047748152697743275
23,1,18,22,1,vy,moderate,M1,0.03196867341743707,0.8023745501191434,2.174020149285581,1.0,0.0369896405037775
23,1,18,22,1,vy,moderate,M2,0.029021442797339835,0.8024491245393752,2.191427560502721,1.0,0.029721339736635103
23,1,18,22,1,vy,moderate,M3,0.031652525957683704,0.8022629490350307,2.1765613829486754,1.0,0.035998133535733105
23,1,18,22,1,vy,moderate,M4,0.02861567499184562,0.8023460920395138,2.19483740034743,1.0,0.029484300131163994
23,1,18,22,1,vy,near_linear,M1,0.015406437777245522,0.39915952405581107,1.0817810403271784,1.0,0.01777591648155113
23,1,18,22,1,vy,near_linear,M2,0.013964731603179396,0.39919601278842787,1.090068759440092,1.0,0.014303332134424532
23,1,18,22,1,vy,near_linear,M3,0.01524815547692268,0.3991057486975412,1.0830274638963824,1.0,0.017282280993302927
23,1,18,22,1,vy,near_linear,M4,0.01375826860518465,0.39914635460246056,1.0917402690521765,1.0,0.014186696176948777
23,1,18,22,1,vy,strong,M1,0.051584584813120594,1.2142715581551695,3.2794879166820667,1.0,0.06003531912188491
23,1,18,22,1,vy,strong,M2,0.047038490415968304,1.2143921986938309,3.3069982741131034,1.0,0.04813623867157541
23,1,18,22,1,vy,strong,M3,0.05110151369949615,1.2140929350211604,3.283391866335894,1.0,0.05853178353005093
23,1,18,22,1,vy,strong,M4,0.046436955880593156,1.2142273434502342,3.312107940350538,1.0,0.047757124970779774
23,1,18,22,2,beta_noacc,moderate,M1,0.010615042678487384,0.8025408997003086,1.10737118787762,1.0,0.01168093906314817
23,1,18,22,2,beta_noacc,moderate,M2,0.008056352346606089,0.8025475219594129,1.1092697217022216,1.0,0.00849073579885595
23,1,18,22,2,beta_noacc,moderate,M3,0.010381231618973703,0.8025091212622425,1.1083136266045734,1.0,0.01172985717753786
23,1,18,22,2,beta_noacc,moderate,M4,0.007784276196339684,0.8025183612336592,1.110403358064309,1.0,0.008018237083000099
23,1,18,22,2,beta_noacc,near_linear,M1,0.0051326022114896765,0.3988674097344006,0.5474895968259991,1.0,0.0056392150045353395
23,1,18,22,2,beta_noacc,near_linear,M2,0.0038902031977159036,0.3988711380754918,0.5484555751750503,1.0,0.004113666984221354
23,1,18,22,2,beta_noacc,near_linear,M3,0.005011000938350472,0.39885225236420035,0.5479414819797108,1.0,0.005688944008112257
23,1,18,22,2,beta_noacc,near_linear,M4,0.0037428279605670675,0.39885721391667983,0.5490040512942812,1.0,0.0038644475541612434
23,1,18,22,2,beta_noacc,strong,M1,0.01703449139100193,1.2171867016214142,1.698313645844628,1.0,0.018835152889252714
23,1,18,22,2,beta_noacc,strong,M2,0.012991788912249974,1.2171949716155694,1.7010632439836708,1.0,0.013613863243419403
23,1,18,22,2,beta_noacc,strong,M3,0.016706815936447676,1.21713443772629,1.6998373467433974,1.0,0.018632147888114896
23,1,18,22,2,beta_noacc,strong,M4,0.012639758840143612,1.217147115760007,1.7028796706665144,1.0,0.012975279333745747
23,1,18,22,2,legacy,moderate,M1,0.010615185610975674,0.8025411101814658,1.10735507472531,1.0,0.011681323389570914
23,1,18,22,2,legacy,moderate,M2,0.008056391099459131,0.8025477313281209,1.1092538648815478,1.0,0.008490902244763723
23,1,18,22,2,legacy,moderate,M3,0.010381250667749222,0.8025093256830513,1.1082976087704657,1.0,0.011729419618011374
23,1,18,22,2,legacy,moderate,M4,0.00778419994141711,0.8025185647835171,1.110387542945478,1.0,0.008018276620466327
23,1,18,22,2,legacy,near_linear,M1,0.005132669188593597,0.39886750717633634,0.5474791824291205,1.0,0.0056393994926688396
23,1,18,22,2,legacy,near_linear,M2,0.003890220513188166,0.39887123491630533,0.5484452908733143,1.0,0.00411375044107247
23,1,18,22,2,legacy,near_linear,M3,0.0050110028724074905,0.39885234642970413,0.5479310873939905,1.0,0.005688719944278323
23,1,18,22,2,legacy,near_linear,M4,0.0037427854864069566,0.3988573074887871,0.5489937801328082,1.0,0.0038644640023582397
23,1,18,22,2,legacy,strong,M1,0.017034757030149138,1.2171870655255004,1.6983052725546424,1.0,0.018835806522822983
23,1,18,22,2,legacy,strong,M2,0.012991888524271179,1.2171953343308592,1.701055389002124,1.0,0.013614142348743074
23,1,18,22,2,legacy,strong,M3,0.016706912549984385,1.217134794929072,1.69982910334806,1.0,0.018631535460117032
23,1,18,22,2,legacy,strong,M4,0.012639698746823348,1.2171474722222952,1.7028719317475425,1.0,0.012975022828554587
23,1,18,22,2,vy,moderate,M1,0.010616297581289567,0.8025371488817078,1.1080765556915508,1.0,0.011682842166636221
23,1,18,22,2,vy,moderate,M2,0.008056574248856268,0.802543736064736,1.1099803154527104,1.0,0.00849097647702756
23,1,18,22,2,vy,moderate,M3,0.010382646882848715,0.8025054864737016,1.1090206951949937,1.0,0.011731203477161504
23,1,18,22,2,vy,moderate,M4,0.007784522790234256,0.8025146897282471,1.1111151707590396,1.0,0.00801853166011578
23,1,18,22,2,vy,near_linear,M1,0.005133005903186185,0.39886521464443575,0.5477789701299516,1.0,0.005639810279769953
23,1,18,22,2,vy,near_linear,M2,0.0038901822723190834,0.39886892791187223,0.5487478243895417,1.0,0.004113678628039624
23,1,18,22,2,vy,near_linear,M3,0.005011465496535665,0.39885010414645655,0.5482312517160695,1.0,0.00568948343003264
23,1,18,22,2,vy,near_linear,M4,0.0037427980841229446,0.3988550498138183,0.5492967122457695,1.0,0.003864464780849977
23,1,18,22,2,vy,strong,M1,0.017038343005236618,1.2171829988184057,1.6998218754866576,1.0,0.018841182427119598
23,1,18,22,2,vy,strong,M2,0.012993448706854887,1.2171912039327173,1.7025829298853046,1.0,0.013615342132480977
23,1,18,22,2,vy,strong,M3,0.016711005256194327,1.217130988883128,1.701348705674815,1.0,0.018635098942846963
23,1,18,22,2,vy,strong,M4,0.012641552404745147,1.217143599814198,1.7044027188601216,1.0,0.012977144342289033
24,0,10,30,1,beta_noacc,moderate,M1,0.03507877060708278,0.770752262907794,2.1172309969351133,1.0,0.03549627221191
24,0,10,30,1,beta_noacc,moderate,M2,0.03511028977728218,0.7707504211302612,2.117385299638105,1.0,0.03637761209471586
24,0,10,30,1,beta_noacc,moderate,M3,0.026309294103810298,0.7704689995557639,2.126973155038753,1.0,0.026603041444646258
24,0,10,30,1,beta_noacc,moderate,M4,0.026382889312117755,0.7704676273005022,2.1271342053618936,1.0,0.027183738454937708
24,0,10,30,1,beta_noacc,near_linear,M1,0.017054633339567436,0.3832422716849893,1.0581632800404164,1.0,0.017255374972819076
24,0,10,30,1,beta_noacc,near_linear,M2,0.017070680230876087,0.3832414840213672,1.0582395099247115,1.0,0.017685690179864804
24,0,10,30,1,beta_noacc,near_linear,M3,0.012593363171689716,0.38311558440370663,1.063022995962494,1.0,0.012738624523875187
24,0,10,30,1,beta_noacc,near_linear,M4,0.012630138448028691,0.3831150069564054,1.0631025433277288,1.0,0.013018347677012525
24,0,10,30,1,beta_noacc,strong,M1,0.05633101084284212,1.1670808215524338,3.1766019406076054,1.0,0.057008308180329474
24,0,10,30,1,beta_noacc,strong,M2,0.05637720929396041,1.167077300276688,3.1768240337919096,1.0,0.05840477449615598
24,0,10,30,1,beta_noacc,strong,M3,0.04351699182602343,1.1665761176139748,3.1910108992182558,1.0,0.04394848180473395
24,0,10,30,1,beta_noacc,strong,M4,0.04362608039723868,1.1665734395151417,3.19125077347114,1.0,0.04495173970435298
24,0,10,30,1,legacy,moderate,M1,0.03507910976847829,0.7707478787215424,2.117246375329993,1.0,0.035496841056904226
24,0,10,30,1,legacy,moderate,M2,0.03511064171702142,0.7707460359764624,2.11740037176036,1.0,0.03637856382461296
24,0,10,30,1,legacy,moderate,M3,0.02630497146201516,0.7704637510829613,2.126971166597552,1.0,0.026598227653148728
24,0,10,30,1,legacy,moderate,M4,0.02637853210365638,0.7704623776368412,2.127131956009773,1.0,0.02718067512255466
24,0,10,30,1,legacy,near_linear,M1,0.01705458877852117,0.3832404238761347,1.0581757219486283,1.0,0.017255435767804656
24,0,10,30,1,legacy,near_linear,M2,0.01707064294132767,0.3832396357385694,1.0582518058476502,1.0,0.01768592844328322
24,0,10,30,1,legacy,near_linear,M3,0.012590849506820819,0.3831132862257668,1.0630269529933447,1.0,0.012735879292129205
24,0,10,30,1,legacy,near_linear,M4,0.012627609538335088,0.3831127082025102,1.063106376688754,1.0,0.013016439572090885
24,0,10,30,1,legacy,strong,M1,0.05633395760283134,1.1670719302655577,3.176635101118263,1.0,0.05701167678335186
24,0,10,30,1,legacy,strong,M2,0.056380168885652455,1.1670684076041076,3.1768566921548453,1.0,0.05840884753010673
24,0,10,30,1,legacy,strong,M3,0.043514006789978105,1.1665660406159966,3.1909987535803417,1.0,0.04394630303570531
24,0,10,30,1,legacy,strong,M4,0.04362303337996051,1.1665633607015198,3.191238196343117,1.0,0.044950819911525955
24,0,10,30,1,vy,moderate,M1,0.03509101832164304,0.7706723137084569,2.1181099221294075,1.0,0.03550895179244958
24,0,10,30,1,vy,moderate,M2,0.035122765624919186,0.7706704460813588,2.118263903662692,1.0,0.03639077308060103
24,0,10,30,1,vy,moderate,M3,0.026319460553244186,0.770394828235615,2.1278418875702085,1.0,0.026612907107342588
24,0,10,30,1,vy,moderate,M4,0.026392927543564138,0.7703934285452019,2.12800261811561,1.0,0.027197065870605434
24,0,10,30,1,vy,near_linear,M1,0.017055984931706958,0.3832046244082633,1.0585969250972806,1.0,0.01725670784257772
24,0,10,30,1,vy,near_linear,M2,0.01707215067622001,0.3832038261133844,1.0586730886127822,1.0,0.017686924333464603
24,0,10,30,1,vy,near_linear,M3,0.0125910463468106,0.3830803816177357,1.063453209726006,1.0,0.012736423861088673
24,0,10,30,1,vy,near_linear,M4,0.012627794556853813,0.3830797928546621,1.0635326877014373,1.0,0.013016898465750807
24,0,10,30,1,vy,strong,M1,0.056423698874849444,1.1669237647728163,3.177955267094972,1.0,0.05710369212790576
24,0,10,30,1,vy,strong,M2,0.05647018379124036,1.1669201939811003,3.178176215730594,1.0,0.058504392409622144
24,0,10,30,1,vy,strong,M3,0.043626348858630155,1.1664307377485932,3.192355236571672,1.0,0.04406296533700737
24,0,10,30,1,vy,strong,M4,0.04373495470346904,1.1664280058001497,3.192594021968977,1.0,0.04507285086703803
24,0,10,30,2,beta_noacc,moderate,M1,0.013255692484606476,0.7732695303270529,1.051883557862171,1.0,0.013490624319366406
24,0,10,30,2,beta_noacc,moderate,M2,0.013267343318079005,0.7732687411228129,1.0519024165518969,1.0,0.01396456764029458
24,0,10,30,2,beta_noacc,moderate,M3,0.007376379858850119,0.7731607354940346,1.0525957091701237,1.0,0.00776597839416698
24,0,10,30,2,beta_noacc,moderate,M4,0.007435838889429117,0.773160099324339,1.052614813368853,1.0,0.007761113856837527
24,0,10,30,2,beta_noacc,near_linear,M1,0.006569682512215417,0.3838399424288031,0.5247029002181166,1.0,0.0066839479272283635
24,0,10,30,2,beta_noacc,near_linear,M2,0.0065756352513153,0.3838396146690864,0.5247135962551795,1.0,0.006918241213001843
24,0,10,30,2,beta_noacc,near_linear,M3,0.0035333388726707664,0.38379302281643835,0.5250911968304787,1.0,0.003712208468964487
24,0,10,30,2,beta_noacc,near_linear,M4,0.0035607743218286033,0.3837927602142325,0.5251019005093808,1.0,0.003713890244599103
24,0,10,30,2,beta_noacc,strong,M1,0.020466568119238002,1.1758631810041107,1.5844961701523963,1.0,0.020839246148561176
24,0,10,30,2,beta_noacc,strong,M2,0.020483237875628522,1.1758615037230544,1.5845170428182478,1.0,0.021568139327277133
24,0,10,30,2,beta_noacc,strong,M3,0.012222472659377714,1.1756440828778578,1.585367130074799,1.0,0.012875742018832645
24,0,10,30,2,beta_noacc,strong,M4,0.012322666562885831,1.1756427193712367,1.5853877847322329,1.0,0.012852179050207187
24,0,10,30,2,legacy,moderate,M1,0.013256162726008066,0.7732683492043996,1.0518966668380956,1.0,0.013491170047322521
24,0,10,30,2,legacy,moderate,M2,0.013267818502222327,0.7732675598087209,1.051915485037452,1.0,0.01396524243945985
24,0,10,30,2,legacy,moderate,M3,0.007375314043437495,0.7731593206952112,1.052605257851903,1.0,0.0077647272648491035
24,0,10,30,2,legacy,moderate,M4,0.0074347518872171295,0.773158684358387,1.0526243276503893,1.0,0.007759975064848787
24,0,10,30,2,legacy,near_linear,M1,0.006569910281285423,0.383839428408589,0.5247104166644845,1.0,0.006684211772330403
24,0,10,30,2,legacy,near_linear,M2,0.006575865537969267,0.3838391005653618,0.5247210932651379,1.0,0.0069185687307072065
24,0,10,30,2,legacy,near_linear,M3,0.0035327973273874165,0.38379238562645307,0.5250969507375632,1.0,0.003711578353928993
24,0,10,30,2,legacy,near_linear,M4,0.003560224114915367,0.38379212295352033,0.5251076379262435,1.0,0.003713315089335497
24,0,10,30,2,legacy,strong,M1,0.020467486187824086,1.1758608225751275,1.584510367967203,1.0,0.02084029642139412
24,0,10,30,2,legacy,strong,M2,0.02048416211863031,1.1758591449187925,1.5845311748554465,1.0,0.0215694007212653
24,0,10,30,2,legacy,strong,M3,0.012221206879670654,1.1756414189176863,1.5853779932759318,1.0,0.012874180014882601
24,0,10,30,2,legacy,strong,M4,0.012321357815199238,1.1756400550628634,1.5853985921124047,1.0,0.012850793868561864
24,0,10,30,2,vy,moderate,M1,0.013256032957318743,0.7732498955752002,1.052001469488146,1.0,0.013491092805896188
24,0,10,30,2,vy,moderate,M2,0.01326778563001065,0.7732491039174085,1.0520202456153636,1.0,0.013965059287468403
24,0,10,30,2,vy,moderate,M3,0.00738376639557773,0.7731435234907114,1.0527129972734797,1.0,0.0077750799438634265
24,0,10,30,2,vy,moderate,M4,0.007443408036839172,0.7731428838976866,1.0527320240028029,1.0,0.00776972228136778
24,0,10,30,2,vy,near_linear,M1,0.006569714520272917,0.3838263168732554,0.5247666360814075,1.0,0.006684006736985057
24,0,10,30,2,vy,near_linear,M2,0.006575711162659215,0.38382598862456774,0.5247772995204486,1.0,0.00691827642593444
24,0,10,30,2,vy,near_linear,M3,0.003535542955639006,0.38378037953851823,0.525154653209365,1.0,0.0037151401441557767
24,0,10,30,2,vy,near_linear,M4,0.0035630557116121475,0.38378011601290746,0.5251653261501146,1.0,0.003716604334105447
24,0,10,30,2,vy,strong,M1,0.02047428235569315,1.1758612070281425,1.584645883453179,1.0,0.020847614466843432
24,0,10,30,2,vy,strong,M2,0.020491131701071717,1.175859518549246,1.5846665797722217,1.0,0.021577074167064916
24,0,10,30,2,vy,strong,M3,0.012250112342306604,1.1756473159914431,1.585512940266622,1.0,0.012906186147947661
24,0,10,30,2,vy,strong,M4,0.012350562194795515,1.175645939620279,1.5855334314539618,1.0,0.01288196797165109
24,0,18,22,1,beta_noacc,moderate,M1,0.028433495474598846,0.7745718760826165,1.946676136767832,1.0,0.028684690560996606
24,0,18,22,1,beta_noacc,moderate,M2,0.028501468538882295,0.7745714634542016,1.947078559622382,1.0,0.029182868628565124
24,0,18,22,1,beta_noacc,moderate,M3,0.02815663449973024,0.7744723801786942,1.9492120527831536,1.0,0.02849099726928688
24,0,18,22,1,beta_noacc,moderate,M4,0.02823152940480308,0.7744720652657878,1.9496198957954691,1.0,0.02874329252192746
24,0,18,22,1,beta_noacc,near_linear,M1,0.013680855900599644,0.38549710550469773,0.9737620425540194,1.0,0.013807737485933974
24,0,18,22,1,beta_noacc,near_linear,M2,0.013715049643543812,0.385496958091071,0.9739569792313464,1.0,0.014041778568117013
24,0,18,22,1,beta_noacc,near_linear,M3,0.01354027713959625,0.385449127970644,0.9750024378686882,1.0,0.013708965292996417
24,0,18,22,1,beta_noacc,near_linear,M4,0.013577921770130385,0.3854490274460573,0.9752017672805348,1.0,0.01381922876420143
24,0,18,22,1,beta_noacc,strong,M1,0.0460743987850761,1.1712518168566766,2.9037995101530645,1.0,0.04643439860898619
24,0,18,22,1,beta_noacc,strong,M2,0.04617470599170612,1.1712508546399343,2.904466433315231,1.0,0.047297554670496275
24,0,18,22,1,beta_noacc,strong,M3,0.0456569829103108,1.1710927897556482,2.9075509367543284,1.0,0.046139702789875385
24,0,18,22,1,beta_noacc,strong,M4,0.045767641079422106,1.1710919850038957,2.908231065658569,1.0,0.046641290961715216
24,0,18,22,1,legacy,moderate,M1,0.028433334658050244,0.7745719619934605,1.9465023952214249,1.0,0.02868447488607591
24,0,18,22,1,legacy,moderate,M2,0.02850130636583931,0.7745715491546756,1.9469040845033807,1.0,0.029182897114675713
24,0,18,22,1,legacy,moderate,M3,0.028156227047805002,0.774472441734852,1.949038273411046,1.0,0.02849051454401529
24,0,18,22,1,legacy,moderate,M4,0.028231117907791498,0.7744721265999053,1.9494462237476808,1.0,0.028743099628330396
24,0,18,22,1,legacy,near_linear,M1,0.01368071879938626,0.3854971686484219,0.9736755448883064,1.0,0.013807574098871617
24,0,18,22,1,legacy,near_linear,M2,0.01371491203429513,0.38549702113309026,0.9738705313057712,1.0,0.014041735163038216
24,0,18,22,1,legacy,near_linear,M3,0.013540010488681111,0.3854491781151224,0.9749159178876072,1.0,0.013708661746168931
24,0,18,22,1,legacy,near_linear,M4,0.013577653202890757,0.3854490774832027,0.9751152966886972,1.0,0.013819068776182357
24,0,18,22,1,legacy,strong,M1,0.046074632502119815,1.1712517990106086,2.9035173585507343,1.0,0.046434541979046375
24,0,18,22,1,legacy,strong,M2,0.046174936723369905,1.1712508364638903,2.904184458811433,1.0,0.047298081906001516
24,0,18,22,1,legacy,strong,M3,0.04565688505778258,1.171092740309212,2.907268730957414,1.0,0.046139486582493165
24,0,18,22,1,legacy,strong,M4,0.04576753663129933,1.1710919352077773,2.9079490357759075,1.0,0.04664152182068496
24,0,18,22,1,vy,moderate,M1,0.02843477727285296,0.7745539037516137,1.947790963926046,1.0,0.02868591736839861
24,0,18,22,1,vy,moderate,M2,0.028502748405413683,0.7745534873312016,1.9481932072847203,1.0,0.0291846422467331
24,0,18,22,1,vy,moderate,M3,0.028157316964599843,0.7744546739437352,1.9503248674127924,1.0,0.028491560245804983
24,0,18,22,1,vy,moderate,M4,0.02823219504677443,0.774454355237376,1.950735951647757,1.0,0.02874461202986159
24,0,18,22,1,vy,near_linear,M1,0.013680506553302276,0.3854887512995432,0.974261332146468,1.0,0.013807389967350352
24,0,18,22,1,vy,near_linear,M2,0.013714702597027053,0.3854886021843359,0.9744576186550976,1.0,0.014041600186297359
24,0,18,22,1,vy,near_linear,M3,0.013539578827976436,0.3854408843390373,0.9755006299036784,1.0,0.013708240774658932
24,0,18,22,1,vy,near_linear,M4,0.01357721873619536,0.38544078211500643,0.9757013106665764,1.0,0.01381876982987384
24,0,18,22,1,vy,strong,M1,0.04608529186359055,1.1712196231055672,2.905287462406469,1.0,0.0464449769638593
24,0,18,22,1,vy,strong,M2,0.046185574295367106,1.171218654159078,2.905960850614232,1.0,0.0473097516357237
24,0,18,22,1,vy,strong,M3,0.04566728942412058,1.1710611362866021,2.9090351033366204,1.0,0.046149570617693515
24,0,18,22,1,vy,strong,M4,0.045777898256622526,1.1710603247619202,2.909721706331637,1.0,0.04665314522230352
24,0,18,22,2,beta_noacc,moderate,M1,0.007987825469091995,0.7743666678255507,0.9879702513136432,1.0,0.008250516771912913
24,0,18,22,2,beta_noacc,moderate,M2,0.008037531059149772,0.7743663701636314,0.9880151422131304,1.0,0.008287804012487847
24,0,18,22,2,beta_noacc,moderate,M3,0.007830503924761676,0.7743385767743667,0.9888483558896052,1.0,0.00818268771363158
24,0,18,22,2,beta_noacc,moderate,M4,0.007890799771948983,0.7743383080189994,0.9888951477267937,1.0,0.00816408465291518
24,0,18,22,2,beta_noacc,near_linear,M1,0.003853080916146962,0.3850483420306301,0.4901749238498509,1.0,0.00398031220086988
24,0,18,22,2,beta_noacc,near_linear,M2,0.003877718940233757,0.3850482202146319,0.4901979145667726,1.0,0.004004091468204757
24,0,18,22,2,beta_noacc,near_linear,M3,0.003763934083822329,0.38503492082890095,0.4906009105110788,1.0,0.003936135282252033
24,0,18,22,2,beta_noacc,near_linear,M4,0.003793741669543037,0.38503481269323947,0.4906248594077083,1.0,0.003927361537394416
24,0,18,22,2,beta_noacc,strong,M1,0.012898118054838285,1.1734129510306597,1.5039423413225466,1.0,0.013309897679795978
24,0,18,22,2,beta_noacc,strong,M2,0.012973294299533639,1.1734123242534682,1.5040021037023348,1.0,0.013351086588611944
24,0,18,22,2,beta_noacc,strong,M3,0.012712452516311748,1.1733668945818594,1.5053463063294428,1.0,0.01325653773027869
24,0,18,22,2,beta_noacc,strong,M4,0.012803954048261307,1.1733663159638033,1.5054088820738043,1.0,0.013228393679891016
24,0,18,22,2,legacy,moderate,M1,0.007987826181434307,0.7743669059603873,0.9879408859378378,1.0,0.00825050458679589
24,0,18,22,2,legacy,moderate,M2,0.008037529888825092,0.77436660826823,0.987985784790938,1.0,0.008287880780892756
24,0,18,22,2,legacy,moderate,M3,0.00783037765298624,0.7743388082416377,0.9888190250566912,1.0,0.008182533437479832
24,0,18,22,2,legacy,moderate,M4,0.007890669549523246,0.7743385394552968,0.9888658246704152,1.0,0.008163948824182107
24,0,18,22,2,legacy,near_linear,M1,0.003853078526496701,0.3850484552981423,0.4901586966380793,1.0,0.003980303589097043
24,0,18,22,2,legacy,near_linear,M2,0.0038777155313417656,0.38504833346821954,0.4901816913398782,1.0,0.004004127329912024
24,0,18,22,2,legacy,near_linear,M3,0.003763865584264963,0.38503503046353904,0.4905846955327939,1.0,0.00393605267317439
24,0,18,22,2,legacy,near_linear,M4,0.0037936711512266126,0.3850349223135736,0.4906086483217465,1.0,0.003927288163146561
24,0,18,22,2,legacy,strong,M1,0.012898162708769761,1.1734133429944658,1.503908036419053,1.0,0.013309920116335748
24,0,18,22,2,legacy,strong,M2,0.012973336228734771,1.173412716163194,1.5039678112874482,1.0,0.013351245298500418
24,0,18,22,2,legacy,strong,M3,0.012712321744862974,1.1733672785992733,1.5053120846934271,1.0,0.013256364365049617
24,0,18,22,2,legacy,strong,M4,0.012803817483721653,1.1733666999259587,1.5053746726938178,1.0,0.013228248299129833
24,0,18,22,2,vy,moderate,M1,0.007988165952538085,0.7743631236583207,0.9885979136203228,1.0,0.008250948251373659
24,0,18,22,2,vy,moderate,M2,0.008037887256363268,0.7743628254194671,0.9886430053918756,1.0,0.008288170135144548
24,0,18,22,2,vy,moderate,M3,0.007830925684346391,0.7743351378773149,0.9894772066246156,1.0,0.008183234841677451
24,0,18,22,2,vy,moderate,M4,0.007891233190492732,0.7743348685364125,0.989524199406386,1.0,0.008164615006630713
24,0,18,22,2,vy,near_linear,M1,0.0038531164099345847,0.38504628626123233,0.4904373023186741,1.0,0.003980393064721007
24,0,18,22,2,vy,near_linear,M2,0.0038777628287851662,0.3850461642142784,0.4904603932266862,1.0,0.00400413028708257
24,0,18,22,2,vy,near_linear,M3,0.0037639866163149465,0.385032907652352,0.4908637188050313,1.0,0.00393624968152512
24,0,18,22,2,vy,near_linear,M4,0.0037938004901688187,0.3850327992819518,0.4908877678121639,1.0,0.0039274658925752
24,0,18,22,2,vy,strong,M1,0.012899952048092076,1.1734093228813633,1.5052366344440298,1.0,0.013311841148842008
24,0,18,22,2,vy,strong,M2,0.012975144112705325,1.1734086948029612,1.5052967088848153,1.0,0.013353062337243152
24,0,18,22,2,vy,strong,M3,0.012714519405562372,1.1733634961233586,1.5066435680953474,1.0,0.013258768102476363
24,0,18,22,2,vy,strong,M4,0.012806031116995497,1.1733629161851526,1.5067064572653233,1.0,0.013230622699339346
24,1,10,30,1,beta_noacc,moderate,M1,0.03980498023316957,0.8151050248217263,2.2829078422275435,1.0,0.04802031002428551
24,1,10,30,1,beta_noacc,moderate,M2,0.03590621747121333,0.815027810306117,2.291690837950969,1.0,0.03812618185577689
24,1,10,30,1,beta_noacc,moderate,M3,0.031907484704916715,0.8147503578649606,2.294254952328997,1.0,0.0377873753642144
24,1,10,30,1,beta_noacc,moderate,M4,0.02713512234003253,0.8147175145058676,2.3026736947106654,1.0,0.028337090149187567
24,1,10,30,1,beta_noacc,near_linear,M1,0.01930640663409633,0.4049493901282157,1.1384240073008345,1.0,0.023200259706146645
24,1,10,30,1,beta_noacc,near_linear,M2,0.017464454018308193,0.4049136735080685,1.1428519379427196,1.0,0.01860700801202279
24,1,10,30,1,beta_noacc,near_linear,M3,0.015304316306067026,0.4047911920103887,1.1440889924941122,1.0,0.018082584957404484
24,1,10,30,1,beta_noacc,near_linear,M4,0.012993457340505206,0.4047754555622702,1.1483150237248076,1.0,0.013594682293363552
24,1,10,30,1,beta_noacc,strong,M1,0.06396228789511338,1.2362540951696555,3.4401414553219363,1.0,0.0776563877866326
24,1,10,30,1,beta_noacc,strong,M2,0.057622457025867185,1.23613271044876,3.453281932765624,1.0,0.06081539234748496
24,1,10,30,1,beta_noacc,strong,M3,0.05228276815438416,1.2356158891848743,3.457309390017098,1.0,0.06227804186690967
24,1,10,30,1,beta_noacc,strong,M4,0.04486256506749197,1.2355734395969193,3.469799861825533,1.0,0.046660449226692075
24,1,10,30,1,legacy,moderate,M1,0.03980713828140714,0.8150996006850587,2.282977818366313,1.0,0.04802520452185368
24,1,10,30,1,legacy,moderate,M2,0.035906534302129464,0.8150223471114493,2.291744253343376,1.0,0.03812740865629532
24,1,10,30,1,legacy,moderate,M3,0.031905210154025615,0.8147441345207151,2.2943077757052,1.0,0.0377905200453628
24,1,10,30,1,legacy,moderate,M4,0.027130698061020152,0.8147112734887902,2.302702865534247,1.0,0.02833197974761884
24,1,10,30,1,legacy,near_linear,M1,0.019307234613948284,0.4049470234212081,1.1384626623802432,1.0,0.02320226763240157
24,1,10,30,1,legacy,near_linear,M2,0.017464397806102996,0.40491128384265923,1.142877484410815,1.0,0.018607413848863993
24,1,10,30,1,legacy,near_linear,M3,0.015302789151853707,0.40478840245851383,1.1441140801886636,1.0,0.018083578995377644
24,1,10,30,1,legacy,near_linear,M4,0.012990897465647681,0.404772653375135,1.1483337243385408,1.0,0.013591785506867538
24,1,10,30,1,legacy,strong,M1,0.06396804568937961,1.236243566408594,3.440242916540874,1.0,0.07766758143968572
24,1,10,30,1,legacy,strong,M2,0.05762541191550952,1.236122146052942,3.4533565947226537,1.0,0.0608198580196495
24,1,10,30,1,legacy,strong,M3,0.052282854333245296,1.235604307027603,3.45738422694654,1.0,0.06228748288215646
24,1,10,30,1,legacy,strong,M4,0.04485945186062012,1.2355618545889728,3.469837939158536,1.0,0.04665611716884564
