seed,test_seed,scenario,severity,method,client,family,tracking,peak_steering,peak_acceleration,peak_steering_rate,beta_rms,steering_rms,feasible
18,118,previous_s_curve,near_linear,M1,nominal_00,nominal,0.01789315161840984,1.074670082136364,1.5688836192031064,0.9660063107932257,0.1821231136098007,0.4747205794786897,1.0
18,118,previous_s_curve,near_linear,M1,nominal_01,nominal,0.016727988156632383,1.0799135745201547,1.58234118381183,0.969581057431852,0.1525484049433737,0.4781504457749116,1.0
18,118,previous_s_curve,near_linear,M1,nominal_02,nominal,0.018384920235953225,1.1236104349149956,1.5785209528753252,1.006941327242966,0.15495397059667096,0.5014892937652704,1.0
18,118,previous_s_curve,near_linear,M1,nominal_03,nominal,0.017170196386916962,1.0792850237292153,1.5767329227711862,0.9694136563037891,0.16471077103334236,0.47756081960041413,1.0
18,118,previous_s_curve,near_linear,M1,nominal_04,nominal,0.01711160977166826,1.0521366480647176,1.5788470901223164,0.9468374606139665,0.16066231500949263,0.4629377338790415,1.0
18,118,previous_s_curve,near_linear,M1,nominal_05,nominal,0.018194864499409553,1.0463409907429977,1.5682164892725012,0.9423893458688068,0.18626375558765887,0.4594426386555643,1.0
18,118,previous_s_curve,near_linear,M1,nominal_06,nominal,0.01700509918702601,1.0772847637089884,1.5782645823803803,0.9676098786292663,0.16171103545664273,0.4765529426061425,1.0
18,118,previous_s_curve,near_linear,M1,nominal_07,nominal,0.017538711023653952,1.0941529586208194,1.5801591423254664,0.9822385963976641,0.15318327497995082,0.4856122918457626,1.0
18,118,previous_s_curve,near_linear,M1,nominal_08,nominal,0.017570053071316708,1.039086001791068,1.5769100853381357,0.9362403956599537,0.16486376081883708,0.45577143070659354,1.0
18,118,previous_s_curve,near_linear,M1,nominal_09,nominal,0.016971375076199245,1.0573732153671642,1.5763034232512598,0.9507987874591797,0.16893128208873406,0.46578766466937294,1.0
18,118,previous_s_curve,near_linear,M1,heavy_00,heavy,0.020485649292065648,1.0270015141738094,1.5566410070859713,0.9275985857220691,0.21171013534621974,0.44849697171390507,1.0
18,118,previous_s_curve,near_linear,M1,heavy_01,heavy,0.019276366928424098,1.085078108239825,1.5564323147519705,0.9755521289869615,0.20772377589509805,0.47974813042189957,1.0
18,118,previous_s_curve,near_linear,M1,heavy_02,heavy,0.02108747517110205,1.0641662951871331,1.5430343155986455,0.9587199602413632,0.240368462184689,0.4679855938342084,1.0
18,118,previous_s_curve,near_linear,M1,heavy_03,heavy,0.02398116975491249,0.9903999658371395,1.5443128374064865,0.8984783936416405,0.24301253973104522,0.4284777477592092,1.0
18,118,previous_s_curve,near_linear,M1,heavy_04,heavy,0.020426152499198637,1.0572605763518663,1.5496131123510986,0.952756148406676,0.22598754786600214,0.46452652903120717,1.0
18,118,previous_s_curve,near_linear,M1,heavy_05,heavy,0.022923423961611,1.0008878345068546,1.548541749827484,0.9070935336852082,0.23078788462248465,0.43415036383492833,1.0
