seed,test_seed,scenario,severity,method,client,family,tracking,peak_steering,peak_acceleration,peak_steering_rate,beta_rms,steering_rms,feasible
19,119,previous_s_curve,near_linear,M1,nominal_00,nominal,0.01804667253429198,1.0244083074104546,1.568966494567392,0.923863206263247,0.1851493213498538,0.44769596315683724,1.0
19,119,previous_s_curve,near_linear,M1,nominal_01,nominal,0.017625466796923388,1.034250286606543,1.5690090818122546,0.9316605765170947,0.18620726790868355,0.453082767427711,1.0
19,119,previous_s_curve,near_linear,M1,nominal_02,nominal,0.01868576617320407,1.1240528238020477,1.5782124596568692,1.0071564481567925,0.15445720228302426,0.5017287654887882,1.0
19,119,previous_s_curve,near_linear,M1,nominal_03,nominal,0.01732454609450095,1.048585220454893,1.5758574246554555,0.9440971839284936,0.16512411201128935,0.46085610365230667,1.0
19,119,previous_s_curve,near_linear,M1,nominal_04,nominal,0.018053596360408652,1.1133672831105201,1.5829976196108688,0.9978944293233023,0.14543147862747555,0.4961992240776264,1.0
19,119,previous_s_curve,near_linear,M1,nominal_05,nominal,0.017725788025469057,1.0258974993101009,1.5706362496437885,0.9248307225371921,0.1820515822335298,0.4485964541834542,1.0
19,119,previous_s_curve,near_linear,M1,nominal_06,nominal,0.017290387506731574,1.054009080151871,1.5722523129461976,0.9483033742492546,0.17553705864410385,0.46377292391256597,1.0
19,119,previous_s_curve,near_linear,M1,nominal_07,nominal,0.017832155526987897,1.088726375947695,1.5679703025900156,0.9775126065952149,0.18224891220398176,0.4823156870461988,1.0
19,119,previous_s_curve,near_linear,M1,nominal_08,nominal,0.018863411987615163,1.133067247615493,1.578363481546655,1.0144746773706572,0.15484929684801793,0.5066890847549433,1.0
19,119,previous_s_curve,near_linear,M1,nominal_09,nominal,0.017081643433244035,1.069880257885013,1.5745868975308557,0.961372720530174,0.16948708332559612,0.47243863802905056,1.0
19,119,previous_s_curve,near_linear,M1,heavy_00,heavy,0.020078950836648006,1.069847769426922,1.5499827205040924,0.9636673680802054,0.21922457846989496,0.47114631152187875,1.0
19,119,previous_s_curve,near_linear,M1,heavy_01,heavy,0.021951114212799317,1.0029908164815593,1.547920699912998,0.908458207834167,0.2312317679121226,0.43531388038549307,1.0
19,119,previous_s_curve,near_linear,M1,heavy_02,heavy,0.02077854816742922,1.0327083562276613,1.5481369053100953,0.9326800053002339,0.22875653037239096,0.4512551076713613,1.0
19,119,previous_s_curve,near_linear,M1,heavy_03,heavy,0.01918667841305588,1.1183356809732508,1.5538379194733265,1.0025361147136944,0.2111823443399,0.4976921383688192,1.0
19,119,previous_s_curve,near_linear,M1,heavy_04,heavy,0.019029972667416052,1.1024621201104294,1.5568710014542162,0.9896921041505541,0.20409756004668134,0.4891616360464682,1.0
19,119,previous_s_curve,near_linear,M1,heavy_05,heavy,0.01938525876768308,1.0671077219988259,1.5539800245046766,0.9607080551511821,0.21272499044936313,0.4699554109616743,1.0
19,119,previous_s_curve,near_linear,M1,heavy_06,heavy,0.021277712362292284,1.0065516814320579,1.5534627977039461,0.9115398773726049,0.21587593177717615,0.43729295809138036,1.0
19,119,previous_s_curve,near_linear,M1,heavy_07,heavy,0.018699666862707385,1.0570339440327572,1.5611767224458162,0.951946110560693,0.19749603874676225,0.4648393847057114,1.0
19,119,previous_s_curve,near_linear,M1,heavy_08,heavy,0.01920421333330977,1.085712224215935,1.552772122182977,0.9758255940079114,0.21517672584383987,0.4800043758302144,1.0
19,119,previous_s_curve,near_linear,M1,heavy_09,heavy,0.01973188368730392,1.058482160763208,1.551358254704961,0.9536336929822958,0.21962738336378906,0.4652309961868262,1.0
19,119,previous_s_curve,near_linear,M1,handling_00,handling,0.018379751544446724,1.128960624505729,1.58958423679114,1.0103431930443298,0.1327178945152496,0.5050666546769681,1.0
19,119,previous_s_curve,near_linear,M1,handling_01,handling,0.02420245470855361,1.217629467612389,1.5915210875089312,1.0850639815872627,0.12346730331145733,0.5534350431233274,1.0
19,119,previous_s_curve,near_linear,M1,handling_02,handling,0.022571066985844136,1.1886449838515127,1.5943493416134968,1.0609518106479632,0.11672413706315667,0.5376460514784022,1.0
19,119,previous_s_curve,near_linear,M1,handling_03,handling,0.026484070754838846,1.238405572520019,1.596877516064096,1.1029364617182222,0.10923501945280323,0.5649358030733543,1.0
19,119,previous_s_curve,near_linear,M1,handling_04,handling,0.025049732949209497,1.2298055133601264,1.5900978615245176,1.0953636331243553,0.12561402871186117,0.5599987503888939,1.0
19,119,previous_s_curve,near_linear,M1,handling_05,handling,0.02134258656747518,1.1782537486724023,1.5870930890861814,1.0520955055512624,0.13398193912254952,0.5316921119632432,1.0
19,119,previous_s_curve,near_linear,M1,handling_06,handling,0.02358048257496911,1.2130361201849742,1.5869879089594043,1.0811741113548368,0.13322061500352153,0.5506962093201555,1.0
19,119,previous_s_curve,near_linear,M1,handling_07,handling,0.02018236991499511,1.1551172004716843,1.5941733506207854,1.0325098708213463,0.1198564482910592,0.5194292964357577,1.0
