design,client_id,family,method,max_small_signal_spectral_radius,small_signal_stable,seed,test_seed
held_out,nominal_00,nominal,M1,0.9550346359778201,True,15,115
held_out,nominal_00,nominal,M2,0.9568202547607461,True,15,115
held_out,nominal_00,nominal,M3,0.95853925342392,True,15,115
held_out,nominal_00,nominal,M4,0.9592185089610967,True,15,115
held_out,nominal_00,nominal,M5,0.9592185089610967,True,15,115
held_out,nominal_00,nominal,LTI_all,0.9592998605972477,True,15,115
held_out,nominal_00,nominal,LTI_near,0.9598159568015374,True,15,115
held_out,nominal_00,nominal,physics_M4,0.9591905020066208,True,15,115
held_out,nominal_01,nominal,M1,0.9529939594994623,True,15,115
held_out,nominal_01,nominal,M2,0.9557547663339363,True,15,115
held_out,nominal_01,nominal,M3,0.9574547581249883,True,15,115
held_out,nominal_01,nominal,M4,0.9584009703391078,True,15,115
held_out,nominal_01,nominal,M5,0.9584009703391078,True,15,115
held_out,nominal_01,nominal,LTI_all,0.9585342541440601,True,15,115
held_out,nominal_01,nominal,LTI_near,0.9591371971647877,True,15,115
held_out,nominal_01,nominal,physics_M4,0.9583821394675959,True,15,115
held_out,nominal_02,nominal,M1,0.955962667228853,True,15,115
held_out,nominal_02,nominal,M2,0.9578372888676624,True,15,115
held_out,nominal_02,nominal,M3,0.95935422225437,True,15,115
held_out,nominal_02,nominal,M4,0.9601346656153388,True,15,115
held_out,nominal_02,nominal,M5,0.9601346656153388,True,15,115
held_out,nominal_02,nominal,LTI_all,0.9602287797790259,True,15,115
held_out,nominal_02,nominal,LTI_near,0.960759535184516,True,15,115
held_out,nominal_02,nominal,physics_M4,0.9601181270491472,True,15,115
held_out,nominal_03,nominal,M1,0.9550190898455218,True,15,115
held_out,nominal_03,nominal,M2,0.9568371735343221,True,15,115
held_out,nominal_03,nominal,M3,0.9585459368503713,True,15,115
held_out,nominal_03,nominal,M4,0.9592379741868148,True,15,115
held_out,nominal_03,nominal,M5,0.9592379741868148,True,15,115
held_out,nominal_03,nominal,LTI_all,0.9593214454680465,True,15,115
held_out,nominal_03,nominal,LTI_near,0.9598407493919228,True,15,115
held_out,nominal_03,nominal,physics_M4,0.9592108091827205,True,15,115
held_out,nominal_04,nominal,M1,0.9533895302593186,True,15,115
