group,cf_over_m,cr_over_m,m_over_iz,scaled_jacobian_condition,cost,multistart_relative_difference,seed
global,50.42001103611687,52.72590400287489,0.3307384414620872,1.2695802411896742,34.46249880143269,2.6342220414716204e-08,13
nominal,52.794502135133655,52.78012955755447,0.5263238505646688,1.6580279401403508,2.5813166154836447,1.1831456136192465e-08,13
heavy,49.163070620522916,45.65375887576385,0.5399639186789764,1.7075102395833333,1.4257579175624422,1.587781761174937e-09,13
handling,50.27023593587632,62.06807624844602,0.5869896645143577,1.8099327352948575,1.4492760251028751,3.041217309862723e-10,13
