speed_mps,a00,a01,a10,a11,b00,b10,continuous_pole_1_real,continuous_pole_1_imag,continuous_pole_2_real,continuous_pole_2_imag,discrete_pole_radius_max,beta_dc_gain_rad_per_rad,yaw_rate_dc_gain_per_s,kinematic_yaw_gain_per_s,controllability_sigma_min,controllability_condition,a_condition,ad_condition
22.4,-4.761904761904762,-0.9574829931972789,12.8,-5.714285714285714,2.380952380952381,38.4,-5.238095238095238,3.468288474638559,-5.238095238095238,-3.468288474638559,0.9489672866275537,-0.5868725868725868,5.405405405405405,8.0,7.03549556709729,28.23039445461135,5.390998123453257,1.1260477863834157
22.5,-4.7407407407407405,-0.9578600823045268,12.8,-5.688888888888889,2.3703703703703702,38.4,-5.214814814814815,3.469274106465033,-5.214814814814815,-3.469274106465033,0.949188235946644,-0.5938557387614806,5.413824587786668,8.035714285714286,7.068159313225812,27.983784147403192,5.412877087226862,1.1260397419550434
22.6,-4.71976401179941,-0.9582321768867309,12.8,-5.663716814159292,2.359882005899705,38.4,-5.191740412979351,3.470246409245226,-5.191740412979351,-3.470246409245226,0.9494072807250455,-0.6008294275407644,5.422125493757872,8.071428571428573,7.100777576017572,27.74068182395807,5.434720173784708,1.1260318037896775
22.700000000000003,-4.698972099853156,-0.958599364759003,12.8,-5.638766519823788,2.349486049926578,38.4,-5.168869309838472,3.4712056235497277,-5.168869309838472,-3.4712056235497277,0.9496244454764875,-0.6077934671402672,5.430308829591594,8.10714285714286,7.133350499738349,27.501020057065194,5.456526905666517,1.1260239700251429
22.8,-4.678362573099415,-0.9589617318149174,12.8,-5.614035087719298,2.3391812865497075,38.4,-5.146198830409356,3.4721519845158233,-5.146198830409356,-3.4721519845158233,0.9498397542959017,-0.614747674378983,5.438375302415919,8.142857142857144,7.165878225563692,27.264733055816397,5.4782968130173195,1.1260162388398531
22.9,-4.657933042212518,-0.9593193620767466,12.8,-5.5895196506550215,2.328966521106259,38.4,-5.123726346433768,3.4730857219949245,-5.123726346433768,-3.4730857219949245,0.9500532308683257,-0.6216918689467285,5.446325620111992,8.178571428571429,7.1983608916586395,27.03175661754418,5.500029433547573,1.126008608451752
23.0,-4.63768115942029,-0.9596723377441714,12.8,-5.565217391304348,2.318840579710145,38.4,-5.101449275362318,3.474007060695327,-5.101449275362318,-3.474007060695327,0.9502648984775791,-0.6286258733855594,5.454160491213213,8.214285714285715,7.230798633254752,26.802028081420154,5.521724312492397,1.126001077117292
23.1,-4.617604617604617,-0.9600207392415184,12.8,-5.541125541125541,2.3088023088023086,38.4,-5.07936507936508,3.474916220320456,-5.07936507936508,-3.474916220320456,0.9504747800147242,-0.6355495130709777,5.461880624806041,8.250000000000002,7.263191582725675,26.575486283644654,5.543381002569988,1.1259936431304378
23.200000000000003,-4.597701149425286,-0.9603646452635751,12.8,-5.517241379310344,2.298850574712643,38.4,-5.057471264367815,3.475813415702789,-5.057471264367815,-3.475813415702789,0.9506828979863065,-0.6424626161929137,5.469486730432441,8.285714285714286,7.2955398696601765,26.352071514168003,5.564999063939134,1.125986304821706
23.3,-4.577968526466381,-0.9607041328200311,12.8,-5.493562231759657,2.2889842632331905,38.4,-5.035765379113018,3.476698856933575,-5.035765379113018,-3.476698856933575,0.9508892745223974,-0.6493650137365229,5.476979517993901,8.321428571428573,7.327843620933801,26.131725474880128,5.586578064156045,1.1259790605572257
23.4,-4.5584045584045585,-0.9610392772785935,12.8,-5.47008547008547,2.2792022792022792,38.4,-5.014245014245015,3.4775727494885227,-5.014245014245015,-3.4775727494885227,0.9510939313844273,-0.6562565394627804,5.484359697657093,8.357142857142858,7.360102960778245,25.91439123921418,5.608117578130275,1.1259719087378346
23.5,-4.539007092198582,-0.9613701524068206,12.8,-5.446808510638298,2.269503546099291,38.4,-4.99290780141844,3.478435294349604,-4.99290780141844,-3.478435294349604,0.9512968899728302,-0.6631370298888947,5.491627979761097,8.392857142857144,7.3923180108491575,25.700013213106967,5.629617188080017,1.125964847798197
23.6,-4.519774011299435,-0.9616968304127167,12.8,-5.423728813559322,2.2598870056497176,38.4,-4.971751412429379,3.479286688123098,-4.971751412429379,-3.479286688123098,0.9514981713344968,-0.6700063242685483,5.498785074726226,8.428571428571429,7.4244888902920705,25.488537097265304,5.651076483486608,1.1259578762059512
23.700000000000003,-4.500703234880449,-0.9620193819841313,12.8,-5.40084388185654,2.2503516174402245,38.4,-4.950773558368494,3.4801271231540154,-4.950773558368494,-3.4801271231540154,0.9516977961700425,-0.6768642645719728,5.505831692964424,8.464285714285715,7.456615715806692,25.279909850687062,5.672495061048431,1.125950992460876
23.8,-4.481792717086835,-0.9623378763270014,12.8,-5.378151260504202,2.2408963585434174,38.4,-4.9299719887955185,3.480956787637027,-4.9299719887955185,-3.480956787637027,0.9518957848408992,-0.6837106954658634,5.5127685447912445,8.5,7.488698601709486,25.074079655389816,5.693872524634039,1.1259441950940894
23.9,-4.463040446304045,-0.9626523812024766,12.8,-5.355648535564853,2.2315202231520224,38.4,-4.9093444909344495,3.4817758657240194,-4.9093444909344495,-3.4817758657240194,0.9520921573762308,-0.6905454642931524,5.5195963403393655,8.535714285714286,7.52073765999467,24.870995882300516,5.715208485234775,1.1259374826672655
24.0,-4.444444444444445,-0.962962962962963,12.8,-5.333333333333333,2.2222222222222223,38.4,-4.888888888888889,3.482584537628397,-4.888888888888889,-3.482584537628397,0.9522869334796839,-0.6973684210526316,5.526315789473684,8.571428571428571,7.552733000393694,24.67060905826241,5.736502560916694,1.1259308537718737
24.1,-4.426002766251729,-0.9632696865871226,12.8,-5.3112033195020745,2.2130013831258646,38.4,-4.8686030428769005,3.4833829797262448,-4.8686030428769005,-3.4833829797262448,0.9524801325359707,-0.7041794183784534,5.532927601707927,8.607142857142858,7.58468473043314,24.472870834117536,5.757754376771964,1.1259243070284453
