case,method,client,family,rho,worst_speed,mean_relative_a,mean_relative_b,tracking_rmse_deg_s,beta_rms_deg,steering_rms_deg,peak_steering_deg,peak_steering_rate_deg_s,peak_lateral_accel_mps2,peak_force_utilization,finite,feasible
linear_all_svd,M2,heavy_07,heavy,0.9553858179898226,28.0,0.03272892034199905,0.4989959332960545,0.05121165013825704,0.4557782039907734,0.9698185846001883,2.19462224983276,1.9557347234577724,3.065528846855881,0.355758738626073,True,True
linear_all_svd,M2,heavy_08,heavy,0.9570842993979708,28.0,0.03543499150060318,0.5326244243673459,0.047564202589232975,0.497263092178966,0.8879499615863131,2.0423633065226983,1.8300263766474383,3.0542901986459023,0.35482150704043675,True,True
linear_all_svd,M2,heavy_09,heavy,0.9549782437885724,28.0,0.034871496006968414,0.5319712888455173,0.04828321115264306,0.4208269858517238,0.9314126003447831,2.12159869926192,1.8949821606869612,3.083413294827186,0.35733401234540757,True,True
linear_all_svd,M2,handling_00,handling,0.9590424672594392,28.0,0.12857719290131384,0.08730216077220256,0.023910906574852644,0.2748053710519873,1.051883041888511,2.3431245209907594,2.085837314019919,3.1593503286122058,0.3627070917676196,True,True
linear_all_svd,M2,handling_01,handling,0.9593216028792628,28.0,0.12636609684505012,0.09129983178866397,0.02353016465648404,0.2823859413608963,1.046078031719032,2.33226855081095,2.0763221923485666,3.156939119014964,0.3624349565721822,True,True
linear_all_svd,M2,handling_02,handling,0.9587490237189233,28.0,0.12877262971231954,0.08594413873699563,0.02422100146269815,0.26878322755917405,1.0524534975515665,2.3443106909749205,2.0870763161514896,3.1613092471164173,0.3629538450708129,True,True
linear_all_svd,M2,handling_03,handling,0.9590319198024418,28.0,0.1520975686194198,0.084350522094192,0.027367269025759897,0.2553061031563368,1.1096451528279216,2.44966373011616,2.1771658355001127,3.1653074784559876,0.3630788545975912,True,True
linear_all_svd,M2,handling_04,handling,0.9578735855941274,28.0,0.15675369938442413,0.09215358538225792,0.02815755899592918,0.23203274976084565,1.1107743032263384,2.45174937091372,2.179953638627776,3.1747534729265543,0.36403264500068105,True,True
linear_all_svd,M2,handling_05,handling,0.9581458461019349,28.0,0.14229766911674072,0.08796090665917793,0.024387378338589814,0.25111627485519683,1.0689312437976866,2.374126701439243,2.113010314972788,3.1695525482343636,0.36355413089837474,True,True
linear_all_svd,M2,handling_06,handling,0.9596581988590929,28.0,0.13272945823263688,0.0832422015423029,0.024867472950789702,0.2798565021634242,1.0747320070482764,2.3856631242050783,2.121860648223204,3.155595872916194,0.3623278531759127,True,True
linear_all_svd,M2,handling_07,handling,0.9606139098946148,28.0,0.1353491523300665,0.085910605129784,0.026376034579081182,0.29249255356878046,1.0985704936542116,2.4300382762446286,2.1590787749120746,3.1485789439683405,0.36163338289594404,True,True
