design,client_id,family,method,max_small_signal_spectral_radius,small_signal_stable
test,nominal_00,nominal,M4,0.9596346929888175,True
test,nominal_00,nominal,LTI_1,0.9586699629687229,True
test,nominal_00,nominal,LTI_2,0.9585377565626149,True
test,nominal_00,nominal,LTI_3,0.9591363859564906,True
test,nominal_00,nominal,LTI_5,0.9594549575399093,True
test,nominal_00,nominal,LTI_8,0.9594228491485132,True
test,nominal_00,nominal,LTI_10,0.9594665866269351,True
test,nominal_01,nominal,M4,0.9603092272233522,True
test,nominal_01,nominal,LTI_1,0.9593273646307605,True
test,nominal_01,nominal,LTI_2,0.959192602848632,True
test,nominal_01,nominal,LTI_3,0.9598024005679622,True
test,nominal_01,nominal,LTI_5,0.960126499110591,True
test,nominal_01,nominal,LTI_8,0.9600938466051351,True
test,nominal_01,nominal,LTI_10,0.9601383245540291,True
test,nominal_02,nominal,M4,0.9589057639490357,True
test,nominal_02,nominal,LTI_1,0.9578691662546818,True
test,nominal_02,nominal,LTI_2,0.9577265398626346,True
test,nominal_02,nominal,LTI_3,0.958371230838349,True
test,nominal_02,nominal,LTI_5,0.9587131762579667,True
test,nominal_02,nominal,LTI_8,0.958678746731594,True
test,nominal_02,nominal,LTI_10,0.9587256441242337,True
test,nominal_03,nominal,M4,0.9595772553750743,True
test,nominal_03,nominal,LTI_1,0.9586075681457963,True
test,nominal_03,nominal,LTI_2,0.9584746370545321,True
test,nominal_03,nominal,LTI_3,0.9590764587596956,True
test,nominal_03,nominal,LTI_5,0.9593966388765591,True
test,nominal_03,nominal,LTI_8,0.9593643711054252,True
test,nominal_03,nominal,LTI_10,0.9594083255384895,True
test,nominal_04,nominal,M4,0.9603335472959702,True
test,nominal_04,nominal,LTI_1,0.9594226891953976,True
test,nominal_04,nominal,LTI_2,0.9592982150429185,True
test,nominal_04,nominal,LTI_3,0.9598625141617526,True
test,nominal_04,nominal,LTI_5,0.9601635158930396,True
test,nominal_04,nominal,LTI_8,0.9601331567942133,True
test,nominal_04,nominal,LTI_10,0.9601745125992683,True
test,nominal_05,nominal,M4,0.9591450470365996,True
test,nominal_05,nominal,LTI_1,0.9580961268451419,True
test,nominal_05,nominal,LTI_2,0.9579515617327553,True
test,nominal_05,nominal,LTI_3,0.9586045347717546,True
test,nominal_05,nominal,LTI_5,0.9589503931118583,True
test,nominal_05,nominal,LTI_8,0.9589155839219142,True
test,nominal_05,nominal,LTI_10,0.9589629976885766,True
test,nominal_06,nominal,M4,0.9591372347307853,True
test,nominal_06,nominal,LTI_1,0.9581185233747754,True
test,nominal_06,nominal,LTI_2,0.9579784636813896,True
test,nominal_06,nominal,LTI_3,0.958611758645681,True
test,nominal_06,nominal,LTI_5,0.9589478701703282,True
test,nominal_06,nominal,LTI_8,0.9589140215729369,True
test,nominal_06,nominal,LTI_10,0.958960128020914,True
test,nominal_07,nominal,M4,0.959967810664328,True
test,nominal_07,nominal,LTI_1,0.9589446293969776,True
test,nominal_07,nominal,LTI_2,0.9588038154538469,True
test,nominal_07,nominal,LTI_3,0.9594402499185986,True
test,nominal_07,nominal,LTI_5,0.9597777484738809,True
test,nominal_07,nominal,LTI_8,0.959743768840427,True
test,nominal_07,nominal,LTI_10,0.9597900533023729,True
test,nominal_08,nominal,M4,0.9598844449909424,True
test,nominal_08,nominal,LTI_1,0.9589440016499364,True
test,nominal_08,nominal,LTI_2,0.9588152860791197,True
test,nominal_08,nominal,LTI_3,0.9593984257636667,True
test,nominal_08,nominal,LTI_5,0.9597090795771541,True
test,nominal_08,nominal,LTI_8,0.9596777591824974,True
test,nominal_08,nominal,LTI_10,0.9597204238156521,True
test,nominal_09,nominal,M4,0.959764024675706,True
test,nominal_09,nominal,LTI_1,0.9587214724840242,True
test,nominal_09,nominal,LTI_2,0.958577793671969,True
test,nominal_09,nominal,LTI_3,0.9592267836416392,True
test,nominal_09,nominal,LTI_5,0.9595705473961085,True
test,nominal_09,nominal,LTI_8,0.9595359487439976,True
test,nominal_09,nominal,LTI_10,0.9595830757472157,True
test,heavy_00,heavy,M4,0.9652941448362518,True
test,heavy_00,heavy,LTI_1,0.9646103678965295,True
test,heavy_00,heavy,LTI_2,0.9645169832899412,True
test,heavy_00,heavy,LTI_3,0.9649404546766094,True
test,heavy_00,heavy,LTI_5,0.965166451721824,True
test,heavy_00,heavy,LTI_8,0.9651436543511301,True
test,heavy_00,heavy,LTI_10,0.965174709582196,True
test,heavy_01,heavy,M4,0.9660676187717455,True
test,heavy_01,heavy,LTI_1,0.9653942391438177,True
test,heavy_01,heavy,LTI_2,0.9653022752799728,True
test,heavy_01,heavy,LTI_3,0.9657193072184451,True
test,heavy_01,heavy,LTI_5,0.9659418681864828,True
test,heavy_01,heavy,LTI_8,0.9659194175142563,True
test,heavy_01,heavy,LTI_10,0.9659500004559002,True
test,heavy_02,heavy,M4,0.9649016734212734,True
test,heavy_02,heavy,LTI_1,0.9642208209061713,True
test,heavy_02,heavy,LTI_2,0.9641278728423696,True
test,heavy_02,heavy,LTI_3,0.9645494348671324,True
test,heavy_02,heavy,LTI_5,0.9647744888604208,True
test,heavy_02,heavy,LTI_8,0.964751784146522,True
test,heavy_02,heavy,LTI_10,0.9647827132963401,True
test,heavy_03,heavy,M4,0.9642134858443885,True
test,heavy_03,heavy,LTI_1,0.963488704258107,True
test,heavy_03,heavy,LTI_2,0.9633895604975508,True
test,heavy_03,heavy,LTI_3,0.9638388385423513,True
test,heavy_03,heavy,LTI_5,0.9640782880699306,True
