design,client_id,family,method,max_small_signal_spectral_radius,small_signal_stable,seed,test_seed
held_out,nominal_00,nominal,M1,0.9549066642648807,True,14,114
held_out,nominal_00,nominal,M2,0.9579803901252791,True,14,114
held_out,nominal_00,nominal,M3,0.9586644514908389,True,14,114
held_out,nominal_00,nominal,M4,0.9602158718018663,True,14,114
held_out,nominal_00,nominal,M5,0.9602158718018663,True,14,114
held_out,nominal_00,nominal,LTI_all,0.9575941476686843,True,14,114
held_out,nominal_00,nominal,LTI_near,0.9585755969946576,True,14,114
held_out,nominal_00,nominal,physics_M4,0.9602061681938959,True,14,114
held_out,nominal_01,nominal,M1,0.9546878488127094,True,14,114
held_out,nominal_01,nominal,M2,0.9580541403024476,True,14,114
held_out,nominal_01,nominal,M3,0.9586289848983187,True,14,114
held_out,nominal_01,nominal,M4,0.9603073636768058,True,14,114
held_out,nominal_01,nominal,M5,0.9603073636768058,True,14,114
held_out,nominal_01,nominal,LTI_all,0.9575418884547531,True,14,114
held_out,nominal_01,nominal,LTI_near,0.9586001410749173,True,14,114
held_out,nominal_01,nominal,physics_M4,0.9603033777584075,True,14,114
held_out,nominal_02,nominal,M1,0.9570213675762723,True,14,114
held_out,nominal_02,nominal,M2,0.9600859569376712,True,14,114
held_out,nominal_02,nominal,M3,0.960434861290019,True,14,114
held_out,nominal_02,nominal,M4,0.9621191224589541,True,14,114
held_out,nominal_02,nominal,M5,0.9621191224589541,True,14,114
held_out,nominal_02,nominal,LTI_all,0.959487492729922,True,14,114
held_out,nominal_02,nominal,LTI_near,0.9604926680473861,True,14,114
held_out,nominal_02,nominal,physics_M4,0.9621285921580295,True,14,114
held_out,nominal_03,nominal,M1,0.9548963572149608,True,14,114
held_out,nominal_03,nominal,M2,0.9574858892948729,True,14,114
held_out,nominal_03,nominal,M3,0.9584171490019197,True,14,114
held_out,nominal_03,nominal,M4,0.9597288887726824,True,14,114
held_out,nominal_03,nominal,M5,0.9597288887726824,True,14,114
held_out,nominal_03,nominal,LTI_all,0.9573553041633811,True,14,114
held_out,nominal_03,nominal,LTI_near,0.9582039463507267,True,14,114
held_out,nominal_03,nominal,physics_M4,0.9597050975045599,True,14,114
held_out,nominal_04,nominal,M1,0.9516748547177093,True,14,114
held_out,nominal_04,nominal,M2,0.9575149844706462,True,14,114
held_out,nominal_04,nominal,M3,0.9577205860469074,True,14,114
held_out,nominal_04,nominal,M4,0.9599348111149761,True,14,114
held_out,nominal_04,nominal,M5,0.9599348111149761,True,14,114
held_out,nominal_04,nominal,LTI_all,0.9564573670665454,True,14,114
held_out,nominal_04,nominal,LTI_near,0.9579201625845297,True,14,114
held_out,nominal_04,nominal,physics_M4,0.9599460497064359,True,14,114
held_out,nominal_05,nominal,M1,0.954559647699573,True,14,114
held_out,nominal_05,nominal,M2,0.9584928548120644,True,14,114
held_out,nominal_05,nominal,M3,0.9588286343966528,True,14,114
held_out,nominal_05,nominal,M4,0.9607431652662004,True,14,114
held_out,nominal_05,nominal,M5,0.9607431652662004,True,14,114
held_out,nominal_05,nominal,LTI_all,0.9577287341508949,True,14,114
held_out,nominal_05,nominal,LTI_near,0.9589280104000605,True,14,114
held_out,nominal_05,nominal,physics_M4,0.960751150542322,True,14,114
held_out,nominal_06,nominal,M1,0.952986870522478,True,14,114
held_out,nominal_06,nominal,M2,0.9579663205566419,True,14,114
held_out,nominal_06,nominal,M3,0.9581796664849428,True,14,114
held_out,nominal_06,nominal,M4,0.9603194360753456,True,14,114
held_out,nominal_06,nominal,M5,0.9603194360753456,True,14,114
held_out,nominal_06,nominal,LTI_all,0.9569829867589076,True,14,114
held_out,nominal_06,nominal,LTI_near,0.9583636013731682,True,14,114
held_out,nominal_06,nominal,physics_M4,0.9603315927578852,True,14,114
held_out,nominal_07,nominal,M1,0.949494879152051,True,14,114
held_out,nominal_07,nominal,M2,0.9562932929975614,True,14,114
held_out,nominal_07,nominal,M3,0.956160352675854,True,14,114
held_out,nominal_07,nominal,M4,0.9589689261257535,True,14,114
held_out,nominal_07,nominal,M5,0.9589689261257535,True,14,114
held_out,nominal_07,nominal,LTI_all,0.9545566767402801,True,14,114
held_out,nominal_07,nominal,LTI_near,0.9565980744925555,True,14,114
held_out,nominal_07,nominal,physics_M4,0.9589894734202606,True,14,114
held_out,nominal_08,nominal,M1,0.9564074809538212,True,14,114
held_out,nominal_08,nominal,M2,0.9590662567351577,True,14,114
held_out,nominal_08,nominal,M3,0.9597107848664538,True,14,114
held_out,nominal_08,nominal,M4,0.961157085367466,True,14,114
held_out,nominal_08,nominal,M5,0.961157085367466,True,14,114
held_out,nominal_08,nominal,LTI_all,0.9587349951913708,True,14,114
held_out,nominal_08,nominal,LTI_near,0.9596186959279875,True,14,114
held_out,nominal_08,nominal,physics_M4,0.9611509405847657,True,14,114
held_out,nominal_09,nominal,M1,0.94967502413113,True,14,114
held_out,nominal_09,nominal,M2,0.9563638721906811,True,14,114
held_out,nominal_09,nominal,M3,0.9561424509524019,True,14,114
held_out,nominal_09,nominal,M4,0.9590443879177343,True,14,114
held_out,nominal_09,nominal,M5,0.9590443879177343,True,14,114
held_out,nominal_09,nominal,LTI_all,0.9545047417465438,True,14,114
held_out,nominal_09,nominal,LTI_near,0.9566339208355635,True,14,114
held_out,nominal_09,nominal,physics_M4,0.9590680287144348,True,14,114
held_out,heavy_00,heavy,M1,0.9594094741619508,True,14,114
held_out,heavy_00,heavy,M2,0.9623907540418304,True,14,114
held_out,heavy_00,heavy,M3,0.9621558605809426,True,14,114
held_out,heavy_00,heavy,M4,0.9641938126608728,True,14,114
held_out,heavy_00,heavy,M5,0.9641938126608728,True,14,114
held_out,heavy_00,heavy,LTI_all,0.9596082602911721,True,14,114
held_out,heavy_00,heavy,LTI_near,0.9581815223242144,True,14,114
held_out,heavy_00,heavy,physics_M4,0.9642251863035921,True,14,114
held_out,heavy_01,heavy,M1,0.9591384390118478,True,14,114
held_out,heavy_01,heavy,M2,0.9626602221914637,True,14,114
held_out,heavy_01,heavy,M3,0.9621817989348591,True,14,114
