seed,method,cohort,epsilon,draw,tracking,feasible,rho
88,ControlAware,10,4,4,0.011644756899810389,1.0,0.9673901243522656
88,ControlAware,10,4,5,0.023619964935010125,1.0,0.9596735901230372
88,ControlAware,10,4,6,0.014256124919426282,1.0,0.965388462098468
88,ControlAware,10,4,7,0.00830822830863087,1.0,0.9672318408102528
88,ControlAware,10,4,8,0.010886889827516778,1.0,0.9696863793880852
88,ControlAware,10,4,9,0.01140953412421403,1.0,0.9678883571078593
88,ControlAware,10,8,0,0.014152938386342443,1.0,0.967242160897656
88,ControlAware,10,8,1,0.008145954141614795,1.0,0.9678264832516066
88,ControlAware,10,8,2,0.010066180578150731,1.0,0.9674395307901242
88,ControlAware,10,8,3,0.008524449825120024,1.0,0.9672447441549202
88,ControlAware,10,8,4,0.009236810384795617,1.0,0.9687201589479472
88,ControlAware,10,8,5,0.009083556234071467,1.0,0.968942839769929
88,ControlAware,10,8,6,0.009079474580318183,1.0,0.9674760381868032
88,ControlAware,10,8,7,0.009668651379280645,1.0,0.9667708529063492
88,ControlAware,10,8,8,0.016027698060463107,1.0,0.9643186105791232
88,ControlAware,10,8,9,0.010586672609513846,1.0,0.9681693095656894
88,ControlAware,10,inf,0,0.00783337564760435,1.0,0.9676187659440908
88,ControlAware,30,2,0,0.019354284714833473,1.0,0.9682644527573754
88,ControlAware,30,2,1,0.011500712654203512,1.0,0.9684242389764522
88,ControlAware,30,2,2,0.0086737291617089,1.0,0.9668258819837724
88,ControlAware,30,2,3,0.007803669581662288,1.0,0.967974188369671
88,ControlAware,30,2,4,0.016992968495909942,1.0,0.9666015008898636
88,ControlAware,30,2,5,0.01116374249011705,1.0,0.9663520497496658
88,ControlAware,30,2,6,0.00870422786829328,1.0,0.9694820525485844
88,ControlAware,30,2,7,0.008833999569442046,1.0,0.9679983390004304
88,ControlAware,30,2,8,0.010306647292846648,1.0,0.9675620204428772
88,ControlAware,30,2,9,0.011030846457346356,1.0,0.9664120575007484
88,ControlAware,30,4,0,0.008951091466386575,1.0,0.9677118245138154
88,ControlAware,30,4,1,0.007521574749670198,1.0,0.9679572849124944
88,ControlAware,30,4,2,0.008208031389182163,1.0,0.9679841882997952
88,ControlAware,30,4,3,0.009473393613433035,1.0,0.9672424107887034
88,ControlAware,30,4,4,0.008674671880951324,1.0,0.9684628365105268
88,ControlAware,30,4,5,0.008096827746802012,1.0,0.9681380633767092
88,ControlAware,30,4,6,0.010599682712596618,1.0,0.966751417958409
88,ControlAware,30,4,7,0.008929452756809382,1.0,0.9680101745822144
88,ControlAware,30,4,8,0.007966416183211724,1.0,0.9674290472527896
88,ControlAware,30,4,9,0.007866104576417692,1.0,0.9680647779675884
88,ControlAware,30,8,0,0.007674783886459814,1.0,0.9676988939059838
88,ControlAware,30,8,1,0.007948931688845823,1.0,0.9675677378238564
88,ControlAware,30,8,2,0.007574379393807028,1.0,0.9681463538960332
88,ControlAware,30,8,3,0.008164335787164391,1.0,0.9684411126173396
88,ControlAware,30,8,4,0.007983941242118896,1.0,0.96789232316601
88,ControlAware,30,8,5,0.007649373809825231,1.0,0.9677402118069244
88,ControlAware,30,8,6,0.00823846136855029,1.0,0.9677731806305224
88,ControlAware,30,8,7,0.007956434754160987,1.0,0.967705013380842
88,ControlAware,30,8,8,0.008140040185696902,1.0,0.967456181756393
88,ControlAware,30,8,9,0.0077855846019429745,1.0,0.9679050533731024
88,ControlAware,30,inf,0,0.007610067528009594,1.0,0.9678026030759502
88,ControlAware,100,2,0,0.007731410408988433,1.0,0.9683134389470016
88,ControlAware,100,2,1,0.008033232197830517,1.0,0.9680096082999426
88,ControlAware,100,2,2,0.0077414120066755495,1.0,0.9680391093525716
88,ControlAware,100,2,3,0.007517960234084321,1.0,0.968148257895044
88,ControlAware,100,2,4,0.007606475277135769,1.0,0.9677865983280844
88,ControlAware,100,2,5,0.007529163542977209,1.0,0.9681560650015566
88,ControlAware,100,2,6,0.007953471083122287,1.0,0.9675174042477468
88,ControlAware,100,2,7,0.007595352749835244,1.0,0.968068100491566
88,ControlAware,100,2,8,0.008208333634551254,1.0,0.9677677354805388
88,ControlAware,100,2,9,0.007709190057443043,1.0,0.9684595456224808
88,ControlAware,100,4,0,0.007490614984370018,1.0,0.9680954193557229
88,ControlAware,100,4,1,0.007557968028299565,1.0,0.9679240238231432
88,ControlAware,100,4,2,0.007634894765404792,1.0,0.9678305632091772
88,ControlAware,100,4,3,0.007592872955623013,1.0,0.9681403821560488
88,ControlAware,100,4,4,0.007584843710648027,1.0,0.9679214923995898
88,ControlAware,100,4,5,0.007819533563521962,1.0,0.9679897270711898
88,ControlAware,100,4,6,0.007542704899680567,1.0,0.9679704002638408
88,ControlAware,100,4,7,0.007507003627635362,1.0,0.9680234605318632
88,ControlAware,100,4,8,0.007589224526872317,1.0,0.9680407271199358
88,ControlAware,100,4,9,0.007945153438309165,1.0,0.9676575210545982
88,ControlAware,100,8,0,0.007681853951079936,1.0,0.967855449903318
88,ControlAware,100,8,1,0.007685883975424433,1.0,0.9676803325440912
88,ControlAware,100,8,2,0.007682571192635651,1.0,0.9677230858902548
88,ControlAware,100,8,3,0.007542040108989321,1.0,0.968006418916812
88,ControlAware,100,8,4,0.007676532084107335,1.0,0.9678858287784212
88,ControlAware,100,8,5,0.007560349437191844,1.0,0.9679349678358352
88,ControlAware,100,8,6,0.007578479599450484,1.0,0.967917034499448
88,ControlAware,100,8,7,0.007647826897777478,1.0,0.967940024019763
88,ControlAware,100,8,8,0.0075438269609033,1.0,0.9679151363967984
88,ControlAware,100,8,9,0.007588683212631093,1.0,0.9679762302582432
88,ControlAware,100,inf,0,0.007565757116421793,1.0,0.9679328352471877
88,Isotropic,10,2,0,0.028009734481777362,1.0,0.971488030817801
88,Isotropic,10,2,1,0.02389332458165047,1.0,0.9698713723517508
88,Isotropic,10,2,2,0.020331206474945476,1.0,0.964008320912806
88,Isotropic,10,2,3,0.03487418927914267,1.0,0.9680542215650408
88,Isotropic,10,2,4,0.011618451475002728,1.0,0.9664435075787504
88,Isotropic,10,2,5,0.03480069523100945,1.0,0.965156498945114
88,Isotropic,10,2,6,0.012544633888952971,1.0,0.9705692407009014
88,Isotropic,10,2,7,0.018945525084510695,1.0,0.9667256502936052
88,Isotropic,10,2,8,0.027373131049894767,1.0,0.9684775560314705
88,Isotropic,10,2,9,0.017026529937485938,1.0,0.96935998261552
88,Isotropic,10,4,0,0.02071899807661305,1.0,0.9664065586176728
88,Isotropic,10,4,1,0.01496277542350973,1.0,0.9687932326244028
88,Isotropic,10,4,2,0.01611464844381191,1.0,0.971298909478178
88,Isotropic,10,4,3,0.013880050842185057,1.0,0.9693692345568714
88,Isotropic,10,4,4,0.012431150268923111,1.0,0.967390150372404
88,Isotropic,10,4,5,0.02840020878213519,1.0,0.9602620281886975
88,Isotropic,10,4,6,0.016059452902862557,1.0,0.9647502763705929
88,Isotropic,10,4,7,0.008447164728789248,1.0,0.9672178842987358
88,Isotropic,10,4,8,0.012500326531026704,1.0,0.9701043841387732
88,Isotropic,10,4,9,0.01274317924146286,1.0,0.9678515819803682
88,Isotropic,10,8,0,0.01609450909284033,1.0,0.9672670104036056
88,Isotropic,10,8,1,0.008047464735791118,1.0,0.9678508137067532
88,Isotropic,10,8,2,0.010532242253507407,1.0,0.967463264616638
88,Isotropic,10,8,3,0.008884443353689727,1.0,0.9670398136562454
88,Isotropic,10,8,4,0.010142860991327293,1.0,0.9688462924086316
88,Isotropic,10,8,5,0.009290503261301082,1.0,0.9690636472431596
88,Isotropic,10,8,6,0.009261989238228773,1.0,0.9674904306682038
88,Isotropic,10,8,7,0.010334494659471585,1.0,0.9664365037891036
88,Isotropic,10,8,8,0.01886183393334545,1.0,0.9644300981984196
88,Isotropic,10,8,9,0.011546154759316704,1.0,0.9682201296965152
88,Isotropic,10,inf,0,0.007833375647604397,1.0,0.9676187659440912
88,Isotropic,30,2,0,0.021391612048721927,1.0,0.968319779834094
88,Isotropic,30,2,1,0.01296813296683909,1.0,0.9686271422262096
88,Isotropic,30,2,2,0.009313111601448655,1.0,0.9666076771664486
88,Isotropic,30,2,3,0.007639813491748371,1.0,0.968061944541012
88,Isotropic,30,2,4,0.019691602323424158,1.0,0.966081498949744
88,Isotropic,30,2,5,0.012469754140131909,1.0,0.965883165431039
88,Isotropic,30,2,6,0.00954597247491821,1.0,0.9698850698380258
88,Isotropic,30,2,7,0.009153997032611069,1.0,0.9680568502956794
88,Isotropic,30,2,8,0.011480677925788283,1.0,0.9675110167507344
88,Isotropic,30,2,9,0.012491324664638672,1.0,0.9660043173226812
88,Isotropic,30,4,0,0.009669941011918152,1.0,0.9677308702777752
88,Isotropic,30,4,1,0.00748354711528935,1.0,0.9679752090905562
88,Isotropic,30,4,2,0.008374373330142704,1.0,0.9680705311708256
88,Isotropic,30,4,3,0.010287115001058762,1.0,0.9670566958809924
88,Isotropic,30,4,4,0.00901950929020012,1.0,0.9684936870428968
88,Isotropic,30,4,5,0.008276933078643856,1.0,0.9682492622511064
88,Isotropic,30,4,6,0.011696714701006014,1.0,0.9664356267316948
88,Isotropic,30,4,7,0.009352065817418015,1.0,0.9681316721627208
88,Isotropic,30,4,8,0.00806976579848834,1.0,0.967361462007012
88,Isotropic,30,4,9,0.008016018372326345,1.0,0.9682105786425736
88,Isotropic,30,8,0,0.0077162749894299386,1.0,0.967708540585016
88,Isotropic,30,8,1,0.008209055942794835,1.0,0.9674974226047138
88,Isotropic,30,8,2,0.0076152479431467425,1.0,0.9682064652511142
88,Isotropic,30,8,3,0.008394980165481876,1.0,0.9686013146614584
88,Isotropic,30,8,4,0.008156929022764513,1.0,0.967895350791648
88,Isotropic,30,8,5,0.007699289455925541,1.0,0.9677103551794892
88,Isotropic,30,8,6,0.00851886268150172,1.0,0.9677693889158469
88,Isotropic,30,8,7,0.00806292565377106,1.0,0.9676684223041148
88,Isotropic,30,8,8,0.008238897814708178,1.0,0.9673620975335008
88,Isotropic,30,8,9,0.007913702406888809,1.0,0.9679120106598416
88,Isotropic,30,inf,0,0.007610067528009594,1.0,0.9678026030759502
88,Isotropic,100,2,0,0.007897209279209956,1.0,0.9683972729387724
88,Isotropic,100,2,1,0.008385460916440844,1.0,0.9680478566244606
88,Isotropic,100,2,2,0.007934261129526018,1.0,0.968048292703526
88,Isotropic,100,2,3,0.007538136779583347,1.0,0.9682198571762552
88,Isotropic,100,2,4,0.007686486393997072,1.0,0.967822713469206
88,Isotropic,100,2,5,0.00759815902201093,1.0,0.9682466572091574
88,Isotropic,100,2,6,0.008082346877514567,1.0,0.9673710300197438
88,Isotropic,100,2,7,0.007619100329914092,1.0,0.9680914441963158
88,Isotropic,100,2,8,0.008388276547968669,1.0,0.9677342952482152
88,Isotropic,100,2,9,0.007817900624776128,1.0,0.9685821800180486
88,Isotropic,100,4,0,0.007462360479681824,1.0,0.9681350521999056
88,Isotropic,100,4,1,0.007558415828564062,1.0,0.9679117579368018
88,Isotropic,100,4,2,0.00770211608369523,1.0,0.96778922831332
88,Isotropic,100,4,3,0.007641487585874857,1.0,0.9681986862242044
88,Isotropic,100,4,4,0.007617758175268786,1.0,0.9679135734769814
88,Isotropic,100,4,5,0.007883442598551869,1.0,0.9680313502184468
88,Isotropic,100,4,6,0.0075833321423462614,1.0,0.9679741177987126
88,Isotropic,100,4,7,0.007514202318223024,1.0,0.9680635812794992
88,Isotropic,100,4,8,0.007604083018964627,1.0,0.9680637716844656
88,Isotropic,100,4,9,0.008096907600683382,1.0,0.967580613796346
88,Isotropic,100,8,0,0.007702064026393615,1.0,0.967843977591349
88,Isotropic,100,8,1,0.007733356883095176,1.0,0.967613753581633
88,Isotropic,100,8,2,0.007734295724029124,1.0,0.9676745330151232
88,Isotropic,100,8,3,0.007531133873839551,1.0,0.968016223697389
88,Isotropic,100,8,4,0.007713065442882192,1.0,0.9678565516378076
88,Isotropic,100,8,5,0.007549063183873868,1.0,0.9679355687411048
88,Isotropic,100,8,6,0.007600399404941589,1.0,0.9679115926350592
88,Isotropic,100,8,7,0.007674070187692509,1.0,0.9679401840978143
88,Isotropic,100,8,8,0.007539280453694853,1.0,0.967916753033859
88,Isotropic,100,8,9,0.007598617588980379,1.0,0.967992295925599
88,Isotropic,100,inf,0,0.0075657571164217795,1.0,0.9679328352471877
89,ControlAware,10,2,0,0.02213324470917141,1.0,0.9709323340554196
89,ControlAware,10,2,1,0.02149252268108036,1.0,0.9662803643408088
89,ControlAware,10,2,2,0.029199293863990297,1.0,0.9708666582964552
89,ControlAware,10,2,3,0.016227592615366812,1.0,0.9704561340018892
89,ControlAware,10,2,4,0.013198467121159406,1.0,0.9701898258995796
89,ControlAware,10,2,5,0.030892593080039592,1.0,0.9619360078855116
89,ControlAware,10,2,6,0.021413734770844604,1.0,0.970943854749543
89,ControlAware,10,2,7,0.023765915532831746,1.0,0.9649923226547192
89,ControlAware,10,2,8,0.038184744769952456,1.0,0.9672304035645762
89,ControlAware,10,2,9,0.012029841275020917,1.0,0.9697231301320498
89,ControlAware,10,4,0,0.011806132214725408,1.0,0.9683198153062942
89,ControlAware,10,4,1,0.009338198870360788,1.0,0.970269132581346
89,ControlAware,10,4,2,0.017934591458798013,1.0,0.9702044203605678
89,ControlAware,10,4,3,0.011079905192005106,1.0,0.9689543185207964
89,ControlAware,10,4,4,0.017743925016802935,1.0,0.9658807590706534
89,ControlAware,10,4,5,0.012220514704939772,1.0,0.9665854959685884
89,ControlAware,10,4,6,0.011555639417543628,1.0,0.967903400662454
89,ControlAware,10,4,7,0.013398441354998632,1.0,0.9667227095086957
89,ControlAware,10,4,8,0.009458362815258697,1.0,0.9680933228986808
89,ControlAware,10,4,9,0.011286907738393715,1.0,0.9678580321214746
89,ControlAware,10,8,0,0.007489447104269973,1.0,0.9691808259995316
89,ControlAware,10,8,1,0.0076462177184477426,1.0,0.9682254579428926
89,ControlAware,10,8,2,0.012046661702765325,1.0,0.965995844354098
89,ControlAware,10,8,3,0.008274553677544082,1.0,0.9685902247859038
89,ControlAware,10,8,4,0.009250221010398739,1.0,0.9680444130273482
89,ControlAware,10,8,5,0.008279023762798614,1.0,0.9681635882354188
89,ControlAware,10,8,6,0.008219826774007424,1.0,0.9678333668813284
89,ControlAware,10,8,7,0.011162017128265322,1.0,0.9667493198770288
89,ControlAware,10,8,8,0.00806478131809265,1.0,0.968288981342298
89,ControlAware,10,8,9,0.009864214297248127,1.0,0.9701002198557244
89,ControlAware,10,inf,0,0.007916332109356543,1.0,0.968348465994756
89,ControlAware,30,2,0,0.011446135470411553,1.0,0.9687956237049168
89,ControlAware,30,2,1,0.009354982151950924,1.0,0.967992209117948
89,ControlAware,30,2,2,0.00952016202579432,1.0,0.9683384875398152
89,ControlAware,30,2,3,0.008688100325875246,1.0,0.9677921659563667
89,ControlAware,30,2,4,0.011276093844726783,1.0,0.9686291399725208
89,ControlAware,30,2,5,0.008335139385594268,1.0,0.9686993319998308
89,ControlAware,30,2,6,0.011829199933541831,1.0,0.9660489002866904
89,ControlAware,30,2,7,0.00955821391248772,1.0,0.9699707824239426
89,ControlAware,30,2,8,0.009466640496354048,1.0,0.969188015634286
89,ControlAware,30,2,9,0.013103457111575264,1.0,0.965738533063765
89,ControlAware,30,4,0,0.007779418719748512,1.0,0.9686541421970972
89,ControlAware,30,4,1,0.009147436921802227,1.0,0.96867149507979
89,ControlAware,30,4,2,0.008148200892573922,1.0,0.9683753340345116
89,ControlAware,30,4,3,0.007725541135347347,1.0,0.96884483753206
89,ControlAware,30,4,4,0.009862127293294071,1.0,0.9677308118094534
89,ControlAware,30,4,5,0.008808226801096051,1.0,0.9677117770677266
89,ControlAware,30,4,6,0.00791189255431175,1.0,0.9680707305797334
89,ControlAware,30,4,7,0.007697003086828548,1.0,0.9691402534167464
89,ControlAware,30,4,8,0.009217390007684276,1.0,0.9674761662873098
89,ControlAware,30,4,9,0.008165288536778028,1.0,0.9692031374737404
89,ControlAware,30,8,0,0.007511968232398073,1.0,0.9683680221798484
89,ControlAware,30,8,1,0.007705911568163149,1.0,0.9684939089947604
89,ControlAware,30,8,2,0.007709799612414204,1.0,0.968728174578779
89,ControlAware,30,8,3,0.0076424445989559785,1.0,0.968170019599187
89,ControlAware,30,8,4,0.007977107719815342,1.0,0.9687783442572904
89,ControlAware,30,8,5,0.00767895787809182,1.0,0.9681419809822462
89,ControlAware,30,8,6,0.00739265182631016,1.0,0.9684346786142036
89,ControlAware,30,8,7,0.008232279347983389,1.0,0.968110690244453
89,ControlAware,30,8,8,0.008105289556492819,1.0,0.9681182383723368
89,ControlAware,30,8,9,0.0076738492177517575,1.0,0.9686150677732084
89,ControlAware,30,inf,0,0.007573894676350384,1.0,0.96837640423275
89,ControlAware,100,2,0,0.007630269101762439,1.0,0.9684727366182864
89,ControlAware,100,2,1,0.008240599060045477,1.0,0.9683073123869422
89,ControlAware,100,2,2,0.007589034513154764,1.0,0.9685157061428568
89,ControlAware,100,2,3,0.007279329568575381,1.0,0.968618312240243
89,ControlAware,100,2,4,0.008687662613390124,1.0,0.9684876828075007
89,ControlAware,100,2,5,0.007470346064793333,1.0,0.9684813554169832
89,ControlAware,100,2,6,0.009080441457006067,1.0,0.9681266032599762
89,ControlAware,100,2,7,0.00861508328736972,1.0,0.9681960011400524
89,ControlAware,100,2,8,0.008298607009585133,1.0,0.9683021091758302
89,ControlAware,100,2,9,0.007225480427140015,1.0,0.9686354411819532
89,ControlAware,100,4,0,0.00756579983596907,1.0,0.9686746185967808
89,ControlAware,100,4,1,0.007766725626498565,1.0,0.9682987758564002
89,ControlAware,100,4,2,0.008130809038222522,1.0,0.9681375544403202
89,ControlAware,100,4,3,0.007628756662372492,1.0,0.9683054110489472
89,ControlAware,100,4,4,0.00805709423994647,1.0,0.9682659596593652
89,ControlAware,100,4,5,0.007709910993741438,1.0,0.9684889738401928
89,ControlAware,100,4,6,0.007625149689500302,1.0,0.9684424204327464
89,ControlAware,100,4,7,0.007866198914126259,1.0,0.9685960221481402
89,ControlAware,100,4,8,0.007383079642504041,1.0,0.9685835650230568
89,ControlAware,100,4,9,0.007542168196882105,1.0,0.968297584132288
89,ControlAware,100,8,0,0.007880184052937694,1.0,0.9682271814990462
89,ControlAware,100,8,1,0.007610232529783159,1.0,0.9682844661825752
89,ControlAware,100,8,2,0.007381987590412745,1.0,0.9685181134693704
89,ControlAware,100,8,3,0.00775941458615846,1.0,0.9683411974704976
89,ControlAware,100,8,4,0.007598480038419413,1.0,0.968361401965881
89,ControlAware,100,8,5,0.007611981033303507,1.0,0.9683114288731024
89,ControlAware,100,8,6,0.007726020855226788,1.0,0.968330264236366
89,ControlAware,100,8,7,0.007487136120302567,1.0,0.9684544641474871
89,ControlAware,100,8,8,0.00759838235362397,1.0,0.9683273045833256
89,ControlAware,100,8,9,0.007411595214653657,1.0,0.968481359593264
89,ControlAware,100,inf,0,0.007529526814421407,1.0,0.968383092635926
89,Isotropic,10,2,0,0.0270705196021106,1.0,0.9713323507379727
89,Isotropic,10,2,1,0.02380424466446646,1.0,0.9658143953821894
89,Isotropic,10,2,2,0.03415325540633715,1.0,0.9713069413591654
89,Isotropic,10,2,3,0.018628884664785243,1.0,0.9708166173171284
89,Isotropic,10,2,4,0.0124979366491066,1.0,0.9702262738044825
89,Isotropic,10,2,5,0.03497952128418629,1.0,0.9612967672356924
89,Isotropic,10,2,6,0.023248569514052436,1.0,0.9709162894551012
89,Isotropic,10,2,7,0.02619313994645452,1.0,0.9647256402514836
89,Isotropic,10,2,8,0.04381708630615338,1.0,0.9678133396021632
89,Isotropic,10,2,9,0.014411435167089951,1.0,0.9700191489515528
89,Isotropic,10,4,0,0.012229395827595508,1.0,0.9681556234266522
89,Isotropic,10,4,1,0.01042234857545375,1.0,0.9706660345931992
89,Isotropic,10,4,2,0.02092153952011601,1.0,0.9704960446082728
89,Isotropic,10,4,3,0.011889058049534083,1.0,0.9690555726060016
89,Isotropic,10,4,4,0.02067633631971231,1.0,0.9662539071629204
89,Isotropic,10,4,5,0.013382156934540498,1.0,0.965986444807812
89,Isotropic,10,4,6,0.012313836360620802,1.0,0.9678400710306516
89,Isotropic,10,4,7,0.015349223782922599,1.0,0.9665711750923254
89,Isotropic,10,4,8,0.010197265526747951,1.0,0.9678190920159924
89,Isotropic,10,4,9,0.01276772495880322,1.0,0.9678055085505796
89,Isotropic,10,8,0,0.007928947103478998,1.0,0.9693629067568724
89,Isotropic,10,8,1,0.007739181876700511,1.0,0.968298264747597
89,Isotropic,10,8,2,0.013291705065643976,1.0,0.9654146628693046
89,Isotropic,10,8,3,0.00861043606818937,1.0,0.9686536412977682
89,Isotropic,10,8,4,0.009789762807779672,1.0,0.9678481790273918
89,Isotropic,10,8,5,0.008670682992301502,1.0,0.9681276120374132
89,Isotropic,10,8,6,0.008789479277085694,1.0,0.9677718931864692
89,Isotropic,10,8,7,0.012599211716208803,1.0,0.966402302287358
89,Isotropic,10,8,8,0.008149647698847618,1.0,0.9682742661475288
89,Isotropic,10,8,9,0.010835915806986222,1.0,0.9704643734059138
89,Isotropic,10,inf,0,0.007916332109356543,1.0,0.968348465994756
89,Isotropic,30,2,0,0.012773672921138058,1.0,0.968897240162545
89,Isotropic,30,2,1,0.009965028911600029,1.0,0.9680146810845136
89,Isotropic,30,2,2,0.010361069897864785,1.0,0.968334847762255
89,Isotropic,30,2,3,0.009059555514354794,1.0,0.9676985577908008
89,Isotropic,30,2,4,0.012961782596796015,1.0,0.9686405459793054
89,Isotropic,30,2,5,0.00907641767373224,1.0,0.9687455423728571
89,Isotropic,30,2,6,0.013650348801718303,1.0,0.9653859830609228
89,Isotropic,30,2,7,0.01081007732614226,1.0,0.9703463235953104
89,Isotropic,30,2,8,0.010241746769231978,1.0,0.9693921154804062
89,Isotropic,30,2,9,0.014418252439006745,1.0,0.964850507677188
89,Isotropic,30,4,0,0.008186588717675651,1.0,0.9687129972581516
89,Isotropic,30,4,1,0.009601465360024021,1.0,0.9687361901380752
89,Isotropic,30,4,2,0.008414303341674737,1.0,0.9683293687900608
89,Isotropic,30,4,3,0.007780703222145933,1.0,0.9688915755652854
89,Isotropic,30,4,4,0.010474269212344236,1.0,0.967610412691118
89,Isotropic,30,4,5,0.009313883482679367,1.0,0.9676097675146902
89,Isotropic,30,4,6,0.008020705536420716,1.0,0.9680228876436288
89,Isotropic,30,4,7,0.007786983365984212,1.0,0.9692801840778612
89,Isotropic,30,4,8,0.009823680069197633,1.0,0.9672364096854544
89,Isotropic,30,4,9,0.008622711652234077,1.0,0.9694022834142608
89,Isotropic,30,8,0,0.007511380669488824,1.0,0.968352620242776
89,Isotropic,30,8,1,0.007750514658293666,1.0,0.9684937109177444
89,Isotropic,30,8,2,0.00779024453083851,1.0,0.968816159399804
89,Isotropic,30,8,3,0.007722198205974978,1.0,0.9681020398056964
89,Isotropic,30,8,4,0.008073053224750716,1.0,0.9688581628944036
89,Isotropic,30,8,5,0.007837167661605046,1.0,0.9680813966583393
89,Isotropic,30,8,6,0.007465338971221924,1.0,0.9684426220049204
89,Isotropic,30,8,7,0.008448022517145574,1.0,0.9680082300076598
89,Isotropic,30,8,8,0.008336742820443919,1.0,0.9680997388538356
89,Isotropic,30,8,9,0.007731971049932615,1.0,0.9686713109221832
89,Isotropic,30,inf,0,0.007573894676350384,1.0,0.96837640423275
89,Isotropic,100,2,0,0.007776628293573816,1.0,0.9684969157914696
89,Isotropic,100,2,1,0.008515597311820201,1.0,0.9682948398927106
89,Isotropic,100,2,2,0.007540811468695547,1.0,0.968550237910805
89,Isotropic,100,2,3,0.0072635063248770474,1.0,0.9686954024243074
89,Isotropic,100,2,4,0.009191145271361938,1.0,0.9684755326589592
89,Isotropic,100,2,5,0.0073895975055396235,1.0,0.9684628635051996
89,Isotropic,100,2,6,0.009493927689733735,1.0,0.96807511480231
89,Isotropic,100,2,7,0.008920858973537527,1.0,0.9681404118186604
89,Isotropic,100,2,8,0.008649418145464553,1.0,0.9682742938490592
89,Isotropic,100,2,9,0.0072569108580195635,1.0,0.9687230470011025
89,Isotropic,100,4,0,0.007585572513894035,1.0,0.9687203869440753
89,Isotropic,100,4,1,0.007794799919694484,1.0,0.968311625182822
89,Isotropic,100,4,2,0.00833118288469434,1.0,0.9680892648122886
89,Isotropic,100,4,3,0.007663828354005694,1.0,0.9682796895289308
89,Isotropic,100,4,4,0.008201551205670338,1.0,0.9682329092026594
89,Isotropic,100,4,5,0.007779177923471877,1.0,0.96851879898472
89,Isotropic,100,4,6,0.007695676851974245,1.0,0.9684555825278304
89,Isotropic,100,4,7,0.007998057021052836,1.0,0.968649908585554
89,Isotropic,100,4,8,0.007369396755130566,1.0,0.9686463194401508
89,Isotropic,100,4,9,0.007543419311081186,1.0,0.9682689583744154
89,Isotropic,100,8,0,0.007961162900810607,1.0,0.9681894467132168
89,Isotropic,100,8,1,0.007631110452462087,1.0,0.968258820775697
89,Isotropic,100,8,2,0.007338352881703121,1.0,0.968534602014492
89,Isotropic,100,8,3,0.00783701283093985,1.0,0.968316804455862
89,Isotropic,100,8,4,0.007627015186173579,1.0,0.9683594689876306
89,Isotropic,100,8,5,0.007626211533676983,1.0,0.9682918248766156
89,Isotropic,100,8,6,0.007773341571569684,1.0,0.9683203973087304
89,Isotropic,100,8,7,0.007486857467600898,1.0,0.968465918913282
89,Isotropic,100,8,8,0.007609536421820157,1.0,0.9683267317066268
89,Isotropic,100,8,9,0.007389384006371676,1.0,0.9685127250235288
89,Isotropic,100,inf,0,0.007529526814421407,1.0,0.968383092635926
90,ControlAware,10,2,0,0.025333197416101714,1.0,0.9708354683004168
90,ControlAware,10,2,1,0.014955450474492761,1.0,0.9708923181111802
90,ControlAware,10,2,2,0.01696617816874461,1.0,0.9701061741915707
90,ControlAware,10,2,3,0.007365297172228251,1.0,0.969415529875886
90,ControlAware,10,2,4,0.016717867475252533,1.0,0.9726109680519308
90,ControlAware,10,2,5,0.02564071076632706,1.0,0.9656303781269732
90,ControlAware,10,2,6,0.02245354631715141,1.0,0.9701414761629202
90,ControlAware,10,2,7,0.015125863063348037,1.0,0.967584348614818
90,ControlAware,10,2,8,0.024743206063164012,1.0,0.9649548853375008
90,ControlAware,10,2,9,0.02072668005011755,1.0,0.967745592244612
90,ControlAware,10,4,0,0.011823395736396328,1.0,0.9684045397221812
90,ControlAware,10,4,1,0.014900091347122542,1.0,0.9707948638741108
90,ControlAware,10,4,2,0.009233160634821005,1.0,0.9698935208344918
90,ControlAware,10,4,3,0.015717607554808017,1.0,0.9704880644921008
90,ControlAware,10,4,4,0.022644268329448262,1.0,0.9699105390890604
90,ControlAware,10,4,5,0.011870150999593019,1.0,0.9691137580789244
90,ControlAware,10,4,6,0.008668680646053778,1.0,0.967989305668286
90,ControlAware,10,4,7,0.013200519228998665,1.0,0.9712218892183304
90,ControlAware,10,4,8,0.0127925398713741,1.0,0.9695769367627688
90,ControlAware,10,4,9,0.013971789772418529,1.0,0.9641193822916672
90,ControlAware,10,8,0,0.010324490240247326,1.0,0.9671575911334896
90,ControlAware,10,8,1,0.00822009469830016,1.0,0.9687713894377368
90,ControlAware,10,8,2,0.011865561409946464,1.0,0.9676324929742496
90,ControlAware,10,8,3,0.007205361619849479,1.0,0.9689007503697812
90,ControlAware,10,8,4,0.008447463375260844,1.0,0.9687562622447364
90,ControlAware,10,8,5,0.008746397657110867,1.0,0.9687457892288632
90,ControlAware,10,8,6,0.010995675254672054,1.0,0.9687597654549636
90,ControlAware,10,8,7,0.0094347059888125,1.0,0.9694270109508052
90,ControlAware,10,8,8,0.008619268195267283,1.0,0.9696187824254776
90,ControlAware,10,8,9,0.009139597247161525,1.0,0.9679089526196102
90,ControlAware,10,inf,0,0.0075057646847520145,1.0,0.9688893267928052
