design,client_id,family,method,max_small_signal_spectral_radius,small_signal_stable,seed,test_seed
held_out,nominal_00,nominal,M1,0.9562147174983373,True,20,120
held_out,nominal_00,nominal,M2,0.9583718618790178,True,20,120
held_out,nominal_00,nominal,M3,0.9596438874782329,True,20,120
held_out,nominal_00,nominal,M4,0.9605609342187843,True,20,120
held_out,nominal_00,nominal,M5,0.9605609342187843,True,20,120
held_out,nominal_00,nominal,LTI_all,0.9563717726409819,True,20,120
held_out,nominal_00,nominal,LTI_near,0.9579772467624612,True,20,120
held_out,nominal_00,nominal,physics_M4,0.9605496982643931,True,20,120
held_out,nominal_01,nominal,M1,0.9542948653825293,True,20,120
held_out,nominal_01,nominal,M2,0.9576018287030593,True,20,120
held_out,nominal_01,nominal,M3,0.9586985494658419,True,20,120
held_out,nominal_01,nominal,M4,0.9599778358615921,True,20,120
held_out,nominal_01,nominal,M5,0.9599778358615921,True,20,120
held_out,nominal_01,nominal,LTI_all,0.954032570218405,True,20,120
held_out,nominal_01,nominal,LTI_near,0.9567780586708038,True,20,120
held_out,nominal_01,nominal,physics_M4,0.9599836731705906,True,20,120
held_out,nominal_02,nominal,M1,0.9574288898837041,True,20,120
held_out,nominal_02,nominal,M2,0.9593861551501421,True,20,120
held_out,nominal_02,nominal,M3,0.9605531945705771,True,20,120
held_out,nominal_02,nominal,M4,0.9614491906800662,True,20,120
held_out,nominal_02,nominal,M5,0.9614491906800662,True,20,120
held_out,nominal_02,nominal,LTI_all,0.9575847874192435,True,20,120
held_out,nominal_02,nominal,LTI_near,0.9590122926215318,True,20,120
held_out,nominal_02,nominal,physics_M4,0.9614438380274324,True,20,120
held_out,nominal_03,nominal,M1,0.9534569508063817,True,20,120
held_out,nominal_03,nominal,M2,0.9571028173052901,True,20,120
held_out,nominal_03,nominal,M3,0.9582343757482135,True,20,120
held_out,nominal_03,nominal,M4,0.9595553000178683,True,20,120
held_out,nominal_03,nominal,M5,0.9595553000178683,True,20,120
held_out,nominal_03,nominal,LTI_all,0.952992464568611,True,20,120
held_out,nominal_03,nominal,LTI_near,0.9562139506201494,True,20,120
held_out,nominal_03,nominal,physics_M4,0.9595597524211746,True,20,120
held_out,nominal_04,nominal,M1,0.9558805570716973,True,20,120
held_out,nominal_04,nominal,M2,0.957716709094466,True,20,120
held_out,nominal_04,nominal,M3,0.9592087347426986,True,20,120
held_out,nominal_04,nominal,M4,0.9599402927979432,True,20,120
held_out,nominal_04,nominal,M5,0.9599402927979432,True,20,120
held_out,nominal_04,nominal,LTI_all,0.9561593212424834,True,20,120
held_out,nominal_04,nominal,LTI_near,0.9575326065105603,True,20,120
held_out,nominal_04,nominal,physics_M4,0.9599113254669269,True,20,120
held_out,nominal_05,nominal,M1,0.9537371465135032,True,20,120
