seed,epsilon,draw,tracking,feasible,rho,steering_rms,peak_rate
74,2,8,1.5679887869892077,1.0,0.9848264025140884,0.9445681173030438,6.001322778119619
74,2,9,1.1243402503232551,1.0,0.9913434498828552,0.874796871865304,1.683922794305756
74,4,0,0.19652809873929383,1.0,0.9711746493100154,0.8265640282630186,1.1968568791014973
74,4,1,0.34852111887897536,1.0,0.9804348348809756,0.8255491543521115,1.1634586506392146
74,4,2,0.1472252800057718,1.0,0.9753743833895344,0.8224045516307209,1.1704430451395385
74,4,3,0.057258459162316054,1.0,0.9734817108342014,0.8172589362791476,1.149465729980666
74,4,4,0.13057431601530672,1.0,0.976754793529982,0.8219490783656158,1.1584844969644286
74,4,5,0.14473121151659035,1.0,0.9725805904496528,0.821432773317534,1.1473034222023355
74,4,6,0.18626318436213793,1.0,0.9826753608324534,0.8188315327333036,1.1570828083601907
74,4,7,0.12782683201499995,1.0,0.9750829787997644,0.8187113682041633,1.1505570741202196
74,4,8,0.12874540606594864,1.0,0.9737118329007564,0.821881810288895,1.166088788114332
74,4,9,0.34186470083014325,1.0,0.9803347940204792,0.8290016920174621,1.16443017021965
74,8,0,0.10739863437675089,1.0,0.9735535881288104,0.8194953243617538,1.146762774053433
74,8,1,0.022695400030620667,1.0,0.967824077877141,0.8195368433069329,1.1503025245695897
74,8,2,0.053581382710192055,1.0,0.9766477501162494,0.8170733018631995,1.1498036144963115
74,8,3,0.05108843137273471,1.0,0.9712502088622712,0.8201284315963635,1.1588159955573356
74,8,4,0.043900849052837324,1.0,0.9722917270494928,0.8187366348305016,1.1477502370032793
74,8,5,0.03735518941967549,1.0,0.9758001467611308,0.8184072604303392,1.1558423328868372
74,8,6,0.07138487022094353,1.0,0.9735909166624944,0.8171002797318285,1.1468208585783932
74,8,7,0.08083051267183482,1.0,0.9584498357236044,0.8220271393845623,1.15601740077138
74,8,8,0.051889929178598415,1.0,0.9643845312217828,0.8204001299445194,1.1515052711493268
74,8,9,0.025410660730012226,1.0,0.9738179880724486,0.8180912930438158,1.152220127493353
74,inf,0,0.007347101409792875,1.0,0.9688814619081072,0.819271648884263,1.1535306548866442
75,0.5,0,0.4044140006393259,1.0,0.9867441629814104,0.8241383113451983,1.1485933684010543
75,0.5,1,0.9816535994640565,0.0,5.046680086347672,5.992240396348399,4157.170051054134
75,0.5,2,2.080909141229053,1.0,1.3651916904193553,0.9984657408791867,3.638167400458685
