seed,severity,scenario,method,tracking,effort,peak_rate,feasible,switches,rho
12,moderate,all,LTI_5,0.03434371717518714,0.8074419371542649,39.42154715604453,1.0,4.333333333333333,0.9648324240803713
12,moderate,all,LTI_8,0.029711053937871386,0.8070956990366657,39.178611929953114,1.0,6.666666666666667,0.9648080957949414
12,moderate,all,LTI_10,0.028770213973968704,0.8071140443467827,14.188254841359726,1.0,8.0,0.9648412361734781
12,moderate,previous_s_curve,M4,0.035038710851413656,0.9966338987477588,2.282575645013158,1.0,0.0,0.9649686690093948
12,moderate,previous_s_curve,LTI_1,0.04397010775102007,0.9946841727796403,2.261512087697121,1.0,0.0,0.964256274188029
12,moderate,previous_s_curve,LTI_2,0.046502195422902466,0.9962544550976531,33.92363364621374,1.0,2.0,0.9641610623577564
12,moderate,previous_s_curve,LTI_3,0.04515079030243238,0.9971404088335033,30.32740212967367,1.0,4.0,0.9645930328416291
12,moderate,previous_s_curve,LTI_5,0.051163382984881385,0.9977050589107407,39.42154715604453,1.0,7.0,0.9648324240803713
12,moderate,previous_s_curve,LTI_8,0.03698042237876905,0.9962964141520819,39.178611929953114,1.0,10.0,0.9648080957949414
12,moderate,previous_s_curve,LTI_10,0.03674623162253609,0.9967172689503624,14.188254841359726,1.0,12.0,0.9648412361734781
12,moderate,shifted_double_lane,M4,0.02656643748162824,0.7783157439441061,1.9384556214890816,1.0,0.0,0.9649686690093948
12,moderate,shifted_double_lane,LTI_1,0.02967758102174896,0.7787574853112732,1.9389057942923844,1.0,0.0,0.964256274188029
12,moderate,shifted_double_lane,LTI_2,0.0316887345116502,0.7786826302203935,15.084706197045271,1.0,2.0,0.9641610623577564
12,moderate,shifted_double_lane,LTI_3,0.028814897228745886,0.7780165956722234,28.44659176503514,1.0,3.0,0.9645930328416291
12,moderate,shifted_double_lane,LTI_5,0.029540020909554203,0.7782716006754659,20.692350797320213,1.0,6.0,0.9648324240803713
12,moderate,shifted_double_lane,LTI_8,0.028711832108014868,0.7783562663764029,9.495480546336776,1.0,10.0,0.9648080957949414
12,moderate,shifted_double_lane,LTI_10,0.027337086476388446,0.7783215163631388,7.353753469565763,1.0,12.0,0.9648412361734781
12,moderate,constant_22,M4,0.022617745330541734,0.646456988268186,1.968908611369555,1.0,0.0,0.9649686690093948
12,moderate,constant_22,LTI_1,0.022066859713239923,0.6459953072198105,1.967347125432661,1.0,0.0,0.964256274188029
12,moderate,constant_22,LTI_2,0.022028015657328356,0.6460757723438735,1.9676228802157572,1.0,0.0,0.9641610623577564
12,moderate,constant_22,LTI_3,0.026077122690636233,0.6469985055376088,1.9707177417370407,1.0,0.0,0.9645930328416291
12,moderate,constant_22,LTI_5,0.02232774763112583,0.6463491518765883,1.9685517883968064,1.0,0.0,0.9648324240803713
12,moderate,constant_22,LTI_8,0.02344090732683025,0.6466344165815125,1.9695097174294924,1.0,0.0,0.9648080957949414
