group,cf_over_m,cr_over_m,m_over_iz,scaled_jacobian_condition,cost,multistart_relative_difference,seed
global,50.37086405090446,52.89112175263471,0.36164709703219405,1.2833852077155035,31.657476486179345,2.400214359068826e-07,18
nominal,52.584245418713664,52.705033721699024,0.5396410825606845,1.6932475833566971,1.8501848205495353,9.205290694348759e-10,18
heavy,48.68301625355865,46.34323453872023,0.5420943142620763,1.7116900763272715,1.2341285023008952,2.2998884936357633e-09,18
handling,50.71800510653306,61.85999700701189,0.5526384647645547,1.7153660854845563,2.445542183297545,5.71347981772944e-10,18
