design,client_id,family,method,max_small_signal_spectral_radius,small_signal_stable,seed,test_seed
held_out,nominal_00,nominal,M1,0.9550139950657901,True,13,113
held_out,nominal_00,nominal,M2,0.9572747879441089,True,13,113
held_out,nominal_00,nominal,M3,0.9587716563155687,True,13,113
held_out,nominal_00,nominal,M4,0.9596346929888175,True,13,113
held_out,nominal_00,nominal,M5,0.9596346929888175,True,13,113
held_out,nominal_00,nominal,LTI_all,0.9533165671289223,True,13,113
held_out,nominal_00,nominal,LTI_near,0.9520985961245491,True,13,113
held_out,nominal_00,nominal,physics_M4,0.9596699709374171,True,13,113
held_out,nominal_01,nominal,M1,0.9542761882699057,True,13,113
held_out,nominal_01,nominal,M2,0.9579026271472973,True,13,113
held_out,nominal_01,nominal,M3,0.9589350506336544,True,13,113
held_out,nominal_01,nominal,M4,0.9603092272233522,True,13,113
held_out,nominal_01,nominal,M5,0.9603092272233522,True,13,113
held_out,nominal_01,nominal,LTI_all,0.9538197690114256,True,13,113
held_out,nominal_01,nominal,LTI_near,0.9526027372689196,True,13,113
held_out,nominal_01,nominal,physics_M4,0.9603946465533019,True,13,113
held_out,nominal_02,nominal,M1,0.953205566282597,True,13,113
held_out,nominal_02,nominal,M2,0.9563564565990782,True,13,113
held_out,nominal_02,nominal,M3,0.9578162821718836,True,13,113
held_out,nominal_02,nominal,M4,0.9589057639490357,True,13,113
held_out,nominal_02,nominal,M5,0.9589057639490357,True,13,113
held_out,nominal_02,nominal,LTI_all,0.9530524807810435,True,13,113
held_out,nominal_02,nominal,LTI_near,0.9518195792153759,True,13,113
held_out,nominal_02,nominal,physics_M4,0.9589557395830371,True,13,113
held_out,nominal_03,nominal,M1,0.9548921197632,True,13,113
held_out,nominal_03,nominal,M2,0.9572041406767821,True,13,113
held_out,nominal_03,nominal,M3,0.9587022923290573,True,13,113
held_out,nominal_03,nominal,M4,0.9595772553750743,True,13,113
held_out,nominal_03,nominal,M5,0.9595772553750743,True,13,113
held_out,nominal_03,nominal,LTI_all,0.9533691825274017,True,13,113
held_out,nominal_03,nominal,LTI_near,0.9521530298450737,True,13,113
held_out,nominal_03,nominal,physics_M4,0.9596131356904539,True,13,113
held_out,nominal_04,nominal,M1,0.9562473896945094,True,13,113
held_out,nominal_04,nominal,M2,0.9581135989970692,True,13,113
held_out,nominal_04,nominal,M3,0.9595766459058879,True,13,113
held_out,nominal_04,nominal,M4,0.9603335472959702,True,13,113
held_out,nominal_04,nominal,M5,0.9603335472959702,True,13,113
held_out,nominal_04,nominal,LTI_all,0.9533647884204641,True,13,113
held_out,nominal_04,nominal,LTI_near,0.9521547644347269,True,13,113
held_out,nominal_04,nominal,physics_M4,0.9603642647822466,True,13,113
held_out,nominal_05,nominal,M1,0.9522965414593049,True,13,113
