seed,test_seed,scenario,severity,method,client,family,switches,tracking,peak_steering,peak_acceleration,peak_steering_rate,beta_rms,steering_rms,feasible
16,116,previous_s_curve,near_linear,M4,nominal_00,nominal,0,0.015583278947481684,1.0594189760981212,1.5846292510967905,0.953969071233853,0.14661407573433013,0.4656714342781851,1.0
16,116,previous_s_curve,near_linear,M4,nominal_01,nominal,0,0.01598250459749349,1.0922308021317082,1.5767783555808952,0.9814267117872147,0.16389671224817517,0.4831061665880459,1.0
16,116,previous_s_curve,near_linear,M4,nominal_02,nominal,0,0.016709748217365632,1.065544369211631,1.5735124103626217,0.9592984780869981,0.1730156026311842,0.4685840094169208,1.0
16,116,previous_s_curve,near_linear,M4,nominal_03,nominal,0,0.016739998334618124,1.1054050530870663,1.569290025729573,0.9926001778829954,0.18015990901791468,0.4898952047454392,1.0
16,116,previous_s_curve,near_linear,M4,nominal_04,nominal,0,0.01766126099336001,1.04340311857599,1.5694955209807198,0.9407053332824168,0.185465314376431,0.4566141625130218,1.0
16,116,previous_s_curve,near_linear,M4,nominal_05,nominal,0,0.016066162008319833,1.1209737086985347,1.5782046575004658,1.005356557274745,0.15915387143633242,0.4987142284230724,1.0
16,116,previous_s_curve,near_linear,M4,nominal_06,nominal,0,0.015278993732713448,1.1027380304992853,1.5839628945846616,0.9899160887304186,0.1475611647117697,0.4891205094255289,1.0
16,116,previous_s_curve,near_linear,M4,nominal_07,nominal,0,0.015934744690433388,1.0437660951768282,1.5810639631812247,0.9404577948274746,0.15876519247457344,0.45724111199781287,1.0
16,116,previous_s_curve,near_linear,M4,nominal_08,nominal,0,0.01582491563850861,1.0554927539426988,1.5793848986123966,0.9503005133937086,0.16201628089371556,0.4634969784820697,1.0
16,116,previous_s_curve,near_linear,M4,nominal_09,nominal,0,0.016434366333646682,1.0783188454310095,1.5720511662395085,0.969735675812371,0.17681913016308848,0.4754668869915961,1.0
16,116,previous_s_curve,near_linear,M4,heavy_00,heavy,0,0.017086973082316385,1.0853466062049693,1.5465210704063321,0.9760105855509357,0.21923251007350403,0.4783295570967533,1.0
16,116,previous_s_curve,near_linear,M4,heavy_01,heavy,0,0.017602223123982103,1.044898672800135,1.5480068176283468,0.9437910933926213,0.21471298721357354,0.4564538717827303,1.0
16,116,previous_s_curve,near_linear,M4,heavy_02,heavy,0,0.017218859542261097,1.1085166495757133,1.5520681046345957,0.9949566161242968,0.20566551231912952,0.49104227257215116,1.0
16,116,previous_s_curve,near_linear,M4,heavy_03,heavy,0,0.017200311624394827,1.0985951531765894,1.5486843741816667,0.9868956556597897,0.21348082913901678,0.4855356379187004,1.0
16,116,previous_s_curve,near_linear,M4,heavy_04,heavy,0,0.017318290640227503,1.1111406550263725,1.549186196754277,0.9969952690479619,0.21249328192809291,0.49237188217246397,1.0
16,116,previous_s_curve,near_linear,M4,heavy_05,heavy,0,0.018041026291180116,1.0365073214328315,1.54269362114861,0.9369279449266412,0.2281240861623812,0.45181729731664066,1.0
16,116,previous_s_curve,near_linear,M4,heavy_06,heavy,0,0.017643840318388556,1.0827879911852363,1.542945395937799,0.9744916954745348,0.22543205175044612,0.4767024667924991,1.0
16,116,previous_s_curve,near_linear,M4,heavy_07,heavy,0,0.01797806025168038,1.0371653341424036,1.5381919703146758,0.9369098682877225,0.24078612533600002,0.4521614986698962,1.0
16,116,previous_s_curve,near_linear,M4,heavy_08,heavy,0,0.017824946547725776,1.127463288162085,1.5502229056296029,1.0104343317488764,0.2091333661742773,0.5012207469389032,1.0
16,116,previous_s_curve,near_linear,M4,heavy_09,heavy,0,0.016989550601916814,1.047369491491598,1.5477696253079687,0.9449367963812827,0.21860510967151522,0.4579734799918918,1.0
16,116,previous_s_curve,near_linear,M4,handling_00,handling,0,0.016728023036385407,1.247981388452514,1.5944886087830368,1.113937232515392,0.13305921799561166,0.5678466159374362,1.0
16,116,previous_s_curve,near_linear,M4,handling_01,handling,0,0.015487329075718896,1.2172716727437454,1.6024122715196987,1.0879205998104575,0.11672705005999509,0.5515865332314688,1.0
16,116,previous_s_curve,near_linear,M4,handling_02,handling,0,0.01622974043261151,1.2172384019352134,1.5996047265194728,1.0882541154978647,0.1215546258119192,0.5513034229309027,1.0
16,116,previous_s_curve,near_linear,M4,handling_03,handling,0,0.015346580998729766,1.2098962101867201,1.5995498612415413,1.081351677339183,0.1258386271941982,0.5475265744700424,1.0
16,116,previous_s_curve,near_linear,M4,handling_04,handling,0,0.01515051594087869,1.2053862164840203,1.6061163813853003,1.0779413673578813,0.10831879266458554,0.5452754748136718,1.0
16,116,previous_s_curve,near_linear,M4,handling_05,handling,0,0.01630649583871503,1.2500863947055636,1.603027594991117,1.1164587176536864,0.11299815336555605,0.5694558753447504,1.0
16,116,previous_s_curve,near_linear,M4,handling_06,handling,0,0.016679059167524726,1.251662177089095,1.601997083918458,1.1180619449391893,0.11419807379597767,0.5701984452479483,1.0
16,116,previous_s_curve,near_linear,M4,handling_07,handling,0,0.016073383888581972,1.2357828280512626,1.5989988419457324,1.1035969937099734,0.12361005634062115,0.561475525827626,1.0
16,116,previous_s_curve,near_linear,M4,handling_08,handling,0,0.015866133334559576,1.204412080741464,1.6006839260121972,1.0772503174141208,0.12058608476080517,0.5444379908129392,1.0
16,116,previous_s_curve,near_linear,M4,handling_09,handling,0,0.017275441984746842,1.2639392728443597,1.602999787520383,1.134155485518532,0.11072976436342342,0.5769078709549991,1.0
16,116,previous_s_curve,near_linear,LTI_1,nominal_00,nominal,0,0.02008713959975391,1.0555124708140988,1.579689481161455,0.9488415998529471,0.14644162434158337,0.46482496463175177,1.0
16,116,previous_s_curve,near_linear,LTI_1,nominal_01,nominal,0,0.021798898416351794,1.0880532549041038,1.5717336619417295,0.9759184682066102,0.1636894447192765,0.4821943040116708,1.0
16,116,previous_s_curve,near_linear,LTI_1,nominal_02,nominal,0,0.020230513847650934,1.0614140953821445,1.5684195077565704,0.9538628408134842,0.1727896305609981,0.4676822445177027,1.0
16,116,previous_s_curve,near_linear,LTI_1,nominal_03,nominal,0,0.02250226937046804,1.101032239489566,1.5641587036072595,0.9868263448209403,0.1799178077943326,0.4889364662259275,1.0
16,116,previous_s_curve,near_linear,LTI_1,nominal_04,nominal,0,0.018995651807751243,1.0393054680471563,1.5643326502142256,0.9352376766357825,0.1852133999906442,0.45571494702566334,1.0
16,116,previous_s_curve,near_linear,LTI_1,nominal_05,nominal,0,0.02375087880288118,1.116708894619,1.5731874434553297,0.9997921976326813,0.15895598443617848,0.49778215500784334,1.0
16,116,previous_s_curve,near_linear,LTI_1,nominal_06,nominal,0,0.022607839197497447,1.0986419035889805,1.579009911119735,0.9845934697905172,0.1473867628979734,0.48823120077522314,1.0
16,116,previous_s_curve,near_linear,LTI_1,nominal_07,nominal,0,0.01889834278766549,1.0398674880474252,1.5760474224408834,0.935319233913666,0.15856956049915438,0.4563921812306563,1.0
16,116,previous_s_curve,near_linear,LTI_1,nominal_08,nominal,0,0.01947384238395678,1.0515177079722087,1.5743496349810722,0.9450559837475394,0.1618139114573211,0.46263000378215163,1.0
16,116,previous_s_curve,near_linear,LTI_1,nominal_09,nominal,0,0.020762775252442172,1.0741138000710087,1.5669341600649762,0.9641838375872579,0.17658515944895903,0.47454605386277304,1.0
16,116,previous_s_curve,near_linear,LTI_1,heavy_00,heavy,0,0.021887840346788593,1.0814055222338588,1.5423972740192684,0.9705412557649634,0.2189558337802476,0.4774506672725808,1.0
