design,client_id,family,method,max_small_signal_spectral_radius,small_signal_stable,seed,test_seed
held_out,nominal_00,nominal,M1,0.9554596113608341,True,17,117
held_out,nominal_00,nominal,M2,0.9582652569256374,True,17,117
held_out,nominal_00,nominal,M3,0.9591662269724279,True,17,117
held_out,nominal_00,nominal,M4,0.9605238498091218,True,17,117
held_out,nominal_00,nominal,M5,0.9605238498091218,True,17,117
held_out,nominal_00,nominal,LTI_all,0.9591367482662031,True,17,117
held_out,nominal_00,nominal,LTI_near,0.9599100740488045,True,17,117
held_out,nominal_00,nominal,physics_M4,0.9605107276313898,True,17,117
held_out,nominal_01,nominal,M1,0.9539993742474864,True,17,117
held_out,nominal_01,nominal,M2,0.9572588686234611,True,17,117
held_out,nominal_01,nominal,M3,0.9582125054339832,True,17,117
held_out,nominal_01,nominal,M4,0.9596655984537327,True,17,117
held_out,nominal_01,nominal,M5,0.9596655984537327,True,17,117
held_out,nominal_01,nominal,LTI_all,0.9581899463419733,True,17,117
held_out,nominal_01,nominal,LTI_near,0.9590216590036992,True,17,117
held_out,nominal_01,nominal,physics_M4,0.9596500769356853,True,17,117
held_out,nominal_02,nominal,M1,0.9517412584147784,True,17,117
held_out,nominal_02,nominal,M2,0.9562668012357758,True,17,117
held_out,nominal_02,nominal,M3,0.9571691393104884,True,17,117
held_out,nominal_02,nominal,M4,0.9588658448788414,True,17,117
held_out,nominal_02,nominal,M5,0.9588658448788414,True,17,117
held_out,nominal_02,nominal,LTI_all,0.9572215281441347,True,17,117
held_out,nominal_02,nominal,LTI_near,0.9581739595537544,True,17,117
held_out,nominal_02,nominal,physics_M4,0.9588529512917315,True,17,117
held_out,nominal_03,nominal,M1,0.9512929903406088,True,17,117
held_out,nominal_03,nominal,M2,0.9549581547904744,True,17,117
held_out,nominal_03,nominal,M3,0.9562787483896577,True,17,117
held_out,nominal_03,nominal,M4,0.9576630946970764,True,17,117
held_out,nominal_03,nominal,M5,0.9576630946970764,True,17,117
held_out,nominal_03,nominal,LTI_all,0.9561330055179064,True,17,117
held_out,nominal_03,nominal,LTI_near,0.9569854510894499,True,17,117
held_out,nominal_03,nominal,physics_M4,0.9576288891617178,True,17,117
held_out,nominal_04,nominal,M1,0.9557298764210215,True,17,117
held_out,nominal_04,nominal,M2,0.958612696820931,True,17,117
held_out,nominal_04,nominal,M3,0.9594327545321478,True,17,117
held_out,nominal_04,nominal,M4,0.9608455149020507,True,17,117
held_out,nominal_04,nominal,M5,0.9608455149020507,True,17,117
held_out,nominal_04,nominal,LTI_all,0.959442346708722,True,17,117
held_out,nominal_04,nominal,LTI_near,0.9602329160178126,True,17,117
held_out,nominal_04,nominal,physics_M4,0.9608364509377697,True,17,117
held_out,nominal_05,nominal,M1,0.9548274443196828,True,17,117
held_out,nominal_05,nominal,M2,0.9574540594879445,True,17,117
held_out,nominal_05,nominal,M3,0.9585445813360349,True,17,117
held_out,nominal_05,nominal,M4,0.9597783556072809,True,17,117
held_out,nominal_05,nominal,M5,0.9597783556072809,True,17,117
held_out,nominal_05,nominal,LTI_all,0.9584277047619717,True,17,117
held_out,nominal_05,nominal,LTI_near,0.9591633746685208,True,17,117
held_out,nominal_05,nominal,physics_M4,0.9597554100649744,True,17,117
held_out,nominal_06,nominal,M1,0.9555613036047251,True,17,117
held_out,nominal_06,nominal,M2,0.9574450349001943,True,17,117
held_out,nominal_06,nominal,M3,0.958765683797964,True,17,117
held_out,nominal_06,nominal,M4,0.9596812966446036,True,17,117
held_out,nominal_06,nominal,M5,0.9596812966446036,True,17,117
held_out,nominal_06,nominal,LTI_all,0.9585066473956402,True,17,117
held_out,nominal_06,nominal,LTI_near,0.959105144214554,True,17,117
held_out,nominal_06,nominal,physics_M4,0.9596447766203998,True,17,117
held_out,nominal_07,nominal,M1,0.9544373374925008,True,17,117
held_out,nominal_07,nominal,M2,0.9576645772579219,True,17,117
held_out,nominal_07,nominal,M3,0.9585438832004898,True,17,117
held_out,nominal_07,nominal,M4,0.9600291174710646,True,17,117
held_out,nominal_07,nominal,M5,0.9600291174710646,True,17,117
held_out,nominal_07,nominal,LTI_all,0.958552004890834,True,17,117
held_out,nominal_07,nominal,LTI_near,0.9593893255034698,True,17,117
held_out,nominal_07,nominal,physics_M4,0.9600174052361892,True,17,117
held_out,nominal_08,nominal,M1,0.9562418227795488,True,17,117
held_out,nominal_08,nominal,M2,0.957988897401728,True,17,117
held_out,nominal_08,nominal,M3,0.9592762699721269,True,17,117
held_out,nominal_08,nominal,M4,0.9601467431175807,True,17,117
held_out,nominal_08,nominal,M5,0.9601467431175807,True,17,117
held_out,nominal_08,nominal,LTI_all,0.9590146539548606,True,17,117
held_out,nominal_08,nominal,LTI_near,0.9595836558602305,True,17,117
held_out,nominal_08,nominal,physics_M4,0.9601117294288817,True,17,117
held_out,nominal_09,nominal,M1,0.9562327876397257,True,17,117
held_out,nominal_09,nominal,M2,0.9582474640968897,True,17,117
held_out,nominal_09,nominal,M3,0.9593956487562412,True,17,117
held_out,nominal_09,nominal,M4,0.9604169775725432,True,17,117
held_out,nominal_09,nominal,M5,0.9604169775725432,True,17,117
held_out,nominal_09,nominal,LTI_all,0.9592097613478834,True,17,117
held_out,nominal_09,nominal,LTI_near,0.9598395437844811,True,17,117
held_out,nominal_09,nominal,physics_M4,0.960390257615619,True,17,117
held_out,heavy_00,heavy,M1,0.9596160757148469,True,17,117
held_out,heavy_00,heavy,M2,0.9623909880954195,True,17,117
held_out,heavy_00,heavy,M3,0.9621910210150529,True,17,117
held_out,heavy_00,heavy,M4,0.9641383570068867,True,17,117
held_out,heavy_00,heavy,M5,0.9641383570068867,True,17,117
held_out,heavy_00,heavy,LTI_all,0.9558735056761626,True,17,117
held_out,heavy_00,heavy,LTI_near,0.9541433726778985,True,17,117
held_out,heavy_00,heavy,physics_M4,0.9641150415073925,True,17,117
held_out,heavy_01,heavy,M1,0.9613992357527207,True,17,117
held_out,heavy_01,heavy,M2,0.9642108996802866,True,17,117
held_out,heavy_01,heavy,M3,0.9638290229234578,True,17,117
held_out,heavy_01,heavy,M4,0.9658353087494088,True,17,117
held_out,heavy_01,heavy,M5,0.9658353087494088,True,17,117
held_out,heavy_01,heavy,LTI_all,0.9579317293671529,True,17,117
held_out,heavy_01,heavy,LTI_near,0.9562684965012063,True,17,117
held_out,heavy_01,heavy,physics_M4,0.9658242763153277,True,17,117
held_out,heavy_02,heavy,M1,0.9602751739725971,True,17,117
held_out,heavy_02,heavy,M2,0.9632893691382329,True,17,117
held_out,heavy_02,heavy,M3,0.9629000042965309,True,17,117
held_out,heavy_02,heavy,M4,0.9649993454590144,True,17,117
held_out,heavy_02,heavy,M5,0.9649993454590144,True,17,117
held_out,heavy_02,heavy,LTI_all,0.9575106369661768,True,17,117
held_out,heavy_02,heavy,LTI_near,0.955875285166438,True,17,117
held_out,heavy_02,heavy,physics_M4,0.9649855723711568,True,17,117
held_out,heavy_03,heavy,M1,0.9610448903864061,True,17,117
held_out,heavy_03,heavy,M2,0.9635644196861806,True,17,117
held_out,heavy_03,heavy,M3,0.9633745243056552,True,17,117
held_out,heavy_03,heavy,M4,0.9651909311305709,True,17,117
held_out,heavy_03,heavy,M5,0.9651909311305709,True,17,117
held_out,heavy_03,heavy,LTI_all,0.9565444819895365,True,17,117
held_out,heavy_03,heavy,LTI_near,0.9548666443576745,True,17,117
held_out,heavy_03,heavy,physics_M4,0.9651714431258119,True,17,117
held_out,heavy_04,heavy,M1,0.9596509473811762,True,17,117
held_out,heavy_04,heavy,M2,0.962517433805752,True,17,117
held_out,heavy_04,heavy,M3,0.9622653793251594,True,17,117
held_out,heavy_04,heavy,M4,0.9642656382743956,True,17,117
held_out,heavy_04,heavy,M5,0.9642656382743956,True,17,117
held_out,heavy_04,heavy,LTI_all,0.9563143019539091,True,17,117
held_out,heavy_04,heavy,LTI_near,0.9546268736414172,True,17,117
held_out,heavy_04,heavy,physics_M4,0.9642445866049596,True,17,117
held_out,heavy_05,heavy,M1,0.9606462702116351,True,17,117
held_out,heavy_05,heavy,M2,0.9635979462233323,True,17,117
held_out,heavy_05,heavy,M3,0.9632074555197057,True,17,117
held_out,heavy_05,heavy,M4,0.9652798904579679,True,17,117
held_out,heavy_05,heavy,M5,0.9652798904579679,True,17,117
held_out,heavy_05,heavy,LTI_all,0.9576651709692245,True,17,117
held_out,heavy_05,heavy,LTI_near,0.9560194563227699,True,17,117
held_out,heavy_05,heavy,physics_M4,0.9652671886473986,True,17,117
held_out,heavy_06,heavy,M1,0.9605890951777549,True,17,117
held_out,heavy_06,heavy,M2,0.9636464671329853,True,17,117
held_out,heavy_06,heavy,M3,0.9632051694731218,True,17,117
held_out,heavy_06,heavy,M4,0.9653389983718511,True,17,117
held_out,heavy_06,heavy,M5,0.9653389983718511,True,17,117
held_out,heavy_06,heavy,LTI_all,0.9579198452543479,True,17,117
held_out,heavy_06,heavy,LTI_near,0.9562728425184744,True,17,117
held_out,heavy_06,heavy,physics_M4,0.9653280516691221,True,17,117
held_out,heavy_07,heavy,M1,0.9609184064499577,True,17,117
held_out,heavy_07,heavy,M2,0.963510226996022,True,17,117
held_out,heavy_07,heavy,M3,0.9632904439562592,True,17,117
