design,client_id,family,method,max_small_signal_spectral_radius,small_signal_stable,seed,test_seed
held_out,nominal_00,nominal,M1,0.9517424531362896,True,16,116
held_out,nominal_00,nominal,M2,0.9545603711543588,True,16,116
held_out,nominal_00,nominal,M3,0.956541391032043,True,16,116
held_out,nominal_00,nominal,M4,0.9573435743337815,True,16,116
held_out,nominal_00,nominal,M5,0.9573435743337815,True,16,116
held_out,nominal_00,nominal,LTI_all,0.9557765934276824,True,16,116
held_out,nominal_00,nominal,LTI_near,0.956603119249496,True,16,116
held_out,nominal_00,nominal,physics_M4,0.9573465833645323,True,16,116
held_out,nominal_01,nominal,M1,0.9558047224792194,True,16,116
held_out,nominal_01,nominal,M2,0.9575578947692475,True,16,116
held_out,nominal_01,nominal,M3,0.9591831050433836,True,16,116
held_out,nominal_01,nominal,M4,0.959853646354344,True,16,116
held_out,nominal_01,nominal,M5,0.959853646354344,True,16,116
held_out,nominal_01,nominal,LTI_all,0.9585511582464216,True,16,116
held_out,nominal_01,nominal,LTI_near,0.9592091194883067,True,16,116
held_out,nominal_01,nominal,physics_M4,0.9598614814250942,True,16,116
held_out,nominal_02,nominal,M1,0.9555756382668578,True,16,116
held_out,nominal_02,nominal,M2,0.9577353057755458,True,16,116
held_out,nominal_02,nominal,M3,0.9592163849942682,True,16,116
held_out,nominal_02,nominal,M4,0.9600655790807076,True,16,116
held_out,nominal_02,nominal,M5,0.9600655790807076,True,16,116
held_out,nominal_02,nominal,LTI_all,0.9586562845217725,True,16,116
held_out,nominal_02,nominal,LTI_near,0.9593945903218485,True,16,116
held_out,nominal_02,nominal,physics_M4,0.9600854736331763,True,16,116
held_out,nominal_03,nominal,M1,0.9580005246718208,True,16,116
held_out,nominal_03,nominal,M2,0.9595070045962621,True,16,116
held_out,nominal_03,nominal,M3,0.9608973558253584,True,16,116
held_out,nominal_03,nominal,M4,0.9615602106590208,True,16,116
held_out,nominal_03,nominal,M5,0.9615602106590208,True,16,116
held_out,nominal_03,nominal,LTI_all,0.9603581083840386,True,16,116
held_out,nominal_03,nominal,LTI_near,0.9609589190893901,True,16,116
held_out,nominal_03,nominal,physics_M4,0.9615747425051165,True,16,116
held_out,nominal_04,nominal,M1,0.956003866816603,True,16,116
held_out,nominal_04,nominal,M2,0.9584314824042905,True,16,116
held_out,nominal_04,nominal,M3,0.9597266140865528,True,16,116
held_out,nominal_04,nominal,M4,0.9607177231405145,True,16,116
held_out,nominal_04,nominal,M5,0.9607177231405145,True,16,116
held_out,nominal_04,nominal,LTI_all,0.959255955743269,True,16,116
held_out,nominal_04,nominal,LTI_near,0.9600420857777963,True,16,116
held_out,nominal_04,nominal,physics_M4,0.960748517879633,True,16,116
held_out,nominal_05,nominal,M1,0.9564928559577534,True,16,116
held_out,nominal_05,nominal,M2,0.9578732429853065,True,16,116
held_out,nominal_05,nominal,M3,0.9595598527492156,True,16,116
held_out,nominal_05,nominal,M4,0.9600770973107101,True,16,116
held_out,nominal_05,nominal,M5,0.9600770973107101,True,16,116
held_out,nominal_05,nominal,LTI_all,0.9588913447539613,True,16,116
held_out,nominal_05,nominal,LTI_near,0.959466317781237,True,16,116
held_out,nominal_05,nominal,physics_M4,0.9600759187294622,True,16,116
held_out,nominal_06,nominal,M1,0.9545590986894282,True,16,116
held_out,nominal_06,nominal,M2,0.9561735365059821,True,16,116
held_out,nominal_06,nominal,M3,0.9580935003331971,True,16,116
held_out,nominal_06,nominal,M4,0.958611398329513,True,16,116
held_out,nominal_06,nominal,M5,0.958611398329513,True,16,116
held_out,nominal_06,nominal,LTI_all,0.9573370997075393,True,16,116
held_out,nominal_06,nominal,LTI_near,0.9579659918948725,True,16,116
held_out,nominal_06,nominal,physics_M4,0.9586028786927895,True,16,116
held_out,nominal_07,nominal,M1,0.9522159713915737,True,16,116
held_out,nominal_07,nominal,M2,0.955466161568555,True,16,116
held_out,nominal_07,nominal,M3,0.9571775960571631,True,16,116
held_out,nominal_07,nominal,M4,0.9581659227815807,True,16,116
held_out,nominal_07,nominal,M5,0.9581659227815807,True,16,116
held_out,nominal_07,nominal,LTI_all,0.956529650627516,True,16,116
held_out,nominal_07,nominal,LTI_near,0.9574124544262063,True,16,116
held_out,nominal_07,nominal,physics_M4,0.9581847994057359,True,16,116
held_out,nominal_08,nominal,M1,0.9536289363646394,True,16,116
held_out,nominal_08,nominal,M2,0.9562535061950009,True,16,116
held_out,nominal_08,nominal,M3,0.9579109028235853,True,16,116
held_out,nominal_08,nominal,M4,0.958803476588466,True,16,116
held_out,nominal_08,nominal,M5,0.958803476588466,True,16,116
held_out,nominal_08,nominal,LTI_all,0.9572805442161831,True,16,116
held_out,nominal_08,nominal,LTI_near,0.9580881642679139,True,16,116
held_out,nominal_08,nominal,physics_M4,0.958819999242136,True,16,116
held_out,nominal_09,nominal,M1,0.9566314197806525,True,16,116
held_out,nominal_09,nominal,M2,0.9585053664274105,True,16,116
held_out,nominal_09,nominal,M3,0.9599373681438228,True,16,116
held_out,nominal_09,nominal,M4,0.9607149768873952,True,16,116
held_out,nominal_09,nominal,M5,0.9607149768873952,True,16,116
held_out,nominal_09,nominal,LTI_all,0.9593917942028499,True,16,116
held_out,nominal_09,nominal,LTI_near,0.9600739789693972,True,16,116
held_out,nominal_09,nominal,physics_M4,0.9607332283205252,True,16,116
held_out,heavy_00,heavy,M1,0.9611569494497647,True,16,116
held_out,heavy_00,heavy,M2,0.9642145213785613,True,16,116
held_out,heavy_00,heavy,M3,0.9636098467233283,True,16,116
held_out,heavy_00,heavy,M4,0.9658125561178494,True,16,116
held_out,heavy_00,heavy,M5,0.9658125561178494,True,16,116
held_out,heavy_00,heavy,LTI_all,0.9584531784596412,True,16,116
held_out,heavy_00,heavy,LTI_near,0.9569636745667731,True,16,116
held_out,heavy_00,heavy,physics_M4,0.965803651007067,True,16,116
held_out,heavy_01,heavy,M1,0.9594114893375054,True,16,116
held_out,heavy_01,heavy,M2,0.9631051036995318,True,16,116
held_out,heavy_01,heavy,M3,0.962314793027445,True,16,116
held_out,heavy_01,heavy,M4,0.9648456479441042,True,16,116
held_out,heavy_01,heavy,M5,0.9648456479441042,True,16,116
held_out,heavy_01,heavy,LTI_all,0.9584971410198673,True,16,116
held_out,heavy_01,heavy,LTI_near,0.9570208903483665,True,16,116
held_out,heavy_01,heavy,physics_M4,0.964837407954339,True,16,116
