group,cf_over_m,cr_over_m,m_over_iz,scaled_jacobian_condition,cost,multistart_relative_difference,seed
global,50.857497490844054,52.609706427514986,0.3756495446782458,1.3052821171753555,28.828688862237744,5.663891417958811e-08,19
nominal,54.203581834702916,53.552283212655844,0.5647973147794321,1.7596791920966222,1.0782929590700447,1.1724936724825381e-09,19
heavy,49.36935728019202,46.17521953754411,0.5329284782735886,1.687074524690347,1.4318153728754694,3.775608611765364e-10,19
handling,50.082893116728556,59.564002880722256,0.6136335943250434,1.8877151838495596,1.2447707647676756,2.12661239239433e-09,19
