seed,gamma,low,high,severity,method,tracking,steering_rms,peak_steering_rate,feasible,worst_family,rho
21,1.5,15,25,near_linear,M1,0.019166363195156612,0.40547883003602475,1.1796736389850284,1.0,0.023098858569978564,0.9563431771218212
21,1.5,15,25,near_linear,M2,0.014550775588924545,0.40550515883775184,1.1925967469894347,1.0,0.015417940203683374,0.9633363521716324
21,1.5,15,25,near_linear,M3,0.018245440445100427,0.40535296180248,1.1826962259641425,1.0,0.021064112053218523,0.959586810957326
21,1.5,15,25,near_linear,M4,0.013332956284233565,0.4054009284517183,1.197131121775541,1.0,0.014388238901765722,0.9645458721532894
21,1.5,15,25,strong,M1,0.06362382881629529,1.2359621624189143,3.630205164562885,1.0,0.07771788550828945,0.9563431771218212
21,1.5,15,25,strong,M2,0.04873120119410123,1.2360705473043105,3.6735139864826873,1.0,0.05184147576148362,0.9633363521716324
21,1.5,15,25,strong,M3,0.060909677951905904,1.235520247863103,3.6395849713883055,1.0,0.07150481562454324,0.959586810957326
21,1.5,15,25,strong,M4,0.04531159130462621,1.2357041740302626,3.6875805557768433,1.0,0.048702804383326796,0.9645458721532894
21,1.5,18,22,moderate,M1,0.03790369300354569,0.8192424307311083,2.365768897007233,1.0,0.0443543311470869,0.9542911938098786
21,1.5,18,22,moderate,M2,0.0287559421177325,0.8193958438489162,2.3950917227636133,1.0,0.03126670902146113,0.958722815439618
21,1.5,18,22,moderate,M3,0.037623201895643575,0.8191175350796598,2.3684114541055687,1.0,0.04304128814733916,0.9551318992992632
21,1.5,18,22,moderate,M4,0.028419055451174537,0.8192899228637724,2.399058676691373,1.0,0.030875583990025896,0.9594565043516408
21,1.5,18,22,near_linear,M1,0.018321622816822404,0.4074280911357379,1.1732480833942869,1.0,0.021331363476023286,0.9542911938098786
21,1.5,18,22,near_linear,M2,0.013843451059271587,0.4075016426871491,1.1873197776994815,1.0,0.015058533487285352,0.958722815439618
21,1.5,18,22,near_linear,M3,0.01818179310433726,0.40736793487897693,1.1745353918068584,1.0,0.02067924503961269,0.9551318992992632
21,1.5,18,22,near_linear,M4,0.013670472645722314,0.4074506338909597,1.189259103080669,1.0,0.014866517087868273,0.9594565043516408
21,1.5,18,22,strong,M1,0.06072427100221616,1.2405207372856282,3.5945281632015536,1.0,0.0717812226008648,0.9542911938098786
21,1.5,18,22,strong,M2,0.04655901543573968,1.2407797197233759,3.641533383158285,1.0,0.05056150699107486,0.958722815439618
