seed,test_seed,scenario,severity,method,client,family,switches,tracking,peak_steering,peak_acceleration,peak_steering_rate,beta_rms,steering_rms,feasible
18,118,previous_s_curve,near_linear,M4,nominal_00,nominal,0,0.01650070540537156,1.077721402927889,1.5686769919397807,0.9693355318112558,0.18196759965839657,0.47502586776664857,1.0
18,118,previous_s_curve,near_linear,M4,nominal_01,nominal,0,0.014703853667606709,1.0828851155521604,1.5824134405520998,0.9728312821194033,0.15240979977129776,0.47847144940721864,1.0
18,118,previous_s_curve,near_linear,M4,nominal_02,nominal,0,0.016516499549353244,1.1267825891050045,1.5785133849029973,1.0103973687437209,0.15481266560021878,0.5018239595329415,1.0
18,118,previous_s_curve,near_linear,M4,nominal_03,nominal,0,0.015418088040744965,1.0823040756384499,1.5766520006639493,0.9726879273359909,0.16456547054148382,0.4778757865697446,1.0
18,118,previous_s_curve,near_linear,M4,nominal_04,nominal,0,0.015550867743809847,1.0550761774522568,1.5788485111590447,0.9500280019815722,0.16052153534658112,0.463250409010107,1.0
18,118,previous_s_curve,near_linear,M4,nominal_05,nominal,0,0.017041757112325535,1.0492786609078284,1.567987276976503,0.9456057351326723,0.18610707558945302,0.45973950240570827,1.0
18,118,previous_s_curve,near_linear,M4,nominal_06,nominal,0,0.015189802131563868,1.0802767608317612,1.5781985749559295,0.9708612354678173,0.1615674941544954,0.4768686963937227,1.0
18,118,previous_s_curve,near_linear,M4,nominal_07,nominal,0,0.01568591652364319,1.097224454859732,1.5802261409859937,0.9855775489027956,0.15304478743571442,0.48594113845300274,1.0
18,118,previous_s_curve,near_linear,M4,nominal_08,nominal,0,0.016266035449929276,1.0419802434848722,1.5768749163529092,0.9393975192688279,0.16472179272365733,0.45608046599826096,1.0
18,118,previous_s_curve,near_linear,M4,nominal_09,nominal,0,0.015340118421523828,1.0603070843489173,1.5762312817587198,0.9539814619108831,0.16878412516460395,0.466093276022734,1.0
18,118,previous_s_curve,near_linear,M4,heavy_00,heavy,0,0.016898366463927474,1.0290049146099425,1.5532043051395923,0.929279202685664,0.21131567229049905,0.44840558338328707,1.0
18,118,previous_s_curve,near_linear,M4,heavy_01,heavy,0,0.016626587960252383,1.0872632982719055,1.5530068199309661,0.9773779174138864,0.20733597232623097,0.47964416829385575,1.0
18,118,previous_s_curve,near_linear,M4,heavy_02,heavy,0,0.017694776859072857,1.0662205464670984,1.5391214755435871,0.9603726829470123,0.23989465625303938,0.4678185555568262,1.0
18,118,previous_s_curve,near_linear,M4,heavy_03,heavy,0,0.019721880365161776,0.9922894218770059,1.5403958737422119,0.8999815104118953,0.24253583572069295,0.42833912509329214,1.0
18,118,previous_s_curve,near_linear,M4,heavy_04,heavy,0,0.017081554360732346,1.059319219592753,1.545968348756362,0.9544316617403134,0.22555408569360882,0.4643937710720401,1.0
18,118,previous_s_curve,near_linear,M4,heavy_05,heavy,0,0.01894146780945299,1.0028302846529462,1.5448710293781613,0.9086757784324395,0.2303446089546657,0.4340309119723836,1.0
18,118,previous_s_curve,near_linear,M4,heavy_06,heavy,0,0.01677149751801819,1.0948090374147503,1.5551424234899833,0.9837933656235918,0.20124049888673287,0.48373583204193105,1.0
18,118,previous_s_curve,near_linear,M4,heavy_07,heavy,0,0.0172700610100718,1.0959565322037799,1.5497742274305526,0.9849922929416233,0.21228400166825595,0.4840899240666994,1.0
18,118,previous_s_curve,near_linear,M4,heavy_08,heavy,0,0.019221527896790533,1.0084284103717411,1.5408288448531033,0.9135342649053798,0.23873690111271811,0.4368733589953117,1.0
18,118,previous_s_curve,near_linear,M4,heavy_09,heavy,0,0.017872039487307995,1.0827046451548736,1.540678086285202,0.9743660822355862,0.23308215242376834,0.4765944848518515,1.0
18,118,previous_s_curve,near_linear,M4,handling_00,handling,0,0.015553338241021454,1.1925174253973798,1.6015387002519565,1.0669944219642662,0.12054988549200435,0.5380975203530262,1.0
18,118,previous_s_curve,near_linear,M4,handling_01,handling,0,0.015772840288575854,1.1915827172816853,1.6036629560401077,1.0666127010575455,0.11326049842461483,0.5375546010708455,1.0
18,118,previous_s_curve,near_linear,M4,handling_02,handling,0,0.01612538625482684,1.193671541705875,1.5968043861489096,1.0678152739574487,0.1329767705544321,0.5385410622730259,1.0
18,118,previous_s_curve,near_linear,M4,handling_03,handling,0,0.016675805721903948,1.1719407807492133,1.596424228323814,1.0493294393588684,0.13610773335511428,0.5267647697034663,1.0
18,118,previous_s_curve,near_linear,M4,handling_04,handling,0,0.015266988921387782,1.2218623782060736,1.6028324623524581,1.0916858899723754,0.1162173308637239,0.5541494959055596,1.0
18,118,previous_s_curve,near_linear,M4,handling_05,handling,0,0.015593948367855399,1.2307952893037406,1.6019307502604299,1.0993456529395667,0.11728893488503658,0.5589378596689603,1.0
18,118,previous_s_curve,near_linear,M4,handling_06,handling,0,0.015746856428861193,1.2176208458751867,1.6008166574488725,1.0883721522475764,0.11997704738007228,0.5516654078267925,1.0
18,118,previous_s_curve,near_linear,M4,handling_07,handling,0,0.01646634748162957,1.1744584566380296,1.5984861205758063,1.0517253906836217,0.12925076241791164,0.5281378375750527,1.0
18,118,previous_s_curve,near_linear,M4,handling_08,handling,0,0.015425434567074332,1.191273217144872,1.6011389847661734,1.065769329308791,0.12262699379535483,0.5374595409072765,1.0
18,118,previous_s_curve,near_linear,M4,handling_09,handling,0,0.01752612482959074,1.1443226053822895,1.5983979793589833,1.0261243515695304,0.13228560769951223,0.5118325060869131,1.0
18,118,previous_s_curve,near_linear,LTI_1,nominal_00,nominal,0,0.02099029359001502,1.0735259456459403,1.5636697671968662,0.9637682751698262,0.18172636100351922,0.47410465656552986,1.0
18,118,previous_s_curve,near_linear,LTI_1,nominal_01,nominal,0,0.021271001151324756,1.078917686180879,1.5775680896269304,0.9676387047328814,0.15223020730310935,0.477607544729916,1.0
18,118,previous_s_curve,near_linear,LTI_1,nominal_02,nominal,0,0.024671930874058844,1.1225746367955087,1.5736635800147587,1.0048832499269353,0.15462682661515267,0.5009042116182544,1.0
18,118,previous_s_curve,near_linear,LTI_1,nominal_03,nominal,0,0.021226707819989428,1.0782463086625336,1.5717365686989604,0.9673050680290262,0.16436126581488714,0.4769866630297911,1.0
18,118,previous_s_curve,near_linear,LTI_1,nominal_04,nominal,0,0.01971889682641638,1.0511622463206074,1.573962144390369,0.9448413103707546,0.16032577632782213,0.46239601420913634,1.0
18,118,previous_s_curve,near_linear,LTI_1,nominal_05,nominal,0,0.019413788337595814,1.0452076227346934,1.562956202739008,0.9401219969493162,0.1858576016404883,0.4588415886614543,1.0
18,118,previous_s_curve,near_linear,LTI_1,nominal_06,nominal,0,0.021077418682722133,1.0762582311118218,1.5733027536480093,0.965554668526707,0.1613695423666217,0.4759883300001978,1.0
18,118,previous_s_curve,near_linear,LTI_1,nominal_07,nominal,0,0.022572894227476707,1.093165185582552,1.5753862055723886,0.9802155041358128,0.15286293447387256,0.48505575211447177,1.0
18,118,previous_s_curve,near_linear,LTI_1,nominal_08,nominal,0,0.019170635727943336,1.038076864559855,1.571968391394809,0.9342246419291711,0.1645174084260098,0.45522960252583616,1.0
18,118,previous_s_curve,near_linear,LTI_1,nominal_09,nominal,0,0.019695677847600273,1.0563346047504008,1.5712875525616732,0.9486919887365486,0.1685720687892698,0.4652214587336036,1.0
18,118,previous_s_curve,near_linear,LTI_1,heavy_00,heavy,0,0.018471598576926086,1.0253087276453643,1.5489770786568713,0.9241306873734718,0.21105132759149633,0.44758242593642245,1.0
18,118,previous_s_curve,near_linear,LTI_1,heavy_01,heavy,0,0.021622838860086514,1.083339569127838,1.5488026880521262,0.9719718071074788,0.20707844134327855,0.47877061240209834,1.0
18,118,previous_s_curve,near_linear,LTI_1,heavy_02,heavy,0,0.020494420249371547,1.062145298092097,1.5347296165968525,0.9546366675450716,0.23956323874650323,0.46689644557564697,1.0
18,118,previous_s_curve,near_linear,LTI_1,heavy_03,heavy,0,0.017788860470297072,0.988506755106259,1.535988381727526,0.8946283854411806,0.24220096025008925,0.4274897342091574,1.0
18,118,previous_s_curve,near_linear,LTI_1,heavy_04,heavy,0,0.020009930431235494,1.0553763187310572,1.5416576845653371,0.9489285810961575,0.22525691226899508,0.4635104073980642,1.0
18,118,previous_s_curve,near_linear,LTI_1,heavy_05,heavy,0,0.018031605738140558,0.9990846445606879,1.540538329229594,0.903389707865279,0.2300375490885675,0.43319300004770317,1.0
18,118,previous_s_curve,near_linear,LTI_1,heavy_06,heavy,0,0.02220437368098153,1.0908954583053572,1.5509729812397663,0.9784100019440669,0.2009955049741373,0.4828663786424959,1.0
18,118,previous_s_curve,near_linear,LTI_1,heavy_07,heavy,0,0.022356205662533105,1.0919248940419997,1.5455387537134886,0.979446723795092,0.21201467511379724,0.4831939861034972,1.0
18,118,previous_s_curve,near_linear,LTI_1,heavy_08,heavy,0,0.018350324347712308,1.004587560598559,1.53645423686099,0.9081076070057277,0.23840975298192202,0.4360122304781109,1.0
18,118,previous_s_curve,near_linear,LTI_1,heavy_09,heavy,0,0.021621307107806926,1.078587837092429,1.5363357986389188,0.9685880382341099,0.23276541788682803,0.4756662142759996,1.0
18,118,previous_s_curve,near_linear,LTI_1,handling_00,handling,0,0.022654963175777195,1.1875531808501867,1.5956697007180018,1.0608036697579146,0.12040173416699959,0.5370422374927895,1.0
18,118,previous_s_curve,near_linear,LTI_1,handling_01,handling,0,0.02318866120113138,1.1866543330372963,1.5978361817003117,1.0604927533727058,0.11312618926879153,0.5365093041038247,1.0
18,118,previous_s_curve,near_linear,LTI_1,handling_02,handling,0,0.02216430434893012,1.1886227526621285,1.5908722537252786,1.0615053802831866,0.13280394719310967,0.5374644690175315,1.0
18,118,previous_s_curve,near_linear,LTI_1,handling_03,handling,0,0.02078482840449697,1.1669913264441212,1.5904752751756537,1.0431493977200232,0.13592883076424012,0.525708990918444,1.0
18,118,previous_s_curve,near_linear,LTI_1,handling_04,handling,0,0.024730253572762487,1.2167850482470493,1.596981434137849,1.085439149159847,0.11607748847961455,0.553069647175406,1.0
18,118,previous_s_curve,near_linear,LTI_1,handling_05,handling,0,0.02536899145227566,1.225659644624382,1.5960768770516203,1.0930221090082322,0.11714691634112084,0.5578451422388251,1.0
18,118,previous_s_curve,near_linear,LTI_1,handling_06,handling,0,0.02441347185510878,1.2125237842980563,1.5949520791976943,1.0820410074899574,0.11982977336489244,0.5505814699580397,1.0
18,118,previous_s_curve,near_linear,LTI_1,handling_07,handling,0,0.021315458752473735,1.1695289631514891,1.592574590145095,1.045588853315136,0.12908549362723082,0.5270882323342141,1.0
18,118,previous_s_curve,near_linear,LTI_1,handling_08,handling,0,0.02237308625162094,1.1863091322573978,1.5952565897773776,1.0595948697986914,0.12247488863248826,0.5364036198860832,1.0
18,118,previous_s_curve,near_linear,LTI_1,handling_09,handling,0,0.01969023826745772,1.1395372428578416,1.5924698693216692,1.0201595409495106,0.1321145881841901,0.5108134169150338,1.0
18,118,previous_s_curve,near_linear,LTI_2,nominal_00,nominal,2,0.02270330385431905,1.0761843038940107,1.5639820906641952,15.206635268519955,0.18177103407832476,0.4748662045540417,1.0
18,118,previous_s_curve,near_linear,LTI_2,nominal_01,nominal,2,0.021292902956980865,1.081407188112,1.5778571103033814,14.584970566163467,0.152238957714997,0.47830735235461525,1.0
18,118,previous_s_curve,near_linear,LTI_2,nominal_02,nominal,2,0.023098842444765035,1.1252037652388351,1.573959090754251,14.665370594444449,0.15463989991645108,0.5016474394429525,1.0
18,118,previous_s_curve,near_linear,LTI_2,nominal_03,nominal,2,0.021868278258150634,1.080771653834972,1.5720302402088446,14.84334323013549,0.16438407086721282,0.4777129074215578,1.0
