seed,mechanism,cohort,epsilon,draw,tracking,feasible,rho
81,Tight-10,10,2,4,0.02748175554267409,1.0,0.9721032860519864
81,Tight-10,10,2,5,0.016075758486566727,1.0,0.9695189013338148
81,Tight-10,10,2,6,0.017570226702218767,1.0,0.9686185582331436
81,Tight-10,10,2,7,0.022592755573727055,1.0,0.9700488782431644
81,Tight-10,10,2,8,0.015919855320736625,1.0,0.9666253329643704
81,Tight-10,10,2,9,0.03226722806634915,1.0,0.9689075336827236
81,Tight-10,10,4,0,0.010492271748804889,1.0,0.9673567690451912
81,Tight-10,10,4,1,0.02426983258012655,1.0,0.9678226980495506
81,Tight-10,10,4,2,0.01924208573398479,1.0,0.9662201303839126
81,Tight-10,10,4,3,0.01418366180185396,1.0,0.96698670225041
81,Tight-10,10,4,4,0.013613143083928832,1.0,0.967892988206002
81,Tight-10,10,4,5,0.016320570768273777,1.0,0.965246457751415
81,Tight-10,10,4,6,0.016532595985064392,1.0,0.9683690439676472
81,Tight-10,10,4,7,0.008946758948970799,1.0,0.9695447674332436
81,Tight-10,10,4,8,0.0251580776685077,1.0,0.9698903698114836
81,Tight-10,10,4,9,0.02718298109801988,1.0,0.9695783935862432
81,Tight-10,10,8,0,0.011231191557379248,1.0,0.9688156374585208
81,Tight-10,10,8,1,0.00965358644262411,1.0,0.9692363011929468
81,Tight-10,10,8,2,0.010983099676938123,1.0,0.9676278177040494
81,Tight-10,10,8,3,0.014632800767175548,1.0,0.968136968605634
81,Tight-10,10,8,4,0.01139503120465211,1.0,0.9679218730724674
81,Tight-10,10,8,5,0.016385318100370923,1.0,0.9652417353766968
81,Tight-10,10,8,6,0.011077842966348901,1.0,0.9703290298724708
81,Tight-10,10,8,7,0.014212716129233261,1.0,0.9649966823468212
81,Tight-10,10,8,8,0.008363336544803172,1.0,0.9688927139825404
81,Tight-10,10,8,9,0.0083478058531182,1.0,0.9681636443689208
81,Tight-10,10,inf,0,0.007809052646956615,1.0,0.9685397168247448
81,Tight-100,100,2,0,0.007925181813127196,1.0,0.96865303725197
81,Tight-100,100,2,1,0.007680617377327862,1.0,0.9686249916195658
81,Tight-100,100,2,2,0.00783796019969637,1.0,0.96852697213518
81,Tight-100,100,2,3,0.007669868219885634,1.0,0.96867170759294
81,Tight-100,100,2,4,0.008109919679783967,1.0,0.968643134354042
81,Tight-100,100,2,5,0.008267053305707733,1.0,0.9689709802522808
81,Tight-100,100,2,6,0.008238208602808685,1.0,0.9689292572668234
81,Tight-100,100,2,7,0.007981604795643195,1.0,0.9685564246859968
81,Tight-100,100,2,8,0.008368499840200747,1.0,0.968149226081693
81,Tight-100,100,2,9,0.00845654894416188,1.0,0.9682303006410254
81,Tight-100,100,4,0,0.007690676640618814,1.0,0.9688107346738534
81,Tight-100,100,4,1,0.007598132712812689,1.0,0.96873662799613
81,Tight-100,100,4,2,0.007901593302322742,1.0,0.969040187541389
81,Tight-100,100,4,3,0.007660090159487385,1.0,0.9687352986013054
81,Tight-100,100,4,4,0.00766976840828181,1.0,0.968945743485028
81,Tight-100,100,4,5,0.0075634717139841535,1.0,0.9689436124290728
81,Tight-100,100,4,6,0.0075696083143795955,1.0,0.9688756572576376
81,Tight-100,100,4,7,0.007797609875947845,1.0,0.9686008692825016
81,Tight-100,100,4,8,0.007631009417773689,1.0,0.9687847843602948
81,Tight-100,100,4,9,0.00765314572653158,1.0,0.9687714156862802
81,Tight-100,100,8,0,0.007683044123163692,1.0,0.9688365714785944
81,Tight-100,100,8,1,0.007745996556757761,1.0,0.9685656836086804
81,Tight-100,100,8,2,0.007704281033826952,1.0,0.9686411997675448
81,Tight-100,100,8,3,0.007610982879168926,1.0,0.9688265586630824
81,Tight-100,100,8,4,0.007677595989261664,1.0,0.9687142127564105
81,Tight-100,100,8,5,0.00774469621988214,1.0,0.9686352199847024
81,Tight-100,100,8,6,0.00787567352893425,1.0,0.9687502809178624
81,Tight-100,100,8,7,0.007643475531032711,1.0,0.968709250180948
