seed,mechanism,cohort,epsilon,draw,tracking,feasible,rho
84,Broad-10,10,4,3,0.049689954310010484,1.0,0.9761545746826314
84,Broad-10,10,4,4,0.19142736895900753,1.0,0.9704497649527368
84,Broad-10,10,4,5,0.07286169988045253,1.0,0.9765656410047642
84,Broad-10,10,4,6,0.07167603321185784,1.0,0.973426125480414
84,Broad-10,10,4,7,0.16984321115212475,1.0,0.9734062405676128
84,Broad-10,10,4,8,0.11700733005867697,1.0,0.9770066508235146
84,Broad-10,10,4,9,0.1688091808543794,1.0,0.9753343798547928
84,Broad-10,10,8,0,0.032341616227972006,1.0,0.9645933834956844
84,Broad-10,10,8,1,0.05991256062091194,1.0,0.9625346350106436
84,Broad-10,10,8,2,0.030365357252583616,1.0,0.9682539388685965
84,Broad-10,10,8,3,0.010596761617385668,1.0,0.9736302260531084
84,Broad-10,10,8,4,0.07015233411758491,1.0,0.9719055536607089
84,Broad-10,10,8,5,0.051657223852941955,1.0,0.9602826117919196
84,Broad-10,10,8,6,0.059853508668584986,1.0,0.9751381199363184
84,Broad-10,10,8,7,0.0245585743061898,1.0,0.96785020535625
84,Broad-10,10,8,8,0.14087942165087455,1.0,0.9612821037536214
84,Broad-10,10,8,9,0.166625479047828,1.0,0.973069979278396
84,Broad-10,10,inf,0,0.0074625882414904076,1.0,0.9682351074376816
84,Tight-10,10,2,0,0.02270417912065414,1.0,0.9692710316606702
84,Tight-10,10,2,1,0.016128901818597188,1.0,0.9694406871955764
84,Tight-10,10,2,2,0.014087951945303488,1.0,0.9665505153004538
84,Tight-10,10,2,3,0.03297224361338074,1.0,0.959549559780617
84,Tight-10,10,2,4,0.01741623227931247,1.0,0.966887214168508
84,Tight-10,10,2,5,0.01149232257609571,1.0,0.9689608890143996
84,Tight-10,10,2,6,0.02070495693616715,1.0,0.9663766807161916
84,Tight-10,10,2,7,0.028269782899338274,1.0,0.9719482949597348
84,Tight-10,10,2,8,0.02141220562740561,1.0,0.9615009461210589
84,Tight-10,10,2,9,0.028765069418540234,1.0,0.958495926676971
84,Tight-10,10,4,0,0.012616233373656392,1.0,0.970770105700088
84,Tight-10,10,4,1,0.011123373806465955,1.0,0.9694223377930808
84,Tight-10,10,4,2,0.017588872293820425,1.0,0.9659515475660012
84,Tight-10,10,4,3,0.012588053067502186,1.0,0.970533959476648
84,Tight-10,10,4,4,0.015803082220471432,1.0,0.966959288263529
84,Tight-10,10,4,5,0.015482339850290365,1.0,0.9710122456012708
84,Tight-10,10,4,6,0.009665320065057157,1.0,0.9693890042171176
84,Tight-10,10,4,7,0.022119482958914242,1.0,0.9644521752716811
84,Tight-10,10,4,8,0.012066864673844407,1.0,0.9697419687998924
84,Tight-10,10,4,9,0.016200495129655445,1.0,0.9696173699027942
84,Tight-10,10,8,0,0.008533216829103634,1.0,0.9679647304457066
84,Tight-10,10,8,1,0.009821985970087824,1.0,0.9677539366530276
84,Tight-10,10,8,2,0.008636082149277897,1.0,0.9679543825828896
84,Tight-10,10,8,3,0.00753750296530439,1.0,0.9693086456550608
84,Tight-10,10,8,4,0.012084343243583833,1.0,0.9671049380573328
84,Tight-10,10,8,5,0.009725985123222628,1.0,0.9666303245745094
84,Tight-10,10,8,6,0.014745470239700232,1.0,0.9697553275604726
84,Tight-10,10,8,7,0.008298666371829109,1.0,0.9677171364148064
84,Tight-10,10,8,8,0.014315068984439,1.0,0.96669058771214
84,Tight-10,10,8,9,0.014845379439762309,1.0,0.9690545309968608
84,Tight-10,10,inf,0,0.00746258824149037,1.0,0.9682351074376816
84,Tight-100,100,2,0,0.007444597722047142,1.0,0.9689322493978444
84,Tight-100,100,2,1,0.009046428479941231,1.0,0.9683485287969096
84,Tight-100,100,2,2,0.007378031627873252,1.0,0.9684179884043966
84,Tight-100,100,2,3,0.007624605187382908,1.0,0.9681952338276746
84,Tight-100,100,2,4,0.00891748208778636,1.0,0.9679430118109892
84,Tight-100,100,2,5,0.007471757913239019,1.0,0.9682593463106028
84,Tight-100,100,2,6,0.007413859680108744,1.0,0.9683074740037848
84,Tight-100,100,2,7,0.007525862552466961,1.0,0.968118924986266
84,Tight-100,100,2,8,0.008049507528299164,1.0,0.9687031383857844
84,Tight-100,100,2,9,0.007787436941943534,1.0,0.9682896981875064
84,Tight-100,100,4,0,0.00751504249105436,1.0,0.9682664096699838
84,Tight-100,100,4,1,0.0073994051717352245,1.0,0.9683839116526766
84,Tight-100,100,4,2,0.007720321286472186,1.0,0.9679956558100616
84,Tight-100,100,4,3,0.007541158147732322,1.0,0.9682353599077425
84,Tight-100,100,4,4,0.007376721149152784,1.0,0.9682740076440542
84,Tight-100,100,4,5,0.007925267879372517,1.0,0.9681072666560306
84,Tight-100,100,4,6,0.0078209722307009,1.0,0.967967425483826
84,Tight-100,100,4,7,0.008185478003703419,1.0,0.967684220202146
84,Tight-100,100,4,8,0.00739165781696982,1.0,0.9682839589231856
84,Tight-100,100,4,9,0.007513237274014796,1.0,0.9683989298067052
84,Tight-100,100,8,0,0.007450118990900996,1.0,0.9684142167940092
84,Tight-100,100,8,1,0.007580526590294559,1.0,0.9680856504497064
84,Tight-100,100,8,2,0.00781914612908801,1.0,0.9678910471364268
84,Tight-100,100,8,3,0.007628945398611256,1.0,0.968348617405188
84,Tight-100,100,8,4,0.007526396963699926,1.0,0.9682367988327902
84,Tight-100,100,8,5,0.007639784576133671,1.0,0.9682908197231757
84,Tight-100,100,8,6,0.007415070433064488,1.0,0.968221635911403
84,Tight-100,100,8,7,0.0076722707449740435,1.0,0.9680904695783176
84,Tight-100,100,8,8,0.007351119439558859,1.0,0.9683492624523848
84,Tight-100,100,8,9,0.007543270331239844,1.0,0.9682749534179724
84,Tight-100,100,inf,0,0.0075631512175761365,1.0,0.9681859485245354
84,Tight-30,30,2,0,0.00971627106689227,1.0,0.9683906871713684
84,Tight-30,30,2,1,0.009621606367190515,1.0,0.9675963274763651
84,Tight-30,30,2,2,0.010237555489729303,1.0,0.9672818463659744
84,Tight-30,30,2,3,0.00975616344870497,1.0,0.969625462303758
84,Tight-30,30,2,4,0.008577999367589037,1.0,0.968310890647316
84,Tight-30,30,2,5,0.010554921417628966,1.0,0.9687585470290736
84,Tight-30,30,2,6,0.01001187322285135,1.0,0.9676073630894072
84,Tight-30,30,2,7,0.013613641845069016,1.0,0.9654492730579148
84,Tight-30,30,2,8,0.009410322244321699,1.0,0.9683785832014524
84,Tight-30,30,2,9,0.008989939775373722,1.0,0.967922017221231
84,Tight-30,30,4,0,0.008289244723582887,1.0,0.9687846978935636
84,Tight-30,30,4,1,0.008453981161258957,1.0,0.9690682505921708
84,Tight-30,30,4,2,0.007665744097522449,1.0,0.9681421326709404
84,Tight-30,30,4,3,0.007791895263481659,1.0,0.9688100889393362
84,Tight-30,30,4,4,0.0089307569215949,1.0,0.9674881675844768
84,Tight-30,30,4,5,0.012280899411814731,1.0,0.9691566102666156
84,Tight-30,30,4,6,0.008179568923048958,1.0,0.9688182347953792
84,Tight-30,30,4,7,0.007129095926514149,1.0,0.9689090013201664
84,Tight-30,30,4,8,0.010298142141559346,1.0,0.9698335450008556
84,Tight-30,30,4,9,0.008191674215109399,1.0,0.9677568189950904
84,Tight-30,30,8,0,0.007781010291387418,1.0,0.9679652157096634
84,Tight-30,30,8,1,0.008697543838136658,1.0,0.9686634210863628
84,Tight-30,30,8,2,0.007908889641958182,1.0,0.9677725560659176
84,Tight-30,30,8,3,0.008307726784165739,1.0,0.9677360269043828
84,Tight-30,30,8,4,0.009273659661628419,1.0,0.9673888165840868
84,Tight-30,30,8,5,0.00770266517151766,1.0,0.9682412898848016
84,Tight-30,30,8,6,0.008341851038623765,1.0,0.9682769645884952
84,Tight-30,30,8,7,0.008149663693176282,1.0,0.968326690712198
84,Tight-30,30,8,8,0.00762457448982232,1.0,0.9681849254925476
84,Tight-30,30,8,9,0.007848983395002994,1.0,0.9679433600610966
84,Tight-30,30,inf,0,0.007478891054327411,1.0,0.9682266398965936
85,Broad-10,10,2,0,0.5862634419873957,1.0,0.9802734503412982
85,Broad-10,10,2,1,0.1020203888779138,1.0,0.981353591536244
85,Broad-10,10,2,2,1.703895003960865,1.0,0.9923054786791023
85,Broad-10,10,2,3,0.7083339740839328,1.0,0.985251226248161
85,Broad-10,10,2,4,0.09324769294559054,1.0,0.9882689511466602
85,Broad-10,10,2,5,0.2886206720019289,1.0,0.9745885596671144
85,Broad-10,10,2,6,0.16903115149175446,1.0,0.9769824916421928
85,Broad-10,10,2,7,0.23962419042143132,1.0,0.978744898326
85,Broad-10,10,2,8,1.244020632620506,1.0,1.045656597732433
85,Broad-10,10,2,9,0.03982902498419698,1.0,0.9650069708593388
85,Broad-10,10,4,0,0.2168686792973052,1.0,0.977320459561082
85,Broad-10,10,4,1,0.1167405550490148,1.0,0.9766068721601712
85,Broad-10,10,4,2,0.04822886530355836,1.0,0.9733297874346788
85,Broad-10,10,4,3,0.13701505883547072,1.0,0.9731532655364952
85,Broad-10,10,4,4,0.15903943943503812,1.0,0.9751560715815056
85,Broad-10,10,4,5,0.08279547220185729,1.0,0.9713543760902488
85,Broad-10,10,4,6,0.07504391508443146,1.0,0.977945023849396
85,Broad-10,10,4,7,0.13869445250390292,1.0,0.9721397496830338
85,Broad-10,10,4,8,0.021405115606042743,1.0,0.9681124875387276
85,Broad-10,10,4,9,0.22244959088192207,1.0,0.9734509932869024
85,Broad-10,10,8,0,0.12735630301278705,1.0,0.9682283268581966
85,Broad-10,10,8,1,0.02005302568435214,1.0,0.9685801273067732
85,Broad-10,10,8,2,0.024214539914990816,1.0,0.972356811582064
85,Broad-10,10,8,3,0.04897210921895703,1.0,0.9725524361181928
85,Broad-10,10,8,4,0.03220468908328478,1.0,0.9682412204600612
85,Broad-10,10,8,5,0.07478974705751225,1.0,0.9691185796810612
85,Broad-10,10,8,6,0.08814305001758926,1.0,0.96821544685822
85,Broad-10,10,8,7,0.0724047802028519,1.0,0.9758932710229676
85,Broad-10,10,8,8,0.052658053044838206,1.0,0.9680481272720658
85,Broad-10,10,8,9,0.06540920821736448,1.0,0.9687161867041196
85,Broad-10,10,inf,0,0.007794099973127442,1.0,0.9684012915041608
85,Tight-10,10,2,0,0.017625935899704473,1.0,0.96950657907177
85,Tight-10,10,2,1,0.012218022353236215,1.0,0.9703709553646536
85,Tight-10,10,2,2,0.03148467413806957,1.0,0.9707110191560931
85,Tight-10,10,2,3,0.015421499548171232,1.0,0.9654208625337332
85,Tight-10,10,2,4,0.02842526544605896,1.0,0.9732236281807916
85,Tight-10,10,2,5,0.01663044576750107,1.0,0.9696669616896534
85,Tight-10,10,2,6,0.015247251930326734,1.0,0.9662347475130068
85,Tight-10,10,2,7,0.023964934875160684,1.0,0.9711143628372682
85,Tight-10,10,2,8,0.01740949435789131,1.0,0.967073924642214
85,Tight-10,10,2,9,0.011729699977698953,1.0,0.967718166222628
85,Tight-10,10,4,0,0.014851435035277976,1.0,0.9702667346533158
85,Tight-10,10,4,1,0.016347812376843046,1.0,0.971065806107995
85,Tight-10,10,4,2,0.01005320078354746,1.0,0.969302245351084
85,Tight-10,10,4,3,0.01733816670923887,1.0,0.9662512843704406
85,Tight-10,10,4,4,0.012940012823130417,1.0,0.9692887730184352
85,Tight-10,10,4,5,0.01581924186173279,1.0,0.9653923300815564
85,Tight-10,10,4,6,0.009147706429547433,1.0,0.9694131163014093
85,Tight-10,10,4,7,0.012519385595885512,1.0,0.9668641421443482
85,Tight-10,10,4,8,0.00903942871496609,1.0,0.9682188472401368
85,Tight-10,10,4,9,0.01704145882760106,1.0,0.966215071357072
85,Tight-10,10,8,0,0.01232916843972124,1.0,0.9683014054896936
85,Tight-10,10,8,1,0.008138922365209888,1.0,0.968460259446404
85,Tight-10,10,8,2,0.007829929031326484,1.0,0.9688869857297728
85,Tight-10,10,8,3,0.009132578952343443,1.0,0.9691311380301172
85,Tight-10,10,8,4,0.008957477977334075,1.0,0.9674749997119824
85,Tight-10,10,8,5,0.011151191026550154,1.0,0.968495612596802
85,Tight-10,10,8,6,0.011691584663201608,1.0,0.9665164394217076
85,Tight-10,10,8,7,0.011427614753133097,1.0,0.969829693990072
85,Tight-10,10,8,8,0.009360949464346836,1.0,0.9681673933717754
85,Tight-10,10,8,9,0.010083645156797414,1.0,0.9684839492022204
85,Tight-10,10,inf,0,0.007794099973127463,1.0,0.96840129150416
85,Tight-100,100,2,0,0.008235039282678101,1.0,0.9679858550972376
85,Tight-100,100,2,1,0.007689406594186241,1.0,0.968601573583927
85,Tight-100,100,2,2,0.009282476551638972,1.0,0.9676068918648562
85,Tight-100,100,2,3,0.008046891132863523,1.0,0.9692158797802706
85,Tight-100,100,2,4,0.00819421894151741,1.0,0.968011412401064
85,Tight-100,100,2,5,0.009626225825205172,1.0,0.9675333251811716
85,Tight-100,100,2,6,0.007994616398625597,1.0,0.9690931357953182
85,Tight-100,100,2,7,0.008251812052027097,1.0,0.9691672804174468
85,Tight-100,100,2,8,0.007740487228838253,1.0,0.968618421244617
85,Tight-100,100,2,9,0.009068779190321069,1.0,0.968262641371242
85,Tight-100,100,4,0,0.007708463866466676,1.0,0.9685154319926536
85,Tight-100,100,4,1,0.007974047271485867,1.0,0.9681472502117188
85,Tight-100,100,4,2,0.008074917855171409,1.0,0.968313285841614
85,Tight-100,100,4,3,0.007695860237273203,1.0,0.968467924535698
85,Tight-100,100,4,4,0.008020740028133964,1.0,0.9682766729168408
85,Tight-100,100,4,5,0.007794019313424969,1.0,0.9682904440932436
85,Tight-100,100,4,6,0.007812371725211141,1.0,0.9684124448093576
85,Tight-100,100,4,7,0.00786683338522114,1.0,0.968520829904122
85,Tight-100,100,4,8,0.0077051149758140015,1.0,0.9687097900231636
85,Tight-100,100,4,9,0.0076785250862096855,1.0,0.968825322971836
85,Tight-100,100,8,0,0.007699437658684791,1.0,0.968555079298951
85,Tight-100,100,8,1,0.007692410228708391,1.0,0.9685763371734024
85,Tight-100,100,8,2,0.007809635005727337,1.0,0.9685565234060074
85,Tight-100,100,8,3,0.007858943272674562,1.0,0.9684267759372808
85,Tight-100,100,8,4,0.007711293543215063,1.0,0.9685252263419284
85,Tight-100,100,8,5,0.0076543369411187865,1.0,0.9687210786131808
85,Tight-100,100,8,6,0.007772587788017229,1.0,0.9684170607431316
85,Tight-100,100,8,7,0.007675646015292383,1.0,0.96852287962519
85,Tight-100,100,8,8,0.007703800580889094,1.0,0.968570300483802
85,Tight-100,100,8,9,0.007739111830271388,1.0,0.9684679280045112
85,Tight-100,100,inf,0,0.007711039402287158,1.0,0.968460138202321
85,Tight-30,30,2,0,0.009394045708877459,1.0,0.9681255214836042
85,Tight-30,30,2,1,0.010090309863529068,1.0,0.9683743247450952
85,Tight-30,30,2,2,0.007693724473486353,1.0,0.9687879979533696
85,Tight-30,30,2,3,0.00875416479451613,1.0,0.9696572300888732
85,Tight-30,30,2,4,0.011589427500015896,1.0,0.969430832615252
85,Tight-30,30,2,5,0.010756013502653114,1.0,0.9668879655907996
85,Tight-30,30,2,6,0.0077030538153079154,1.0,0.968576916691013
85,Tight-30,30,2,7,0.01498748705588169,1.0,0.9700431808062472
85,Tight-30,30,2,8,0.020886514637718293,1.0,0.9676870588006268
85,Tight-30,30,2,9,0.013171144618139903,1.0,0.9701203900346806
85,Tight-30,30,4,0,0.011538240764639865,1.0,0.9695290487923808
85,Tight-30,30,4,1,0.008075983361596008,1.0,0.9683095348299328
85,Tight-30,30,4,2,0.008631352351963304,1.0,0.9691751331613432
85,Tight-30,30,4,3,0.00864927738281356,1.0,0.9687041683683134
85,Tight-30,30,4,4,0.007804079220759445,1.0,0.9685497617955972
85,Tight-30,30,4,5,0.008495127099105325,1.0,0.969046560928982
85,Tight-30,30,4,6,0.009691962383177577,1.0,0.9677597717813272
85,Tight-30,30,4,7,0.008092950890378453,1.0,0.969057164850597
85,Tight-30,30,4,8,0.0095485998234097,1.0,0.9676291263534536
85,Tight-30,30,4,9,0.009375969431661173,1.0,0.9693761586863684
85,Tight-30,30,8,0,0.007881195849472103,1.0,0.9684338933960192
85,Tight-30,30,8,1,0.007701578219101928,1.0,0.9686201060590482
85,Tight-30,30,8,2,0.00808542564518186,1.0,0.9683401699028208
85,Tight-30,30,8,3,0.008217711955654527,1.0,0.968311141905586
85,Tight-30,30,8,4,0.007783241043885041,1.0,0.969031959368408
85,Tight-30,30,8,5,0.007936772312358115,1.0,0.9681286538576684
85,Tight-30,30,8,6,0.008702615489071577,1.0,0.968405119046074
85,Tight-30,30,8,7,0.008155627414458612,1.0,0.9687455664848929
85,Tight-30,30,8,8,0.007933181560531232,1.0,0.9681123058612076
85,Tight-30,30,8,9,0.008745923808839874,1.0,0.9694529566541792
85,Tight-30,30,inf,0,0.007680229832973742,1.0,0.9685164640847278
