method,improvement_vs_local_fixed_pct,improvement_vs_own_fixed_pct
FleetControlActive,1.7834732701333733,1.941623842607998
FleetFixed,-0.16128206347285623,0.0
FleetParameterActive,1.7834732701333733,1.941623842607998
LocalControlActive,1.6025170670482036,1.6025170670482036
LocalFixed,0.0,0.0
LocalParameterActive,0.048540452270229295,0.048540452270229295
OracleBestFleet,1.6213162216213273,1.6213162216213273
