design,client_id,family,method,max_small_signal_spectral_radius,small_signal_stable
test,nominal_00,nominal,M4,0.9602158718018663,True
test,nominal_00,nominal,LTI_1,0.959298579662796,True
test,nominal_00,nominal,LTI_2,0.9591732349083689,True
test,nominal_00,nominal,LTI_3,0.959741495247791,True
test,nominal_00,nominal,LTI_5,0.9600446286571642,True
test,nominal_00,nominal,LTI_8,0.9600140538195746,True
test,nominal_00,nominal,LTI_10,0.9600557035528,True
test,nominal_01,nominal,M4,0.9603073636768058,True
test,nominal_01,nominal,LTI_1,0.9593831368339395,True
test,nominal_01,nominal,LTI_2,0.9592568058453749,True
test,nominal_01,nominal,LTI_3,0.9598294637574789,True
test,nominal_01,nominal,LTI_5,0.9601348644233026,True
test,nominal_01,nominal,LTI_8,0.9601040634275425,True
test,nominal_01,nominal,LTI_10,0.9601460210980451,True
test,nominal_02,nominal,M4,0.9621191224589541,True
test,nominal_02,nominal,LTI_1,0.9612810160796024,True
test,nominal_02,nominal,LTI_2,0.9611668927087069,True
test,nominal_02,nominal,LTI_3,0.9616850623337531,True
test,nominal_02,nominal,LTI_5,0.9619622795431808,True
test,nominal_02,nominal,LTI_8,0.9619342939077259,True
test,nominal_02,nominal,LTI_10,0.9619724179303133,True
test,nominal_03,nominal,M4,0.9597288887726824,True
test,nominal_03,nominal,LTI_1,0.9588084447955714,True
test,nominal_03,nominal,LTI_2,0.9586826795573071,True
test,nominal_03,nominal,LTI_3,0.9592528638979094,True
test,nominal_03,nominal,LTI_5,0.9595570454835669,True
test,nominal_03,nominal,LTI_8,0.9595263641258238,True
test,nominal_03,nominal,LTI_10,0.959568159009511,True
test,nominal_04,nominal,M4,0.9599348111149761,True
test,nominal_04,nominal,LTI_1,0.958947543626427,True
test,nominal_04,nominal,LTI_2,0.9588120475519346,True
test,nominal_04,nominal,LTI_3,0.9594251770295663,True
test,nominal_04,nominal,LTI_5,0.959751064695774,True
test,nominal_04,nominal,LTI_8,0.9597182310355602,True
test,nominal_04,nominal,LTI_10,0.9597629558032431,True
test,nominal_05,nominal,M4,0.9607431652662004,True
test,nominal_05,nominal,LTI_1,0.9598202594977086,True
test,nominal_05,nominal,LTI_2,0.9596940925039072,True
test,nominal_05,nominal,LTI_3,0.9602659770292988,True
test,nominal_05,nominal,LTI_5,0.9605709305407403,True
test,nominal_05,nominal,LTI_8,0.9605401758456579,True
test,nominal_05,nominal,LTI_10,0.9605820703758514,True
test,nominal_06,nominal,M4,0.9603194360753456,True
test,nominal_06,nominal,LTI_1,0.9593572817905156,True
test,nominal_06,nominal,LTI_2,0.9592254467721026,True
test,nominal_06,nominal,LTI_3,0.9598224311654271,True
test,nominal_06,nominal,LTI_5,0.9601401635232418,True
test,nominal_06,nominal,LTI_8,0.9601081386264364,True
test,nominal_06,nominal,LTI_10,0.9601517624299392,True
test,nominal_07,nominal,M4,0.9589689261257535,True
test,nominal_07,nominal,LTI_1,0.9578855552913531,True
test,nominal_07,nominal,LTI_2,0.9577360327518846,True
test,nominal_07,nominal,LTI_3,0.958410985645603,True
test,nominal_07,nominal,LTI_5,0.9587680722637676,True
test,nominal_07,nominal,LTI_8,0.9587321454241575,True
test,nominal_07,nominal,LTI_10,0.9587810808721436,True
test,nominal_08,nominal,M4,0.961157085367466,True
test,nominal_08,nominal,LTI_1,0.9602960987996666,True
