group,cf_over_m,cr_over_m,m_over_iz,scaled_jacobian_condition,cost,multistart_relative_difference,seed
global,50.18068600125603,52.80841370666166,0.34005536011147813,1.2665765930450354,35.12900782058058,4.489089552821406e-09,20
nominal,52.24720522332539,52.65064762745728,0.547422196797439,1.7142775071317227,1.9973120807603837,2.835824586729143e-09,20
heavy,48.772817126382094,45.775292208768384,0.5411104902603859,1.7106437322887886,1.4675698429435589,3.1966086606954203e-09,20
handling,50.43078897402175,62.57293335591131,0.6043863574279034,1.8580300504965415,1.4241402642218726,2.238195112090231e-10,20
