family,speed_mps,stable_continuous,max_pole_real_per_s,pole_imag_magnitude_per_s,discrete_spectral_radius,controllability_rank,controllability_sigma_min,yaw_rate_dc_gain_per_s,beta_dc_gain,understeer_coefficient_s2_per_m,a_norm,b_norm
nominal,14.4,True,-8.148148148148149,3.3067250758149402,0.9217497791361924,2,4.252669693667315,4.291553133514986,-0.0197547683923705,0.0026785714285714286,1.308229590782796,0.3711702866579453
nominal,14.5,True,-8.091954022988507,3.310600245574133,0.9222678939221405,2,4.289970822299433,4.311409039623017,-0.0266144554324019,0.0026785714285714286,1.3089628683964474,0.37124408571595896
nominal,14.600000000000001,True,-8.036529680365295,3.314391668960773,0.9227791965195343,2,4.3271903632926065,4.331104919109623,-0.033489781431765175,0.0026785714285714286,1.309686517925436,0.3713170606467328
nominal,14.7,True,-7.98185941043084,3.318101778856831,0.9232838203242,2,4.3643294035581315,4.35064094263887,-0.04038031113001978,0.0026785714285714286,1.3104007276497807,0.3713892246026266
nominal,14.8,True,-7.927927927927929,3.32173291901395,0.9237818952737401,2,4.401388998525198,4.370017294469988,-0.04728561184460259,0.0026785714285714286,1.3111056809751134,0.3714605904756119
nominal,14.9,True,-7.874720357941833,3.325287348009074,0.9242735479588108,2,4.438370173199281,4.389234172271128,-0.05420525350930987,0.0026785714285714286,1.3118015565893069,0.3715311709029564
nominal,15.0,True,-7.822222222222223,3.3287672429932216,0.9247589017301325,2,4.475273923179269,4.408291786932564,-0.0611388087116241,0.0026785714285714286,1.312488528613106,0.3716009782727968
nominal,15.100000000000001,True,-7.770419426048564,3.3321747032458946,0.9252380768014203,2,4.512101215634914,4.427190362379353,-0.06808585272890515,0.0026785714285714286,1.3131667667450277,0.3716700247296005
nominal,15.2,True,-7.719298245614034,3.3355117535467675,0.9257111903484226,2,4.548852990246655,4.445930135383587,-0.07504596356342984,0.0026785714285714286,1.3138364364007813,0.37173832217951874
nominal,15.3,True,-7.668845315904139,3.3387803473754687,0.9261783566042272,2,4.585530160109154,4.46451135537625,-0.08201872197630684,0.0026785714285714286,1.314497698847453,0.3718058822956279
nominal,15.4,True,-7.619047619047619,3.341982369949602,0.92663968695101,2,4.622133612600578,4.482934284258787,-0.08900371152026809,0.0026785714285714286,1.3151507113326786,0.37187271652306136
nominal,15.5,True,-7.56989247311828,3.3451196411104016,0.9270952900083703,2,4.658664210218733,4.501199196214428,-0.09600051857133647,0.0026785714285714286,1.315795627209021,0.3719388360840349
nominal,15.600000000000001,True,-7.52136752136752,3.3481939180648745,0.9275452717184046,2,4.695122791385763,4.519306377519348,-0.1030087323593927,0.0026785714285714286,1.3164325960537637,0.37200425198276194
nominal,15.7,True,-7.473460721868365,3.351206897992617,0.9279897354276592,2,4.731510171222745,4.537256126353706,-0.11002794499763917,0.0026785714285714286,1.317061763784311,0.37206897501026465
nominal,15.8,True,-7.4261603375527425,3.3541602205250354,0.9284287819660902,2,4.767827142295323,4.555048752612666,-0.11705775151097075,0.0026785714285714286,1.317683272769383,0.3721330157490783
nominal,15.9,True,-7.379454926624738,3.35705547010416,0.9288625097231626,2,4.804074475331781,4.572684577717407,-0.12409774986326592,0.0026785714285714286,1.3182972619361844,0.3721963845778535
nominal,16.0,True,-7.333333333333334,3.359894178227775,0.9292910147212036,2,4.8402529199148905,4.590163934426229,-0.1311475409836066,0.0026785714285714286,1.318903866873714,0.3722590916758541
nominal,16.1,True,-7.287784679089025,3.3626778255872,0.9297143906861297,2,4.876363205148083,4.6074871666458,-0.1382067287914284,0.0026785714285714286,1.3195032199323793,0.3723211470273567
nominal,16.2,True,-7.242798353909466,3.365407844103628,0.9301327291156528,2,4.912406040297682,4.62465462924258,-0.14527492022062946,0.0026785714285714286,1.320095450320063,0.3723825604259492
nominal,16.3,True,-7.19836400817996,3.3680856188685353,0.9305461193450718,2,4.94838211541194,4.641666687854526,-0.15235172524262194,0.0026785714285714286,1.3206806841947967,0.3724433414787326
nominal,16.4,True,-7.15447154471545,3.3707124899934193,0.9309546486107464,2,4.98429210191758,4.658523718703081,-0.15943675688836528,0.0026785714285714286,1.321259044754173,0.3725034996104265
nominal,16.5,True,-7.111111111111111,3.373289754373697,0.9313584021113518,2,5.02013665319528,4.67522610840554,-0.16652963126936948,0.0026785714285714286,1.3218306523216325,0.37256304406738144
nominal,16.6,True,-7.068273092369477,3.375818667371366,0.9317574630670009,2,5.055916405134657,4.69177425378784,-0.1736299675976865,0.0026785714285714286,1.3223956244297528,0.37262198392149753
nominal,16.7,True,-7.025948103792414,3.3783004444207347,0.9321519127763189,2,5.091631976669469,4.708168561697799,-0.18073738820491062,0.0026785714285714286,1.3229540759006582,0.3726803280740531
nominal,16.8,True,-6.984126984126983,3.3807362625612667,0.9325418306715562,2,5.127283970294273,4.724409448818898,-0.1878515185601797,0.0026785714285714286,1.3235061189236679,0.37273808525944524
nominal,16.9,True,-6.942800788954637,3.3831272619013433,0.9329272943718182,2,5.162872972562891,4.740497341484612,-0.19497198728721207,0.0026785714285714286,1.3240518631302902,0.37279526404884145
nominal,17.0,True,-6.901960784313726,3.385474547016523,0.933308379734479,2,5.198399554569663,4.75643267549338,-0.2020984261803648,0.0026785714285714286,1.32459141566667,0.37285187285374777
nominal,17.1,True,-6.861598440545809,3.387779188285687,0.9336851609048624,2,5.233864272413921,4.77221589592423,-0.20923047021974855,0.0026785714285714286,1.3251248812635883,0.37290791992949235
nominal,17.2,True,-6.821705426356589,3.3900422231682144,0.9340577103642487,2,5.269267667648692,4.7878474569531155,-0.21636775758539786,0.0026785714285714286,1.3256523623041103,0.37296341337862754
nominal,17.3,True,-6.78227360308285,3.3922646574251973,0.9344260989762743,2,5.304610267714074,4.80332782167001,-0.22350992967051456,0.0026785714285714286,1.326173958888975,0.3730183611542523
nominal,17.4,True,-6.743295019157088,3.3944474662875206,0.9347903960317921,2,5.339892586355598,4.8186574618968026,-0.23065663109379153,0.0026785714285714286,1.3266897688998098,0.3730727710632556
nominal,17.5,True,-6.704761904761904,3.3965915955734487,0.9351506692922462,2,5.375115124028933,4.833836858006042,-0.2378075097108331,0.0026785714285714286,1.3271998880602593,0.37312665076948404
nominal,17.6,True,-6.666666666666665,3.398697962758228,0.9355069850316174,2,5.410278368290598,4.848866498740554,-0.2449622166246853,0.0026785714285714286,1.327704409995104,0.37318000779683475
nominal,17.7,True,-6.629001883239171,3.400767457998097,0.9358594080770014,2,5.445382794175812,4.863746881033988,-0.2521204061954869,0.0026785714285714286,1.3282034262874467,0.3732328495322739
nominal,17.8,True,-6.591760299625468,3.4028009451108927,0.9362080018478581,2,5.480428864563746,4.878478509832327,-0.25928173604925453,0.0026785714285714286,1.3286970265340408,0.37328518322878596
nominal,17.9,True,-6.554934823091247,3.404799262515415,0.9365528283940027,2,5.515417030530575,4.893061897916398,-0.26644586708581147,0.0026785714285714286,1.3291852983988304,0.37333701600825114
nominal,18.0,True,-6.518518518518518,3.406763224131511,0.9368939484323615,2,5.550347731691222,4.907497565725413,-0.2736124634858815,0.0026785714285714286,1.3296683276647672,0.3733883548642558
nominal,18.1,True,-6.482504604051565,3.4086936202427656,0.937231421382558,2,5.585221396529541,4.921786041181598,-0.28078119271734936,0.0026785714285714286,1.3301461982839713,0.37343920666483577
nominal,18.200000000000003,True,-6.446886446886446,3.4105912183236047,0.9375653054013647,2,5.620038442718054,4.9359278595159,-0.2879517255407147,0.0026785714285714286,1.330618992426295,0.3734895781551555
nominal,18.3,True,-6.4116575591985425,3.412456763832474,0.9378956574160586,2,5.6547992774272435,4.9499235630948615,-0.29512373601373687,0.0026785714285714286,1.3310867905263501,0.3735394759601225
nominal,18.4,True,-6.3768115942029,3.4142909809727007,0.938222533156733,2,5.689504297624665,4.963773701248651,-0.30229690149529836,0.0026785714285714286,1.3315496713290553,0.3735889065869413
nominal,18.5,True,-6.342342342342342,3.41609457342255,0.9385459871875891,2,5.724153890364918,4.977478830100293,-0.30947090264849,0.0026785714285714286,1.332007711933756,0.3736378764276057
nominal,18.6,True,-6.308243727598566,3.417868225035911,0.9388660729372551,2,5.758748433069946,4.991039512396139,-0.316645423442936,0.0026785714285714286,1.3324609878369686,0.37368639176133306
nominal,18.700000000000003,True,-6.274509803921568,3.4196126005149474,0.9391828427281648,2,5.793288293800679,5.004456317337584,-0.32382015115637247,0.0026785714285714286,1.3329095729738032,0.3737344587569406
nominal,18.8,True,-6.24113475177305,3.4213283460560437,0.9394963478050268,2,5.827773831519944,5.017729820414077,-0.3309947763754907,0.0026785714285714286,1.3333535397581042,0.3737820834751654
nominal,18.9,True,-6.208112874779543,3.4230160899702105,0.9398066383624207,2,5.862205396347374,5.0308606032374525,-0.3381689929960569,0.0026785714285714286,1.3337929591213635,0.37382927187092996
nominal,19.0,True,-6.175438596491228,3.4246764432791488,0.9401137635715519,2,5.896583329805986,5.043849253377577,-0.3453424982223277,0.0026785714285714286,1.3342279005504436,0.3738760297955546
nominal,19.1,True,-6.143106457242583,3.4263100002880575,0.9404177716061874,2,5.930907965061373,5.056696364199384,-0.35251499256576735,0.0026785714285714286,1.3346584321241548,0.37392236299891696
nominal,19.200000000000003,True,-6.111111111111111,3.4279173391362012,0.940718709667815,2,5.965179627153407,5.069402534701267,-0.3596861798430904,0.0026785714285714286,1.3350846205487283,0.37396827713156167
nominal,19.3,True,-6.07944732297064,3.42949902232628,0.941016624010036,2,5.999398633220755,5.081968369354903,-0.36685576717362545,0.0026785714285714286,1.3355065311922225,0.37401377774675937
nominal,19.4,True,-6.04810996563574,3.4310555972334735,0.9413115599622357,2,6.033565292718543,5.094394477946486,-0.374023464976038,0.0026785714285714286,1.3359242281178982,0.3740588703025188
nominal,19.5,True,-6.017094017094017,3.4325875965951167,0.9416035619525434,2,6.067679907629374,5.1066814754194185,-0.3811889869644007,0.0026785714285714286,1.3363377741166038,0.3741035601635504
nominal,19.6,True,-5.986394557823129,3.4340955389818055,0.9418926735301132,2,6.10174277266796,5.118829981718464,-0.38835205014364077,0.0026785714285714286,1.3367472307381958,0.37414785260318445
nominal,19.700000000000003,True,-5.956006768189507,3.4355799292507663,0.9421789373867465,2,6.1357541754795495,5.130840621635386,-0.3955123748043729,0.0026785714285714286,1.3371526583220386,0.3741917528052455
nominal,19.8,True,-5.925925925925926,3.437041258982239,0.9424623953778806,2,6.16971439683236,5.142714024656085,-0.40266968451712876,0.0026785714285714286,1.3375541160266058,0.3742352658658813
nominal,19.9,True,-5.896147403685093,3.438480006899623,0.9427430885429637,2,6.203623710804289,5.154450824809264,-0.40982370612599767,0.0026785714285714286,1.3379516618582188,0.3742783967953498
