seed,phase,point,policy,cohort,condition,mu,epsilon,method,draw,tracking,feasible,rho
97,A,map,biased-low-speed,50,correct,0.9,8,ControlAware,4,0.007865747286340015,1.0,0.9675464119248378
97,A,map,biased-low-speed,50,correct,0.9,8,Isotropic,0,0.008162518111668984,1.0,0.967933619103344
97,A,map,biased-low-speed,50,correct,0.9,8,Isotropic,1,0.0075055073657184215,1.0,0.9679337935361968
97,A,map,biased-low-speed,50,correct,0.9,8,Isotropic,2,0.00751359708260788,1.0,0.967964879342776
97,A,map,biased-low-speed,50,correct,0.9,8,Isotropic,3,0.007949879852294171,1.0,0.9674768457236818
97,A,map,biased-low-speed,50,correct,0.9,8,Isotropic,4,0.007947948989694965,1.0,0.9675180965071484
97,A,map,biased-low-speed,50,correct,0.9,inf,ControlAware,0,0.007604641513139335,1.0,0.9677211685163526
97,A,map,biased-low-speed,50,correct,0.9,inf,Isotropic,0,0.007604641513139335,1.0,0.9677211685163526
97,A,map,biased-low-speed,100,correct,0.9,2,ControlAware,0,0.007861694596970621,1.0,0.9678850263534018
97,A,map,biased-low-speed,100,correct,0.9,2,ControlAware,1,0.007701284362441932,1.0,0.9679472672471494
97,A,map,biased-low-speed,100,correct,0.9,2,ControlAware,2,0.007634315111760656,1.0,0.967676581824638
97,A,map,biased-low-speed,100,correct,0.9,2,ControlAware,3,0.008249537021154054,1.0,0.9672561550547668
97,A,map,biased-low-speed,100,correct,0.9,2,ControlAware,4,0.008166010556639592,1.0,0.9677358038701004
97,A,map,biased-low-speed,100,correct,0.9,2,Isotropic,0,0.008041904905414038,1.0,0.9678949634711216
97,A,map,biased-low-speed,100,correct,0.9,2,Isotropic,1,0.00766950582312695,1.0,0.9679824682753352
97,A,map,biased-low-speed,100,correct,0.9,2,Isotropic,2,0.007674755791181235,1.0,0.9676414118055588
97,A,map,biased-low-speed,100,correct,0.9,2,Isotropic,3,0.008460268147502586,1.0,0.9672017255999888
97,A,map,biased-low-speed,100,correct,0.9,2,Isotropic,4,0.008379914312061747,1.0,0.9677550633911832
97,A,map,biased-low-speed,100,correct,0.9,4,ControlAware,0,0.007472030106603908,1.0,0.9679821718902134
97,A,map,biased-low-speed,100,correct,0.9,4,ControlAware,1,0.00755081963062304,1.0,0.9678430606553264
97,A,map,biased-low-speed,100,correct,0.9,4,ControlAware,2,0.007534840836365519,1.0,0.967858553101488
97,A,map,biased-low-speed,100,correct,0.9,4,ControlAware,3,0.007558346694789628,1.0,0.9677339493172632
97,A,map,biased-low-speed,100,correct,0.9,4,ControlAware,4,0.007528040884784741,1.0,0.967831645285472
97,A,map,biased-low-speed,100,correct,0.9,4,Isotropic,0,0.007481824168404152,1.0,0.9680489488270068
97,A,map,biased-low-speed,100,correct,0.9,4,Isotropic,1,0.007586340746168981,1.0,0.9678613865357484
97,A,map,biased-low-speed,100,correct,0.9,4,Isotropic,2,0.007533775034191953,1.0,0.967869030997876
97,A,map,biased-low-speed,100,correct,0.9,4,Isotropic,3,0.007575171979103161,1.0,0.9677327433105962
97,A,map,biased-low-speed,100,correct,0.9,4,Isotropic,4,0.007514539300458025,1.0,0.9678526559248322
97,A,map,biased-low-speed,100,correct,0.9,8,ControlAware,0,0.007583361320115041,1.0,0.967704038102823
97,A,map,biased-low-speed,100,correct,0.9,8,ControlAware,1,0.007573243508262247,1.0,0.9678804739904762
97,A,map,biased-low-speed,100,correct,0.9,8,ControlAware,2,0.007487481562935261,1.0,0.9679088412521074
97,A,map,biased-low-speed,100,correct,0.9,8,ControlAware,3,0.00767707316006179,1.0,0.9676475150332956
97,A,map,biased-low-speed,100,correct,0.9,8,ControlAware,4,0.007676565305749566,1.0,0.9675896962431684
97,A,map,biased-low-speed,100,correct,0.9,8,Isotropic,0,0.007599901428894384,1.0,0.967689402517596
97,A,map,biased-low-speed,100,correct,0.9,8,Isotropic,1,0.007581095110904736,1.0,0.9679059104725166
97,A,map,biased-low-speed,100,correct,0.9,8,Isotropic,2,0.007491963165665457,1.0,0.9679375635407288
97,A,map,biased-low-speed,100,correct,0.9,8,Isotropic,3,0.007713136928827562,1.0,0.9676075246053106
97,A,map,biased-low-speed,100,correct,0.9,8,Isotropic,4,0.007720061749064534,1.0,0.9675454316899792
97,A,map,biased-low-speed,100,correct,0.9,inf,ControlAware,0,0.007562112069464654,1.0,0.9677761716668528
97,A,map,biased-low-speed,100,correct,0.9,inf,Isotropic,0,0.007562112069464654,1.0,0.9677761716668528
97,A,map,random,10,correct,0.9,2,ControlAware,0,0.01895064313038648,1.0,0.964898715425329
97,A,map,random,10,correct,0.9,2,ControlAware,1,0.016331989363640626,1.0,0.965709589522348
97,A,map,random,10,correct,0.9,2,ControlAware,2,0.014122170559560525,1.0,0.9696157102053898
97,A,map,random,10,correct,0.9,2,ControlAware,3,0.02870702927859302,1.0,0.9629932366484016
97,A,map,random,10,correct,0.9,2,ControlAware,4,0.026128623482863007,1.0,0.9671577743842436
97,A,map,random,10,correct,0.9,2,Isotropic,0,0.021698683878766216,1.0,0.9644443932361652
97,A,map,random,10,correct,0.9,2,Isotropic,1,0.01974890679668527,1.0,0.96592206010493
97,A,map,random,10,correct,0.9,2,Isotropic,2,0.013092072967072071,1.0,0.96940356151257
97,A,map,random,10,correct,0.9,2,Isotropic,3,0.03491878772044096,1.0,0.9635998846340746
97,A,map,random,10,correct,0.9,2,Isotropic,4,0.027328955848963107,1.0,0.9671869298199124
97,A,map,random,10,correct,0.9,4,ControlAware,0,0.015491023343341216,1.0,0.965408420912802
97,A,map,random,10,correct,0.9,4,ControlAware,1,0.014173942982143596,1.0,0.9684174961258176
97,A,map,random,10,correct,0.9,4,ControlAware,2,0.009105132762693058,1.0,0.9693686192305416
97,A,map,random,10,correct,0.9,4,ControlAware,3,0.01463619511374518,1.0,0.9667331526305292
97,A,map,random,10,correct,0.9,4,ControlAware,4,0.008222161462896161,1.0,0.967945134599426
97,A,map,random,10,correct,0.9,4,Isotropic,0,0.018075473529467166,1.0,0.9655312162402736
97,A,map,random,10,correct,0.9,4,Isotropic,1,0.015955748219243688,1.0,0.9684637581640148
97,A,map,random,10,correct,0.9,4,Isotropic,2,0.009560006942197115,1.0,0.9696602551115268
97,A,map,random,10,correct,0.9,4,Isotropic,3,0.015504181884047953,1.0,0.9670719854131404
97,A,map,random,10,correct,0.9,4,Isotropic,4,0.00838696453508758,1.0,0.9678449755840846
97,A,map,random,10,correct,0.9,8,ControlAware,0,0.00835111153103488,1.0,0.9678000537862772
97,A,map,random,10,correct,0.9,8,ControlAware,1,0.008954496744332881,1.0,0.9689775912046912
97,A,map,random,10,correct,0.9,8,ControlAware,2,0.009267426297278879,1.0,0.9667964253715234
97,A,map,random,10,correct,0.9,8,ControlAware,3,0.014281662780683404,1.0,0.967285289519719
97,A,map,random,10,correct,0.9,8,ControlAware,4,0.008097064252175257,1.0,0.9674601848622956
97,A,map,random,10,correct,0.9,8,Isotropic,0,0.008592467652297715,1.0,0.9679050754211448
97,A,map,random,10,correct,0.9,8,Isotropic,1,0.009728272032391511,1.0,0.9692006754298694
97,A,map,random,10,correct,0.9,8,Isotropic,2,0.009841879756684959,1.0,0.966627358506578
97,A,map,random,10,correct,0.9,8,Isotropic,3,0.016150398879181592,1.0,0.9673899512793356
97,A,map,random,10,correct,0.9,8,Isotropic,4,0.008394040019175961,1.0,0.9674426131222744
97,A,map,random,10,correct,0.9,inf,ControlAware,0,0.007474225884245188,1.0,0.9679366823008078
97,A,map,random,10,correct,0.9,inf,Isotropic,0,0.007474225884245188,1.0,0.9679366823008078
97,A,map,random,20,correct,0.9,2,ControlAware,0,0.00782942921165133,1.0,0.9679118515621324
97,A,map,random,20,correct,0.9,2,ControlAware,1,0.014100263619046857,1.0,0.9689360228426496
97,A,map,random,20,correct,0.9,2,ControlAware,2,0.008890289848120445,1.0,0.9689567243878868
97,A,map,random,20,correct,0.9,2,ControlAware,3,0.016411807700944032,1.0,0.9690697070162076
97,A,map,random,20,correct,0.9,2,ControlAware,4,0.010788483447311582,1.0,0.9684701982550508
97,A,map,random,20,correct,0.9,2,Isotropic,0,0.00782959709811388,1.0,0.9679045565740424
97,A,map,random,20,correct,0.9,2,Isotropic,1,0.017249459894243514,1.0,0.969072449960804
97,A,map,random,20,correct,0.9,2,Isotropic,2,0.00949974256408721,1.0,0.9691549572931724
97,A,map,random,20,correct,0.9,2,Isotropic,3,0.019234099696509334,1.0,0.969328966369293
97,A,map,random,20,correct,0.9,2,Isotropic,4,0.011411046051053225,1.0,0.9682775001503044
97,A,map,random,20,correct,0.9,4,ControlAware,0,0.007918745696650693,1.0,0.9682663573088336
97,A,map,random,20,correct,0.9,4,ControlAware,1,0.008851411866481293,1.0,0.967357096458034
97,A,map,random,20,correct,0.9,4,ControlAware,2,0.009181202075864777,1.0,0.9674582983097492
97,A,map,random,20,correct,0.9,4,ControlAware,3,0.008490922369750228,1.0,0.967134045805186
97,A,map,random,20,correct,0.9,4,ControlAware,4,0.010201506368118335,1.0,0.9686593727547144
97,A,map,random,20,correct,0.9,4,Isotropic,0,0.008271472549428886,1.0,0.9683702681107732
97,A,map,random,20,correct,0.9,4,Isotropic,1,0.009205717961365798,1.0,0.9672649665198816
97,A,map,random,20,correct,0.9,4,Isotropic,2,0.01020911476594939,1.0,0.9673346858304064
97,A,map,random,20,correct,0.9,4,Isotropic,3,0.009216796605776482,1.0,0.9669908097622448
97,A,map,random,20,correct,0.9,4,Isotropic,4,0.011094059205307698,1.0,0.968711705793624
97,A,map,random,20,correct,0.9,8,ControlAware,0,0.008947675979349264,1.0,0.967476741213863
97,A,map,random,20,correct,0.9,8,ControlAware,1,0.007971734198042977,1.0,0.9684316550593888
97,A,map,random,20,correct,0.9,8,ControlAware,2,0.009423974851499387,1.0,0.9675172109190012
97,A,map,random,20,correct,0.9,8,ControlAware,3,0.008549009374471284,1.0,0.9677937627729154
97,A,map,random,20,correct,0.9,8,ControlAware,4,0.008293170555641669,1.0,0.9683997596542064
97,A,map,random,20,correct,0.9,8,Isotropic,0,0.00953534362055849,1.0,0.9673386635423928
97,A,map,random,20,correct,0.9,8,Isotropic,1,0.008129403345075966,1.0,0.9685368644923428
97,A,map,random,20,correct,0.9,8,Isotropic,2,0.01021067061180754,1.0,0.967348426893484
97,A,map,random,20,correct,0.9,8,Isotropic,3,0.008999531144203802,1.0,0.9677460829766362
97,A,map,random,20,correct,0.9,8,Isotropic,4,0.008620895337390412,1.0,0.9684675349418386
97,A,map,random,20,correct,0.9,inf,ControlAware,0,0.007493803759314378,1.0,0.9680088519651344
97,A,map,random,20,correct,0.9,inf,Isotropic,0,0.007493803759314378,1.0,0.9680088519651344
97,A,map,random,30,correct,0.9,2,ControlAware,0,0.013152989284839675,1.0,0.9656364248948142
97,A,map,random,30,correct,0.9,2,ControlAware,1,0.010984482390354508,1.0,0.9670629707697193
97,A,map,random,30,correct,0.9,2,ControlAware,2,0.01085891278707252,1.0,0.966912269449906
97,A,map,random,30,correct,0.9,2,ControlAware,3,0.01168568434104281,1.0,0.9690922151363666
97,A,map,random,30,correct,0.9,2,ControlAware,4,0.01250884859712331,1.0,0.9668948487625162
97,A,map,random,30,correct,0.9,2,Isotropic,0,0.014902316745452029,1.0,0.9651535891131584
97,A,map,random,30,correct,0.9,2,Isotropic,1,0.012012594110367683,1.0,0.9669567997213678
97,A,map,random,30,correct,0.9,2,Isotropic,2,0.011746224290052665,1.0,0.9667895250234542
97,A,map,random,30,correct,0.9,2,Isotropic,3,0.012688077370436264,1.0,0.9692675283526736
97,A,map,random,30,correct,0.9,2,Isotropic,4,0.014286202137123631,1.0,0.966590393617384
97,A,map,random,30,correct,0.9,4,ControlAware,0,0.0095876726708071,1.0,0.9683824471758028
97,A,map,random,30,correct,0.9,4,ControlAware,1,0.012008638056324617,1.0,0.966633141380268
97,A,map,random,30,correct,0.9,4,ControlAware,2,0.009200501774160616,1.0,0.9670937985816536
97,A,map,random,30,correct,0.9,4,ControlAware,3,0.008164411162757788,1.0,0.967233212209652
97,A,map,random,30,correct,0.9,4,ControlAware,4,0.009272999795540925,1.0,0.968110719210276
97,A,map,random,30,correct,0.9,4,Isotropic,0,0.010534725642774648,1.0,0.96857749213962
97,A,map,random,30,correct,0.9,4,Isotropic,1,0.013286168743125017,1.0,0.9664423743762448
97,A,map,random,30,correct,0.9,4,Isotropic,2,0.009745452579052332,1.0,0.9669357885181056
97,A,map,random,30,correct,0.9,4,Isotropic,3,0.008493819340837313,1.0,0.967204841057707
97,A,map,random,30,correct,0.9,4,Isotropic,4,0.009957941272997,1.0,0.9682117406842996
97,A,map,random,30,correct,0.9,8,ControlAware,0,0.007557248361502383,1.0,0.967936177257933
97,A,map,random,30,correct,0.9,8,ControlAware,1,0.008033783377097682,1.0,0.9673140440436864
97,A,map,random,30,correct,0.9,8,ControlAware,2,0.007825886235710476,1.0,0.967425125402946
97,A,map,random,30,correct,0.9,8,ControlAware,3,0.007792397751801633,1.0,0.9674850013684044
97,A,map,random,30,correct,0.9,8,ControlAware,4,0.007750212907646861,1.0,0.9678687431256778
97,A,map,random,30,correct,0.9,8,Isotropic,0,0.0075160854248114105,1.0,0.9679921837708816
97,A,map,random,30,correct,0.9,8,Isotropic,1,0.008174274935541858,1.0,0.9672168766737772
97,A,map,random,30,correct,0.9,8,Isotropic,2,0.007951054073541543,1.0,0.9673884895069428
97,A,map,random,30,correct,0.9,8,Isotropic,3,0.007805425096244652,1.0,0.967439166046998
97,A,map,random,30,correct,0.9,8,Isotropic,4,0.007920432772403839,1.0,0.9678922936623512
97,A,map,random,30,correct,0.9,inf,ControlAware,0,0.007629695199233537,1.0,0.9676416285809742
97,A,map,random,30,correct,0.9,inf,Isotropic,0,0.007629695199233537,1.0,0.9676416285809742
97,A,map,random,50,correct,0.9,2,ControlAware,0,0.007837640522686606,1.0,0.9681961814982406
97,A,map,random,50,correct,0.9,2,ControlAware,1,0.008494028385376929,1.0,0.968134710890894
97,A,map,random,50,correct,0.9,2,ControlAware,2,0.008292100291394173,1.0,0.967709082098674
97,A,map,random,50,correct,0.9,2,ControlAware,3,0.009111440626718774,1.0,0.968445369478544
97,A,map,random,50,correct,0.9,2,ControlAware,4,0.007913977255761437,1.0,0.9682340141435528
97,A,map,random,50,correct,0.9,2,Isotropic,0,0.007876008059450334,1.0,0.968158554503914
97,A,map,random,50,correct,0.9,2,Isotropic,1,0.008919667098169045,1.0,0.968299420720925
97,A,map,random,50,correct,0.9,2,Isotropic,2,0.008666835440821656,1.0,0.9677500796830236
97,A,map,random,50,correct,0.9,2,Isotropic,3,0.009703776136037791,1.0,0.9685334021145312
97,A,map,random,50,correct,0.9,2,Isotropic,4,0.008082001376948587,1.0,0.9682658830367464
97,A,map,random,50,correct,0.9,4,ControlAware,0,0.00784638030731535,1.0,0.9675960788482098
97,A,map,random,50,correct,0.9,4,ControlAware,1,0.007845657166172252,1.0,0.9677411398339132
97,A,map,random,50,correct,0.9,4,ControlAware,2,0.008338967246428861,1.0,0.9670832448461404
97,A,map,random,50,correct,0.9,4,ControlAware,3,0.007567731720845102,1.0,0.9679797313916492
97,A,map,random,50,correct,0.9,4,ControlAware,4,0.00812565268521906,1.0,0.967672631411474
97,A,map,random,50,correct,0.9,4,Isotropic,0,0.007868596345725818,1.0,0.9675124984724084
97,A,map,random,50,correct,0.9,4,Isotropic,1,0.007951168973783822,1.0,0.9677426056264006
97,A,map,random,50,correct,0.9,4,Isotropic,2,0.0086811453623738,1.0,0.9668591055872224
97,A,map,random,50,correct,0.9,4,Isotropic,3,0.00760146187449312,1.0,0.9680056850422464
97,A,map,random,50,correct,0.9,4,Isotropic,4,0.008403514731668659,1.0,0.967686290160988
97,A,map,random,50,correct,0.9,8,ControlAware,0,0.007879457461144228,1.0,0.967989468639875
97,A,map,random,50,correct,0.9,8,ControlAware,1,0.0074647645544178255,1.0,0.9680094497416324
97,A,map,random,50,correct,0.9,8,ControlAware,2,0.007435384936792644,1.0,0.9680180359266878
97,A,map,random,50,correct,0.9,8,ControlAware,3,0.007787790030035415,1.0,0.9676205561627864
97,A,map,random,50,correct,0.9,8,ControlAware,4,0.007726921313663339,1.0,0.9676482566602228
97,A,map,random,50,correct,0.9,8,Isotropic,0,0.00804683876148656,1.0,0.9680290886748378
97,A,map,random,50,correct,0.9,8,Isotropic,1,0.007465939475913133,1.0,0.9680290626344326
97,A,map,random,50,correct,0.9,8,Isotropic,2,0.00744205121859733,1.0,0.9680598835753303
97,A,map,random,50,correct,0.9,8,Isotropic,3,0.007805520117981311,1.0,0.9675792882092392
97,A,map,random,50,correct,0.9,8,Isotropic,4,0.007793864241766937,1.0,0.9676200131748902
97,A,map,random,50,correct,0.9,inf,ControlAware,0,0.007538923550024461,1.0,0.9678198249605282
97,A,map,random,50,correct,0.9,inf,Isotropic,0,0.007538923550024461,1.0,0.9678198249605282
97,A,map,random,100,correct,0.9,2,ControlAware,0,0.007861694596970621,1.0,0.9678850263534018
97,A,map,random,100,correct,0.9,2,ControlAware,1,0.007701284362441853,1.0,0.967947267247149
97,A,map,random,100,correct,0.9,2,ControlAware,2,0.007634315111760656,1.0,0.967676581824638
97,A,map,random,100,correct,0.9,2,ControlAware,3,0.008249537021154083,1.0,0.9672561550547664
97,A,map,random,100,correct,0.9,2,ControlAware,4,0.008166010556639592,1.0,0.9677358038701004
97,A,map,random,100,correct,0.9,2,Isotropic,0,0.008041904905414038,1.0,0.9678949634711216
97,A,map,random,100,correct,0.9,2,Isotropic,1,0.00766950582312695,1.0,0.9679824682753352
97,A,map,random,100,correct,0.9,2,Isotropic,2,0.007674755791181235,1.0,0.9676414118055588
97,A,map,random,100,correct,0.9,2,Isotropic,3,0.008460268147502586,1.0,0.9672017255999888
97,A,map,random,100,correct,0.9,2,Isotropic,4,0.008379914312061747,1.0,0.9677550633911832
97,A,map,random,100,correct,0.9,4,ControlAware,0,0.007472030106603899,1.0,0.9679821718902134
97,A,map,random,100,correct,0.9,4,ControlAware,1,0.00755081963062305,1.0,0.9678430606553264
97,A,map,random,100,correct,0.9,4,ControlAware,2,0.007534840836365508,1.0,0.967858553101488
97,A,map,random,100,correct,0.9,4,ControlAware,3,0.0075583466947896525,1.0,0.9677339493172646
97,A,map,random,100,correct,0.9,4,ControlAware,4,0.007528040884784741,1.0,0.967831645285472
97,A,map,random,100,correct,0.9,4,Isotropic,0,0.007481824168404152,1.0,0.9680489488270068
97,A,map,random,100,correct,0.9,4,Isotropic,1,0.007586340746168981,1.0,0.9678613865357484
97,A,map,random,100,correct,0.9,4,Isotropic,2,0.007533775034191953,1.0,0.967869030997876
97,A,map,random,100,correct,0.9,4,Isotropic,3,0.007575171979103179,1.0,0.9677327433105962
97,A,map,random,100,correct,0.9,4,Isotropic,4,0.007514539300458031,1.0,0.967852655924832
97,A,map,random,100,correct,0.9,8,ControlAware,0,0.007583361320115041,1.0,0.967704038102823
97,A,map,random,100,correct,0.9,8,ControlAware,1,0.007573243508262247,1.0,0.9678804739904762
97,A,map,random,100,correct,0.9,8,ControlAware,2,0.00748748156293524,1.0,0.9679088412521072
97,A,map,random,100,correct,0.9,8,ControlAware,3,0.007677073160061797,1.0,0.9676475150332956
97,A,map,random,100,correct,0.9,8,ControlAware,4,0.007676565305749566,1.0,0.9675896962431684
97,A,map,random,100,correct,0.9,8,Isotropic,0,0.007599901428894384,1.0,0.967689402517596
97,A,map,random,100,correct,0.9,8,Isotropic,1,0.007581095110904749,1.0,0.9679059104725166
97,A,map,random,100,correct,0.9,8,Isotropic,2,0.007491963165665477,1.0,0.9679375635407288
97,A,map,random,100,correct,0.9,8,Isotropic,3,0.007713136928827562,1.0,0.9676075246053106
97,A,map,random,100,correct,0.9,8,Isotropic,4,0.007720061749064534,1.0,0.9675454316899792
97,A,map,random,100,correct,0.9,inf,ControlAware,0,0.007562112069464654,1.0,0.9677761716668528
97,A,map,random,100,correct,0.9,inf,Isotropic,0,0.007562112069464654,1.0,0.9677761716668528
97,B,boundary,balanced,30,correct,0.7,4,ControlAware,0,0.010067654500172853,1.0,0.9685501949117564
97,B,boundary,balanced,30,correct,0.7,4,ControlAware,1,0.012012913267608075,1.0,0.9668574607904702
97,B,boundary,balanced,30,correct,0.7,4,ControlAware,2,0.009454831244949734,1.0,0.9673006861681156
97,B,boundary,balanced,30,correct,0.7,4,ControlAware,3,0.00842939515260645,1.0,0.9674365515175194
97,B,boundary,balanced,30,correct,0.7,4,ControlAware,4,0.009768834375265475,1.0,0.9682846222901312
97,B,boundary,balanced,30,correct,0.7,4,Isotropic,0,0.011101994112072876,1.0,0.9687399327044276
97,B,boundary,balanced,30,correct,0.7,4,Isotropic,1,0.013287250800592365,1.0,0.9666733840476008
97,B,boundary,balanced,30,correct,0.7,4,Isotropic,2,0.010010307582515325,1.0,0.9671480557784792
97,B,boundary,balanced,30,correct,0.7,4,Isotropic,3,0.008761834787126489,1.0,0.967407704681241
97,B,boundary,balanced,30,correct,0.7,4,Isotropic,4,0.010519500854750221,1.0,0.9683824078011112
97,B,boundary,balanced,30,correct,0.7,inf,ControlAware,0,0.00788933314912382,1.0,0.9678305239254802
97,B,boundary,balanced,30,correct,0.7,inf,Isotropic,0,0.007889333149123821,1.0,0.9678305239254796
97,B,boundary,balanced,30,correct,0.9,4,ControlAware,0,0.009621172138308138,1.0,0.9685501949117564
97,B,boundary,balanced,30,correct,0.9,4,ControlAware,1,0.011607225174425743,1.0,0.9668574607904702
97,B,boundary,balanced,30,correct,0.9,4,ControlAware,2,0.009134327772082406,1.0,0.9673006861681156
97,B,boundary,balanced,30,correct,0.9,4,ControlAware,3,0.008080042085624246,1.0,0.9674365515175194
97,B,boundary,balanced,30,correct,0.9,4,ControlAware,4,0.009266340590200253,1.0,0.9682846222901312
97,B,boundary,balanced,30,correct,0.9,4,Isotropic,0,0.010619220172833331,1.0,0.9687399327044276
97,B,boundary,balanced,30,correct,0.9,4,Isotropic,1,0.012851381653733581,1.0,0.9666733840476008
97,B,boundary,balanced,30,correct,0.9,4,Isotropic,2,0.0096816075576915,1.0,0.9671480557784792
97,B,boundary,balanced,30,correct,0.9,4,Isotropic,3,0.008413627085496379,1.0,0.967407704681241
97,B,boundary,balanced,30,correct,0.9,4,Isotropic,4,0.00998757830814442,1.0,0.9683824078011112
97,B,boundary,balanced,30,correct,0.9,inf,ControlAware,0,0.007533816399201556,1.0,0.9678305239254802
97,B,boundary,balanced,30,correct,0.9,inf,Isotropic,0,0.0075338163992015586,1.0,0.9678305239254796
97,B,boundary,balanced,30,narrow-10pct,0.7,4,ControlAware,0,0.009679309035227514,1.0,0.9684819772520736
97,B,boundary,balanced,30,narrow-10pct,0.7,4,ControlAware,1,0.011366599371935184,1.0,0.96696305928877
97,B,boundary,balanced,30,narrow-10pct,0.7,4,ControlAware,2,0.00920154597336352,1.0,0.9673563976606298
97,B,boundary,balanced,30,narrow-10pct,0.7,4,ControlAware,3,0.008334849089407396,1.0,0.9674786653996684
97,B,boundary,balanced,30,narrow-10pct,0.7,4,ControlAware,4,0.00941772368658886,1.0,0.9682412730594326
97,B,boundary,balanced,30,narrow-10pct,0.7,4,Isotropic,0,0.01054764719748923,1.0,0.9686547511674204
97,B,boundary,balanced,30,narrow-10pct,0.7,4,Isotropic,1,0.012463341440333267,1.0,0.9668004001398338
97,B,boundary,balanced,30,narrow-10pct,0.7,4,Isotropic,2,0.009672473344531357,1.0,0.9672199920636476
97,B,boundary,balanced,30,narrow-10pct,0.7,4,Isotropic,3,0.008610934591851452,1.0,0.9674514682736226
97,B,boundary,balanced,30,narrow-10pct,0.7,4,Isotropic,4,0.010068607390905818,1.0,0.9683298021783956
97,B,boundary,balanced,30,narrow-10pct,0.7,inf,ControlAware,0,0.00788933314912382,1.0,0.9678305239254802
97,B,boundary,balanced,30,narrow-10pct,0.7,inf,Isotropic,0,0.00788933314912382,1.0,0.9678305239254802
97,B,boundary,balanced,30,narrow-10pct,0.9,4,ControlAware,0,0.00924817450278832,1.0,0.9684819772520736
97,B,boundary,balanced,30,narrow-10pct,0.9,4,ControlAware,1,0.010975396672123676,1.0,0.96696305928877
97,B,boundary,balanced,30,narrow-10pct,0.9,4,ControlAware,2,0.008881789543407398,1.0,0.9673563976606298
97,B,boundary,balanced,30,narrow-10pct,0.9,4,ControlAware,3,0.007986577250904058,1.0,0.9674786653996684
97,B,boundary,balanced,30,narrow-10pct,0.9,4,ControlAware,4,0.008931768740917605,1.0,0.9682412730594326
97,B,boundary,balanced,30,narrow-10pct,0.9,4,Isotropic,0,0.010085567414061474,1.0,0.9686547511674204
97,B,boundary,balanced,30,narrow-10pct,0.9,4,Isotropic,1,0.012047475739065821,1.0,0.9668004001398338
97,B,boundary,balanced,30,narrow-10pct,0.9,4,Isotropic,2,0.00934736011621854,1.0,0.9672199920636476
97,B,boundary,balanced,30,narrow-10pct,0.9,4,Isotropic,3,0.008264512648394586,1.0,0.9674514682736226
97,B,boundary,balanced,30,narrow-10pct,0.9,4,Isotropic,4,0.009556053668159911,1.0,0.9683298021783956
97,B,boundary,balanced,30,narrow-10pct,0.9,inf,ControlAware,0,0.007533816399201556,1.0,0.9678305239254802
97,B,boundary,balanced,30,narrow-10pct,0.9,inf,Isotropic,0,0.007533816399201556,1.0,0.9678305239254802
97,B,boundary,balanced,30,outliers-10pct,0.7,4,ControlAware,0,0.011213306426624964,1.0,0.9692019015442462
97,B,boundary,balanced,30,outliers-10pct,0.7,4,ControlAware,1,0.010783444244352987,1.0,0.9677194922157896
97,B,boundary,balanced,30,outliers-10pct,0.7,4,ControlAware,2,0.0084033203287346,1.0,0.9680965808579268
97,B,boundary,balanced,30,outliers-10pct,0.7,4,ControlAware,3,0.008737223605917369,1.0,0.9682245241244496
97,B,boundary,balanced,30,outliers-10pct,0.7,4,ControlAware,4,0.012996519188434275,1.0,0.9689628429574034
97,B,boundary,balanced,30,outliers-10pct,0.7,4,Isotropic,0,0.012241945736209637,1.0,0.9693712690630668
97,B,boundary,balanced,30,outliers-10pct,0.7,4,Isotropic,1,0.011723332135569186,1.0,0.9675589065465235
97,B,boundary,balanced,30,outliers-10pct,0.7,4,Isotropic,2,0.008514810687994225,1.0,0.96796519560161
97,B,boundary,balanced,30,outliers-10pct,0.7,4,Isotropic,3,0.008808819773010576,1.0,0.9681922575392564
97,B,boundary,balanced,30,outliers-10pct,0.7,4,Isotropic,4,0.013845485835754066,1.0,0.9690486322478112
97,B,boundary,balanced,30,outliers-10pct,0.7,inf,ControlAware,0,0.009075019878012005,1.0,0.9685626110345548
97,B,boundary,balanced,30,outliers-10pct,0.7,inf,Isotropic,0,0.009075019878012005,1.0,0.9685626110345548
97,B,boundary,balanced,30,outliers-10pct,0.9,4,ControlAware,0,0.010671383536063495,1.0,0.9692019015442462
97,B,boundary,balanced,30,outliers-10pct,0.9,4,ControlAware,1,0.010357597159613385,1.0,0.9677194922157896
97,B,boundary,balanced,30,outliers-10pct,0.9,4,ControlAware,2,0.007999027851022224,1.0,0.9680965808579268
97,B,boundary,balanced,30,outliers-10pct,0.9,4,ControlAware,3,0.008278314877322819,1.0,0.9682245241244496
97,B,boundary,balanced,30,outliers-10pct,0.9,4,ControlAware,4,0.012350369874430353,1.0,0.9689628429574034
97,B,boundary,balanced,30,outliers-10pct,0.9,4,Isotropic,0,0.011677064855466024,1.0,0.9693712690630668
97,B,boundary,balanced,30,outliers-10pct,0.9,4,Isotropic,1,0.01129036417583205,1.0,0.9675589065465235
97,B,boundary,balanced,30,outliers-10pct,0.9,4,Isotropic,2,0.008129107867473674,1.0,0.96796519560161
97,B,boundary,balanced,30,outliers-10pct,0.9,4,Isotropic,3,0.008351090156693563,1.0,0.9681922575392564
97,B,boundary,balanced,30,outliers-10pct,0.9,4,Isotropic,4,0.013168554449501308,1.0,0.9690486322478112
