design,client_id,family,method,max_small_signal_spectral_radius,small_signal_stable
structured,handling_00,handling,M4,0.9550608287511981,True
structured,handling_00,handling,M5,0.9550608287511981,True
structured,handling_01,handling,M1,0.9560228778277371,True
structured,handling_01,handling,M2,0.9524955269024181,True
structured,handling_01,handling,M3,0.9587908796070309,True
structured,handling_01,handling,M4,0.9552716392936892,True
structured,handling_01,handling,M5,0.9552716392936892,True
structured,handling_02,handling,M1,0.9555729086599521,True
structured,handling_02,handling,M2,0.9519316380996291,True
structured,handling_02,handling,M3,0.9583684995403678,True
structured,handling_02,handling,M4,0.9547677458717981,True
structured,handling_02,handling,M5,0.9547677458717981,True
structured,handling_03,handling,M1,0.956546356639627,True
structured,handling_03,handling,M2,0.9532368968513232,True
structured,handling_03,handling,M3,0.959036770300184,True
structured,handling_03,handling,M4,0.9557540751675299,True
structured,handling_03,handling,M5,0.9557540751675299,True
structured,handling_04,handling,M1,0.9555802219636825,True
structured,handling_04,handling,M2,0.952020283675791,True
structured,handling_04,handling,M3,0.9581534777970864,True
structured,handling_04,handling,M4,0.9546802088252258,True
structured,handling_04,handling,M5,0.9546802088252258,True
structured,handling_05,handling,M1,0.9552869588476927,True
structured,handling_05,handling,M2,0.9515807710083627,True
structured,handling_05,handling,M3,0.9580424014135179,True
structured,handling_05,handling,M4,0.9544169856079122,True
structured,handling_05,handling,M5,0.9544169856079122,True
structured,handling_06,handling,M1,0.9566936373376955,True
structured,handling_06,handling,M2,0.9533893188342085,True
structured,handling_06,handling,M3,0.9592814913651481,True
structured,handling_06,handling,M4,0.9559627769289228,True
structured,handling_06,handling,M5,0.9559627769289228,True
structured,handling_07,handling,M1,0.9578319012191014,True
structured,handling_07,handling,M2,0.9548253053382391,True
structured,handling_07,handling,M3,0.9602304605895744,True
structured,handling_07,handling,M4,0.9571720527542331,True
structured,handling_07,handling,M5,0.9571720527542331,True
structured,handling_08,handling,M1,0.9553755468420954,True
structured,handling_08,handling,M2,0.9516748492101812,True
structured,handling_08,handling,M3,0.9582192814299864,True
structured,handling_08,handling,M4,0.9545633294186147,True
structured,handling_08,handling,M5,0.9545633294186147,True
structured,handling_09,handling,M1,0.9554599655477787,True
structured,handling_09,handling,M2,0.9518143915085794,True
structured,handling_09,handling,M3,0.9581854239884633,True
structured,handling_09,handling,M4,0.9546059243430127,True
structured,handling_09,handling,M5,0.9546059243430127,True
