seed,test_seed,scenario,severity,method,client,family,tracking,peak_steering,peak_acceleration,peak_steering_rate,beta_rms,steering_rms,feasible
12,112,previous_s_curve,near_linear,M1,nominal_00,nominal,0.01931889473929841,1.0117614388102518,1.5730775941665818,0.914092748706986,0.1756761869894677,0.4408649697156722,1.0
12,112,previous_s_curve,near_linear,M1,nominal_01,nominal,0.018225270026405914,1.0245700348720925,1.5771830510946088,0.9242570775038907,0.16653566435548517,0.44794747443696603,1.0
12,112,previous_s_curve,near_linear,M1,nominal_02,nominal,0.01816453167255238,1.125239395499984,1.5800884599045912,1.0083900702512274,0.15245684283505517,0.5024232340682148,1.0
12,112,previous_s_curve,near_linear,M1,nominal_03,nominal,0.01799957200688776,1.0353805491247954,1.57505014370366,0.9329940129890685,0.17275301891622852,0.4537865956311135,1.0
12,112,previous_s_curve,near_linear,M1,nominal_04,nominal,0.01728771684391149,1.0440947356084176,1.5823305167823998,0.9403888335514234,0.15245086401268174,0.45863759634253476,1.0
12,112,previous_s_curve,near_linear,M1,nominal_05,nominal,0.01745037461766074,1.103368758034942,1.5816428700830811,0.9898710799976224,0.15112079495856606,0.4906797229389573,1.0
12,112,previous_s_curve,near_linear,M1,nominal_06,nominal,0.017105650284666395,1.06633240062122,1.5792871461958118,0.9586801037427274,0.16067564365967477,0.4706312235599416,1.0
12,112,previous_s_curve,near_linear,M1,nominal_07,nominal,0.01735827288395125,1.058723445791869,1.5781676019443787,0.9525246015635198,0.16298696905641102,0.4664518485335928,1.0
12,112,previous_s_curve,near_linear,M1,nominal_08,nominal,0.017833239089670053,1.0347664825405485,1.5758719070254918,0.9322968288355233,0.1716615213438225,0.45352223952450293,1.0
12,112,previous_s_curve,near_linear,M1,nominal_09,nominal,0.017945769942414296,1.1147400951012891,1.5821052037803305,0.9997315254922798,0.1475287930191264,0.49677550514468194,1.0
12,112,previous_s_curve,near_linear,M1,heavy_00,heavy,0.020100131096022357,1.04704333731835,1.562170545981247,0.9448063314657406,0.19516205224377375,0.4592729804486953,1.0
12,112,previous_s_curve,near_linear,M1,heavy_01,heavy,0.020907401344530962,1.043394428975064,1.5537746565225241,0.9413730874535096,0.21880172312530904,0.45719605188758694,1.0
12,112,previous_s_curve,near_linear,M1,heavy_02,heavy,0.020900491778810815,1.0505809743703327,1.5527897744520105,0.94753017749387,0.21965492884704466,0.46097873458050276,1.0
12,112,previous_s_curve,near_linear,M1,heavy_03,heavy,0.021783445919889264,1.0288267785608318,1.553201399790607,0.9299575960801677,0.2190066220446275,0.4492441268013133,1.0
