seed,test_seed,scenario,severity,method,client,family,tracking,peak_steering,peak_acceleration,peak_steering_rate,beta_rms,steering_rms,feasible
11,111,previous_s_curve,near_linear,M1,nominal_00,nominal,0.016926128282405386,1.0740885807291747,1.5806245288185488,0.9650564164884059,0.15489576359002719,0.47485215376274653,1.0
11,111,previous_s_curve,near_linear,M1,nominal_01,nominal,0.016579081048090766,1.0747368000191084,1.5815748052334482,0.965135475362107,0.1549559854552339,0.4753403434477336,1.0
11,111,previous_s_curve,near_linear,M1,nominal_02,nominal,0.017211429102063972,1.0924117575527335,1.5802787468740036,0.9803803551415284,0.1545648079231276,0.48475030954087367,1.0
11,111,previous_s_curve,near_linear,M1,nominal_03,nominal,0.017423614539025842,1.0983701456220463,1.5834689148665828,0.9855297774161216,0.14545685739042463,0.4880371717633435,1.0
11,111,previous_s_curve,near_linear,M1,nominal_04,nominal,0.018266786582742597,1.0212717335041648,1.5723543570999594,0.9215501347728732,0.1765992145888809,0.4460294583103621,1.0
11,111,previous_s_curve,near_linear,M1,nominal_05,nominal,0.017367391719141503,1.0399550797618047,1.5745454608527747,0.9365402658368215,0.17256341149948284,0.4562762861902548,1.0
11,111,previous_s_curve,near_linear,M1,nominal_06,nominal,0.017941073214347427,1.0697994962242612,1.5673565229129267,0.9619826270356726,0.1856146840127359,0.47202672693516845,1.0
11,111,previous_s_curve,near_linear,M1,nominal_07,nominal,0.01806736376713913,1.0158731015889908,1.5748398770591243,0.9168276816580152,0.17167589053195154,0.4432273871420852,1.0
11,111,previous_s_curve,near_linear,M1,nominal_08,nominal,0.017478531977245665,1.0871345782574449,1.5698998976586998,0.975954816169102,0.18053451788149943,0.481588519442295,1.0
11,111,previous_s_curve,near_linear,M1,nominal_09,nominal,0.017105800337416436,1.0834732766823085,1.5818606946678009,0.9730381594847888,0.1504714429821131,0.47993258575385317,1.0
11,111,previous_s_curve,near_linear,M1,heavy_00,heavy,0.01940266632633569,1.0894000636520529,1.5593200902519286,0.9798050762169738,0.19661953643456354,0.4819820944838284,1.0
11,111,previous_s_curve,near_linear,M1,heavy_01,heavy,0.02119017306368828,1.0308873877512907,1.5521751839319529,0.9319498011204151,0.21740084332404752,0.4502362915211231,1.0
11,111,previous_s_curve,near_linear,M1,heavy_02,heavy,0.02137874250418765,1.018779308699463,1.5539952170656466,0.9219228764014271,0.21393746967052857,0.44379764650680587,1.0
11,111,previous_s_curve,near_linear,M1,heavy_03,heavy,0.020235507402123928,1.085162516726879,1.5460304317325573,0.9759811658930806,0.23060926487063657,0.4793461726442594,1.0
11,111,previous_s_curve,near_linear,M1,heavy_04,heavy,0.02220598040035085,1.0148062021437363,1.548213620108208,0.9187133321769864,0.22890529658729913,0.44153184357080016,1.0
11,111,previous_s_curve,near_linear,M1,heavy_05,heavy,0.021407851153989528,1.0373316772419692,1.5460353222345224,0.9367622501472008,0.23439053456381542,0.4536423330929576,1.0
11,111,previous_s_curve,near_linear,M1,heavy_06,heavy,0.021992266230780527,1.018519816912178,1.5493926885344713,0.9219133011995467,0.22489736261576582,0.4435116013807187,1.0
11,111,previous_s_curve,near_linear,M1,heavy_07,heavy,0.019568184045481298,1.1086172720873588,1.5526215999436817,0.9952233393900811,0.21335615249971124,0.49224247873079374,1.0
11,111,previous_s_curve,near_linear,M1,heavy_08,heavy,0.019776092042842308,1.0400090536536017,1.5588246904356753,0.9384774752719884,0.20377859254249175,0.45548929347322276,1.0
11,111,previous_s_curve,near_linear,M1,heavy_09,heavy,0.019977796944857355,1.0559729700968152,1.5536348342153539,0.9518143013580714,0.21494749624709833,0.46389955563072294,1.0
11,111,previous_s_curve,near_linear,M1,handling_00,handling,0.020606853402499094,1.1736460354011662,1.5895197637492722,1.0483063715221446,0.12976050542106624,0.5292758021500525,1.0
11,111,previous_s_curve,near_linear,M1,handling_01,handling,0.019483333085136455,1.157391804462897,1.58964490287318,1.034418135480002,0.13156170514170692,0.5204952356219957,1.0
11,111,previous_s_curve,near_linear,M1,handling_02,handling,0.020826371333041195,1.1796035711203052,1.5890691903402505,1.053153976446962,0.13134742599046423,0.5325479197288921,1.0
11,111,previous_s_curve,near_linear,M1,handling_03,handling,0.02016868513597247,1.166424025979464,1.5895793925132635,1.0422233715152482,0.13005162754712848,0.5253490702583439,1.0
11,111,previous_s_curve,near_linear,M1,handling_04,handling,0.019382457939962013,1.1565879114016024,1.5908278104336437,1.0336049170030042,0.12968993859411185,0.5201454770769269,1.0
11,111,previous_s_curve,near_linear,M1,handling_05,handling,0.022112401015882126,1.1954371731887528,1.5948869619138117,1.066354995075489,0.11859559443739444,0.5414956849653192,1.0
11,111,previous_s_curve,near_linear,M1,handling_06,handling,0.02100238751854989,1.170238877478504,1.5961553923602505,1.0457197251251613,0.11348213003579673,0.5276214792136207,1.0
