seed,point,cohort,epsilon,method,draw,tracking,parameter_error,feasible,rho
110,discriminating,20,8,ControlAwareDP,9,0.00824850469399947,0.14868817376483057,1.0,0.9692261732428537
110,discriminating,20,8,FamilyNonPrivate,0,0.007551412826984449,0.048059203924964815,1.0,0.9687554568517084
110,discriminating,20,8,IsotropicDP,0,0.00792229033345557,0.05993502199266061,1.0,0.9683047222247604
110,discriminating,20,8,IsotropicDP,1,0.00932399450234233,0.08785713814417839,1.0,0.9688485440130088
110,discriminating,20,8,IsotropicDP,2,0.008537489880003078,0.07682404878092357,1.0,0.969361909300703
110,discriminating,20,8,IsotropicDP,3,0.008615611198355319,0.07599567131017455,1.0,0.9687987930341266
110,discriminating,20,8,IsotropicDP,4,0.009008137011299476,0.06668020823069855,1.0,0.9689397054741252
110,discriminating,20,8,IsotropicDP,5,0.0083506229224709,0.06479426488312542,1.0,0.9685002309828976
110,discriminating,20,8,IsotropicDP,6,0.008163938485976664,0.08407779574990579,1.0,0.9684033420234652
110,discriminating,20,8,IsotropicDP,7,0.008610976884066486,0.073525793774811,1.0,0.9691020425687656
110,discriminating,20,8,IsotropicDP,8,0.008449231653687307,0.07887801363565891,1.0,0.9687235351091332
110,discriminating,20,8,IsotropicDP,9,0.008335899771306813,0.0775853033677356,1.0,0.9693074197321144
110,discriminating,20,8,Local,0,0.006774432192458256,0.021640171844250017,1.0,0.968764212122126
110,shared-viable,50,4,ControlAwareDP,0,0.008442048867466618,0.12005402749068163,1.0,0.9688819298320196
110,shared-viable,50,4,ControlAwareDP,1,0.0076418051499735,0.05852002097052965,1.0,0.9688396488838072
110,shared-viable,50,4,ControlAwareDP,2,0.007854427976746807,0.10677937906559185,1.0,0.9689105926052344
110,shared-viable,50,4,ControlAwareDP,3,0.007900280772097375,0.0899830424143429,1.0,0.9689505291502554
110,shared-viable,50,4,ControlAwareDP,4,0.007440592613010303,0.09589601434347443,1.0,0.9685424411360878
110,shared-viable,50,4,ControlAwareDP,5,0.007715725169496201,0.07139669021877072,1.0,0.9686971808120116
110,shared-viable,50,4,ControlAwareDP,6,0.009195111784452297,0.0707491176248581,1.0,0.9697886481175304
110,shared-viable,50,4,ControlAwareDP,7,0.008065720821249081,0.08279750211284227,1.0,0.9688576489745392
110,shared-viable,50,4,ControlAwareDP,8,0.007763187599083965,0.14368745772562602,1.0,0.968900294508148
110,shared-viable,50,4,ControlAwareDP,9,0.00797425895209165,0.1243485699994038,1.0,0.9690345587908128
110,shared-viable,50,4,FamilyNonPrivate,0,0.0074736007893600725,0.04736421177870295,1.0,0.9686979658085656
110,shared-viable,50,4,IsotropicDP,0,0.008706131935943306,0.07179474986615572,1.0,0.9689331147714108
110,shared-viable,50,4,IsotropicDP,1,0.00766508583596101,0.052509273352070215,1.0,0.9688635537674816
110,shared-viable,50,4,IsotropicDP,2,0.008082572467299105,0.06418683463851653,1.0,0.9689701876893853
110,shared-viable,50,4,IsotropicDP,3,0.008084570990311533,0.0596883767251594,1.0,0.969014430194432
110,shared-viable,50,4,IsotropicDP,4,0.007488874978915185,0.05192106199985856,1.0,0.968500792663704
110,shared-viable,50,4,IsotropicDP,5,0.007827550608653675,0.06504536121462719,1.0,0.9686781488476136
110,shared-viable,50,4,IsotropicDP,6,0.009742993421945638,0.07271775574534622,1.0,0.970009890683842
110,shared-viable,50,4,IsotropicDP,7,0.008261785917411743,0.06863314570516166,1.0,0.9688683636488878
110,shared-viable,50,4,IsotropicDP,8,0.007904067404758706,0.059747122082190976,1.0,0.9689909628103648
110,shared-viable,50,4,IsotropicDP,9,0.00820561534136063,0.07739821756117593,1.0,0.969106148385772
110,shared-viable,50,4,Local,0,0.006774432192458256,0.021640171844250017,1.0,0.968764212122126
