seed,point,cohort,epsilon,method,draw,tracking,parameter_error,feasible,rho
111,shared-viable,50,4,Local,0,0.006818511464398232,0.025378659733359905,1.0,0.9689720247849348
112,discriminating,20,8,ControlAwareDP,0,0.007908085825170368,0.1179150381650489,1.0,0.9680469686396356
112,discriminating,20,8,ControlAwareDP,1,0.008289736932209406,0.06750575335672557,1.0,0.9677717571086364
112,discriminating,20,8,ControlAwareDP,2,0.008238343328270736,0.11090671153469642,1.0,0.9684940642874592
112,discriminating,20,8,ControlAwareDP,3,0.00877759456519784,0.07859363450987442,1.0,0.9671493299565358
112,discriminating,20,8,ControlAwareDP,4,0.008642723912918877,0.08579719250109029,1.0,0.968785448712185
112,discriminating,20,8,ControlAwareDP,5,0.007815951219717713,0.15062255554115894,1.0,0.9677798400794018
112,discriminating,20,8,ControlAwareDP,6,0.008219379779478252,0.07951003205276526,1.0,0.9674263683849336
112,discriminating,20,8,ControlAwareDP,7,0.008306066000855934,0.18941527370187752,1.0,0.9679129029628908
112,discriminating,20,8,ControlAwareDP,8,0.009075160924296095,0.09355693171378889,1.0,0.9684742103494144
112,discriminating,20,8,ControlAwareDP,9,0.009414029120072696,0.09571476550294288,1.0,0.9671258649817424
112,discriminating,20,8,FamilyNonPrivate,0,0.007719188216834284,0.04719034744073915,1.0,0.9682128680555824
112,discriminating,20,8,IsotropicDP,0,0.008103589128029016,0.06428004358312528,1.0,0.9680767713211617
112,discriminating,20,8,IsotropicDP,1,0.008621130790216465,0.06426607640514481,1.0,0.9677151385253892
112,discriminating,20,8,IsotropicDP,2,0.008560309370374792,0.06696236386670838,1.0,0.9685802345863724
112,discriminating,20,8,IsotropicDP,3,0.009254224766480851,0.05916663118831079,1.0,0.966914560199258
112,discriminating,20,8,IsotropicDP,4,0.009017127214065786,0.07738171979156802,1.0,0.9689189906100484
112,discriminating,20,8,IsotropicDP,5,0.007981904472793422,0.061247445551367324,1.0,0.9676854359722652
112,discriminating,20,8,IsotropicDP,6,0.00848882823895177,0.05609408634785143,1.0,0.9672575158496038
112,discriminating,20,8,IsotropicDP,7,0.00837293246511432,0.06940134388431406,1.0,0.9678041829334222
112,discriminating,20,8,IsotropicDP,8,0.0095685103079778,0.07309914848444615,1.0,0.9685131578174356
112,discriminating,20,8,IsotropicDP,9,0.010119298628965604,0.07910433462529695,1.0,0.9667968414656356
112,discriminating,20,8,Local,0,0.006789204143683277,0.026400770165796006,1.0,0.968981193678748
112,shared-viable,50,4,ControlAwareDP,0,0.00804579517254734,0.08525288537384093,1.0,0.96873216438083
112,shared-viable,50,4,ControlAwareDP,1,0.008195165211143295,0.08158898499103696,1.0,0.9680281612434553
112,shared-viable,50,4,ControlAwareDP,2,0.007796352511776476,0.1751000592675051,1.0,0.9684121484233348
112,shared-viable,50,4,ControlAwareDP,3,0.008089737256276692,0.14555566335016357,1.0,0.9684849366843564
112,shared-viable,50,4,ControlAwareDP,4,0.008047288256570632,0.16855661777702122,1.0,0.9682930983062906
112,shared-viable,50,4,ControlAwareDP,5,0.008213281840656898,0.06497702001424513,1.0,0.9681999038222748
112,shared-viable,50,4,ControlAwareDP,6,0.008861306860603047,0.08595283004467877,1.0,0.968458996650256
112,shared-viable,50,4,ControlAwareDP,7,0.008046034022690694,0.10279322105453333,1.0,0.968539235622362
112,shared-viable,50,4,ControlAwareDP,8,0.007891961885689034,0.10446821934203308,1.0,0.9684913819551844
112,shared-viable,50,4,ControlAwareDP,9,0.007878493943127524,0.08042362584145733,1.0,0.9679106082005634
112,shared-viable,50,4,FamilyNonPrivate,0,0.007710973144057696,0.04834996551858684,1.0,0.9682098625077532
112,shared-viable,50,4,IsotropicDP,0,0.008275677434295341,0.06085086018241948,1.0,0.9688740824634589
112,shared-viable,50,4,IsotropicDP,1,0.0083421484124264,0.0539506153209083,1.0,0.96798330983284
112,shared-viable,50,4,IsotropicDP,2,0.007838304621162957,0.06633197307323378,1.0,0.9684637207900304
112,shared-viable,50,4,IsotropicDP,3,0.00828173880074306,0.07175296199676935,1.0,0.968599580641127
112,shared-viable,50,4,IsotropicDP,4,0.00802611052766176,0.06533853573386829,1.0,0.968315685069157
112,shared-viable,50,4,IsotropicDP,5,0.008418365976743338,0.05696215312344745,1.0,0.9682036769106108
112,shared-viable,50,4,IsotropicDP,6,0.00941238501207101,0.06724170801214178,1.0,0.9685354319428742
112,shared-viable,50,4,IsotropicDP,7,0.008278749182130667,0.06816129482698377,1.0,0.9686526661042776
112,shared-viable,50,4,IsotropicDP,8,0.007890169001335885,0.060216288752011286,1.0,0.968554410106474
112,shared-viable,50,4,IsotropicDP,9,0.007900333913348915,0.053423789666805416,1.0,0.9678417894585234
112,shared-viable,50,4,Local,0,0.006789204143683277,0.026400770165796006,1.0,0.968981193678748
113,discriminating,20,8,ControlAwareDP,0,0.008299641395617244,0.1625709337330063,1.0,0.9682104321739752
113,discriminating,20,8,ControlAwareDP,1,0.008880131426365224,0.12507118610784473,1.0,0.9680564342518672
113,discriminating,20,8,ControlAwareDP,2,0.00802559721170135,0.07241183669044851,1.0,0.9678827557096098
113,discriminating,20,8,ControlAwareDP,3,0.007818730844713311,0.12136501621496709,1.0,0.9684506163767942
113,discriminating,20,8,ControlAwareDP,4,0.008109293774960454,0.10085949127648661,1.0,0.9691124669003358
113,discriminating,20,8,ControlAwareDP,5,0.008152446371776225,0.07821794019806635,1.0,0.9677129071526722
113,discriminating,20,8,ControlAwareDP,6,0.008944951800495241,0.15318040754442502,1.0,0.9681342106646802
113,discriminating,20,8,ControlAwareDP,7,0.008910992192937806,0.06938242428785935,1.0,0.967961423074466
113,discriminating,20,8,ControlAwareDP,8,0.008108784528989877,0.11774506347662131,1.0,0.9679378484701074
113,discriminating,20,8,ControlAwareDP,9,0.00867400558884967,0.11714342725843589,1.0,0.9689675662281892
113,discriminating,20,8,FamilyNonPrivate,0,0.007906136480343185,0.050690529878292395,1.0,0.9681975637447192
113,discriminating,20,8,IsotropicDP,0,0.00842269798324684,0.06432608649738013,1.0,0.9682288227590672
113,discriminating,20,8,IsotropicDP,1,0.009200898614324778,0.07057209140829804,1.0,0.9679848540719213
113,discriminating,20,8,IsotropicDP,2,0.008143209741369563,0.06831607857009803,1.0,0.9678198266782072
113,discriminating,20,8,IsotropicDP,3,0.007817278991354744,0.06740821739778596,1.0,0.9684935323981476
113,discriminating,20,8,IsotropicDP,4,0.00830796744143083,0.07295154139010118,1.0,0.9692930888236424
113,discriminating,20,8,IsotropicDP,5,0.008242206582437765,0.0556309378964167,1.0,0.9676213441672562
113,discriminating,20,8,IsotropicDP,6,0.009300290056866263,0.07297945366828883,1.0,0.968163598093684
113,discriminating,20,8,IsotropicDP,7,0.009410714226840856,0.0651762098722601,1.0,0.9679424051505156
113,discriminating,20,8,IsotropicDP,8,0.00810006967949267,0.06591692895476477,1.0,0.9678349032975057
113,discriminating,20,8,IsotropicDP,9,0.009038939252484286,0.07382690614118438,1.0,0.9691442280652344
113,discriminating,20,8,Local,0,0.006658060163303635,0.021235342781400275,1.0,0.9686559632491722
113,shared-viable,50,4,ControlAwareDP,0,0.007829201961123789,0.08226353890769296,1.0,0.9687808749567424
113,shared-viable,50,4,ControlAwareDP,1,0.007660586187504211,0.12723509568864566,1.0,0.9682873229327096
113,shared-viable,50,4,ControlAwareDP,2,0.007744553316029436,0.07306932376074855,1.0,0.9684295053240198
113,shared-viable,50,4,ControlAwareDP,3,0.007991434092716297,0.06605135729353359,1.0,0.9682853752582714
113,shared-viable,50,4,ControlAwareDP,4,0.008013502341672672,0.11124432726234235,1.0,0.96791876324634
113,shared-viable,50,4,ControlAwareDP,5,0.0085810447571053,0.08237627629219027,1.0,0.9682968791991714
113,shared-viable,50,4,ControlAwareDP,6,0.007719925807916033,0.1480835280447589,1.0,0.9682600492263714
113,shared-viable,50,4,ControlAwareDP,7,0.007509749609411344,0.09436504634382273,1.0,0.968542912800075
113,shared-viable,50,4,ControlAwareDP,8,0.007836904561453554,0.09034265276162302,1.0,0.9682096976158716
113,shared-viable,50,4,ControlAwareDP,9,0.00794075861551221,0.10341094529689698,1.0,0.9688999596632192
113,shared-viable,50,4,FamilyNonPrivate,0,0.007835453594470932,0.04990319531771887,1.0,0.9682365602393328
113,shared-viable,50,4,IsotropicDP,0,0.007979991334979229,0.06593675176239619,1.0,0.9688906905990304
113,shared-viable,50,4,IsotropicDP,1,0.007667906653803005,0.07102876984154248,1.0,0.9682631040794132
113,shared-viable,50,4,IsotropicDP,2,0.007777351316571187,0.0561941366018565,1.0,0.9684497002576395
113,shared-viable,50,4,IsotropicDP,3,0.00804533077024842,0.05344071417705157,1.0,0.9682830454937048
113,shared-viable,50,4,IsotropicDP,4,0.008038509694821522,0.06577435426683317,1.0,0.967843262111462
113,shared-viable,50,4,IsotropicDP,5,0.008810413896159455,0.059568344268282974,1.0,0.9682911706149088
113,shared-viable,50,4,IsotropicDP,6,0.007685804106500006,0.059433284864138354,1.0,0.9683160328765436
113,shared-viable,50,4,IsotropicDP,7,0.007543920647459924,0.05811108288508139,1.0,0.968643822533863
113,shared-viable,50,4,IsotropicDP,8,0.007891971236732779,0.051359998677790425,1.0,0.968250252829224
113,shared-viable,50,4,IsotropicDP,9,0.008100448240582245,0.06821087947401638,1.0,0.9690210833895826
113,shared-viable,50,4,Local,0,0.006658060163303635,0.021235342781400275,1.0,0.9686559632491722
114,discriminating,20,8,ControlAwareDP,0,0.007848560683459148,0.16160609308131973,1.0,0.9685098726184784
114,discriminating,20,8,ControlAwareDP,1,0.007966010240155495,0.1095271831457209,1.0,0.9676280885116936
114,discriminating,20,8,ControlAwareDP,2,0.008452015469086716,0.18369531718290252,1.0,0.9689393217094512
114,discriminating,20,8,ControlAwareDP,3,0.0073827590459432215,0.06845871104786251,1.0,0.96794405158555
114,discriminating,20,8,ControlAwareDP,4,0.007636989909355677,0.10982960362506991,1.0,0.9676773123085052
114,discriminating,20,8,ControlAwareDP,5,0.00808955251889718,0.21105883881933868,1.0,0.9675503320701436
114,discriminating,20,8,ControlAwareDP,6,0.007302250226032345,0.093888261439679,1.0,0.9680471032979449
114,discriminating,20,8,ControlAwareDP,7,0.008294896374835934,0.10762790421620133,1.0,0.967756666321836
114,discriminating,20,8,ControlAwareDP,8,0.008364178309866912,0.14471611073059681,1.0,0.9675923970390724
114,discriminating,20,8,ControlAwareDP,9,0.008204527392274246,0.16871838972007758,1.0,0.9672720719819106
114,discriminating,20,8,FamilyNonPrivate,0,0.007283022579497248,0.04128330325071127,1.0,0.967875148551417
114,discriminating,20,8,IsotropicDP,0,0.008070751686706592,0.07617814997099082,1.0,0.9686527400335092
114,discriminating,20,8,IsotropicDP,1,0.008230444196996232,0.07221514139412559,1.0,0.967583423396441
114,discriminating,20,8,IsotropicDP,2,0.00879475103653185,0.07864842593543567,1.0,0.9691025444049536
114,discriminating,20,8,IsotropicDP,3,0.007415203209854988,0.04244928788640525,1.0,0.9679648013263834
114,discriminating,20,8,IsotropicDP,4,0.007747376361965612,0.05728869725712039,1.0,0.9676033191278074
114,discriminating,20,8,IsotropicDP,5,0.008568563934019446,0.08390246183006735,1.0,0.9675313465688928
114,discriminating,20,8,IsotropicDP,6,0.007342070959921825,0.04626265036240309,1.0,0.968114848491233
114,discriminating,20,8,IsotropicDP,7,0.008716728991982817,0.0685709007034539,1.0,0.9677848128540476
114,discriminating,20,8,IsotropicDP,8,0.008818131913578758,0.06499643087873003,1.0,0.9675454889166312
114,discriminating,20,8,IsotropicDP,9,0.008479263302365484,0.07985494151680525,1.0,0.9670783464626806
114,discriminating,20,8,Local,0,0.006747375159807223,0.021518721212307433,1.0,0.9684309081252748
114,shared-viable,50,4,ControlAwareDP,0,0.0074176728174543925,0.06276943745948932,1.0,0.9677581158087926
114,shared-viable,50,4,ControlAwareDP,1,0.007546622893333918,0.06622099362336446,1.0,0.9674073893650648
114,shared-viable,50,4,ControlAwareDP,2,0.00781130395757178,0.06591500777604278,1.0,0.9677954072775204
114,shared-viable,50,4,ControlAwareDP,3,0.007689092821724252,0.10582232442585744,1.0,0.967506152191956
114,shared-viable,50,4,ControlAwareDP,4,0.0073822734520331895,0.10080379021392383,1.0,0.9679852430542796
114,shared-viable,50,4,ControlAwareDP,5,0.007516091338713478,0.08135296025514385,1.0,0.9676196336423027
114,shared-viable,50,4,ControlAwareDP,6,0.007683575086823134,0.0644532101856152,1.0,0.9676666006867806
114,shared-viable,50,4,ControlAwareDP,7,0.007486953532643568,0.059582060878909666,1.0,0.9681907205666348
114,shared-viable,50,4,ControlAwareDP,8,0.0076076710418055615,0.09525996855294516,1.0,0.967903582953102
114,shared-viable,50,4,ControlAwareDP,9,0.007343371343054745,0.13377355051150674,1.0,0.9682099402275148
114,shared-viable,50,4,FamilyNonPrivate,0,0.007322227498099477,0.04178603105587465,1.0,0.9677561400233012
114,shared-viable,50,4,IsotropicDP,0,0.007455774534174558,0.044884095167816856,1.0,0.9677675811566588
114,shared-viable,50,4,IsotropicDP,1,0.007687420499074033,0.05660036840097082,1.0,0.9672816654335548
114,shared-viable,50,4,IsotropicDP,2,0.00803241166407257,0.05546906862396374,1.0,0.967802726808668
114,shared-viable,50,4,IsotropicDP,3,0.007763598217701559,0.05705810820397051,1.0,0.9674014840079886
114,shared-viable,50,4,IsotropicDP,4,0.007340691636215412,0.048620497962194954,1.0,0.9680115691309312
114,shared-viable,50,4,IsotropicDP,5,0.00753700644383882,0.04733981959423561,1.0,0.9675767925018648
114,shared-viable,50,4,IsotropicDP,6,0.007874012683517926,0.0641569623221055,1.0,0.9676910708619416
114,shared-viable,50,4,IsotropicDP,7,0.007603492074417368,0.052150177624755066,1.0,0.968238337695801
114,shared-viable,50,4,IsotropicDP,8,0.007705352770913688,0.05856468440330298,1.0,0.9680014865891188
114,shared-viable,50,4,IsotropicDP,9,0.007360338112943458,0.057326772775918834,1.0,0.9683499535754408
114,shared-viable,50,4,Local,0,0.006747375159807223,0.021518721212307433,1.0,0.9684309081252748
115,discriminating,20,8,ControlAwareDP,0,0.009639850293327224,0.10821731891210437,1.0,0.9678146393122268
115,discriminating,20,8,ControlAwareDP,1,0.0077953738136297785,0.13056320164362065,1.0,0.9682127234559929
115,discriminating,20,8,ControlAwareDP,2,0.008377254105495722,0.14129844064808844,1.0,0.9668653155248668
115,discriminating,20,8,ControlAwareDP,3,0.00941935982979533,0.15725970358359442,1.0,0.9668525931625682
115,discriminating,20,8,ControlAwareDP,4,0.0076267763064863155,0.08778646867778192,1.0,0.9674638053825326
115,discriminating,20,8,ControlAwareDP,5,0.008065311249064492,0.14844659466865906,1.0,0.9665398190547791
115,discriminating,20,8,ControlAwareDP,6,0.008531645984175494,0.15833329334497814,1.0,0.9671831087123408
115,discriminating,20,8,ControlAwareDP,7,0.010480195494082294,0.18996150309801899,1.0,0.9670216845800972
115,discriminating,20,8,ControlAwareDP,8,0.007777607969711319,0.14427798020427254,1.0,0.9673214554679368
115,discriminating,20,8,ControlAwareDP,9,0.008076600850661305,0.1526471451414946,1.0,0.9672455216029788
115,discriminating,20,8,FamilyNonPrivate,0,0.007471341217259864,0.04979044595811894,1.0,0.9674342069623126
115,discriminating,20,8,IsotropicDP,0,0.010445388057450277,0.08730590067232216,1.0,0.9678818988216624
115,discriminating,20,8,IsotropicDP,1,0.007914978733858826,0.0789299520600575,1.0,0.9683906220057787
115,discriminating,20,8,IsotropicDP,2,0.008711238531785606,0.08043342201214992,1.0,0.966643028660564
115,discriminating,20,8,IsotropicDP,3,0.01029317006327897,0.08349118351720809,1.0,0.9667602366569292
115,discriminating,20,8,IsotropicDP,4,0.007713508441926647,0.055952121637931,1.0,0.9674616447797224
115,discriminating,20,8,IsotropicDP,5,0.008394509271629122,0.06663213938730228,1.0,0.9663916871187646
115,discriminating,20,8,IsotropicDP,6,0.008876782770876442,0.07604639524913837,1.0,0.9671098138471256
115,discriminating,20,8,IsotropicDP,7,0.01157001345540154,0.09974130293157549,1.0,0.9668343184887982
115,discriminating,20,8,IsotropicDP,8,0.007854956384713748,0.07958264820985567,1.0,0.967339820839798
115,discriminating,20,8,IsotropicDP,9,0.008343953256716139,0.06472931619054992,1.0,0.9671539231093966
115,discriminating,20,8,Local,0,0.006731600194824599,0.021168066501697228,1.0,0.968001858848017
115,shared-viable,50,4,ControlAwareDP,0,0.007864680044082844,0.10491286792416915,1.0,0.9667695305290692
115,shared-viable,50,4,ControlAwareDP,1,0.007808586313488787,0.06724653754442513,1.0,0.9670167336890758
115,shared-viable,50,4,ControlAwareDP,2,0.00777426853108145,0.11010910679081179,1.0,0.967985460477365
115,shared-viable,50,4,ControlAwareDP,3,0.007552442031741152,0.07163089526996047,1.0,0.9672515667902029
115,shared-viable,50,4,ControlAwareDP,4,0.007454011125226219,0.1122784244647514,1.0,0.967810827600817
115,shared-viable,50,4,ControlAwareDP,5,0.007490429651628954,0.1192540967676086,1.0,0.967351970847116
115,shared-viable,50,4,ControlAwareDP,6,0.008349968561276745,0.11223697192599835,1.0,0.9679782541546368
115,shared-viable,50,4,ControlAwareDP,7,0.008150020973314884,0.08624107503594346,1.0,0.9674835440197758
115,shared-viable,50,4,ControlAwareDP,8,0.007816224864478031,0.08614369018649339,1.0,0.967436816605961
115,shared-viable,50,4,ControlAwareDP,9,0.007440583256530199,0.07449192291655247,1.0,0.9675624686989804
115,shared-viable,50,4,FamilyNonPrivate,0,0.007467833469614989,0.04969078065593436,1.0,0.9675484528530458
115,shared-viable,50,4,IsotropicDP,0,0.008101025684099187,0.0657687906065571,1.0,0.9666015768212108
115,shared-viable,50,4,IsotropicDP,1,0.007969119205045082,0.05736560762503639,1.0,0.9669206352110766
115,shared-viable,50,4,IsotropicDP,2,0.00791007817086584,0.07407596482365579,1.0,0.9680984742329876
115,shared-viable,50,4,IsotropicDP,3,0.007605140786996424,0.05379638024587291,1.0,0.9671477745332802
115,shared-viable,50,4,IsotropicDP,4,0.007417869385472202,0.06257746446346203,1.0,0.9678830657554426
115,shared-viable,50,4,IsotropicDP,5,0.007458271800042371,0.0632416997977448,1.0,0.9673090535500296
115,shared-viable,50,4,IsotropicDP,6,0.008621474799188277,0.0748551691340141,1.0,0.968086564999614
115,shared-viable,50,4,IsotropicDP,7,0.008407832414163314,0.06353626475473587,1.0,0.9674379745877536
115,shared-viable,50,4,IsotropicDP,8,0.008040203830739086,0.06715888022245008,1.0,0.9673719385910547
115,shared-viable,50,4,IsotropicDP,9,0.007459294967769322,0.05704327055171111,1.0,0.9675839617148728
115,shared-viable,50,4,Local,0,0.006731600194824599,0.021168066501697228,1.0,0.968001858848017
