design,client_id,family,method,max_small_signal_spectral_radius,small_signal_stable
test,nominal_00,nominal,M4,0.9605609342187843,True
test,nominal_00,nominal,LTI_1,0.9596614297408773,True
test,nominal_00,nominal,LTI_2,0.9595386465601189,True
test,nominal_00,nominal,LTI_3,0.9600955495979271,True
test,nominal_00,nominal,LTI_5,0.9603928870672095,True
test,nominal_00,nominal,LTI_8,0.9603628887519385,True
test,nominal_00,nominal,LTI_10,0.960403753575909,True
test,nominal_01,nominal,M4,0.9599778358615921,True
test,nominal_01,nominal,LTI_1,0.9590064430925452,True
test,nominal_01,nominal,LTI_2,0.9588733307836271,True
test,nominal_01,nominal,LTI_3,0.9594760758985728,True
test,nominal_01,nominal,LTI_5,0.9597968519821121,True
test,nominal_01,nominal,LTI_8,0.9597645209356656,True
test,nominal_01,nominal,LTI_10,0.9598085617376362,True
test,nominal_02,nominal,M4,0.9614491906800662,True
test,nominal_02,nominal,LTI_1,0.9605987993818497,True
test,nominal_02,nominal,LTI_2,0.9604830022872813,True
test,nominal_02,nominal,LTI_3,0.9610087681530618,True
test,nominal_02,nominal,LTI_5,0.9612900483460628,True
test,nominal_02,nominal,LTI_8,0.9612616524929332,True
test,nominal_02,nominal,LTI_10,0.961300335347635,True
test,nominal_03,nominal,M4,0.9595553000178683,True
test,nominal_03,nominal,LTI_1,0.9585548782852716,True
test,nominal_03,nominal,LTI_2,0.9584175592139722,True
test,nominal_03,nominal,LTI_3,0.9590389034900219,True
test,nominal_03,nominal,LTI_5,0.9593691221590406,True
test,nominal_03,nominal,LTI_8,0.95933585323074,True
test,nominal_03,nominal,LTI_10,0.9593811708445055,True
test,nominal_04,nominal,M4,0.9599402927979432,True
test,nominal_04,nominal,LTI_1,0.9590271504964063,True
test,nominal_04,nominal,LTI_2,0.9589024515759389,True
test,nominal_04,nominal,LTI_3,0.9594679361839501,True
test,nominal_04,nominal,LTI_5,0.9597697478474839,True
test,nominal_04,nominal,LTI_8,0.9597393013428454,True
test,nominal_04,nominal,LTI_10,0.9597807765330089,True
test,nominal_05,nominal,M4,0.9597018501442242,True
test,nominal_05,nominal,LTI_1,0.9587108702577429,True
test,nominal_05,nominal,LTI_2,0.9585749268125122,True
test,nominal_05,nominal,LTI_3,0.9591902032272457,True
test,nominal_05,nominal,LTI_5,0.9595173552026472,True
test,nominal_05,nominal,LTI_8,0.9594843904577754,True
test,nominal_05,nominal,LTI_10,0.9595292939853193,True
test,nominal_06,nominal,M4,0.9603293456307741,True
test,nominal_06,nominal,LTI_1,0.9593759580618112,True
test,nominal_06,nominal,LTI_2,0.9592454221305382,True
test,nominal_06,nominal,LTI_3,0.9598367146472471,True
test,nominal_06,nominal,LTI_5,0.9601516134398664,True
test,nominal_06,nominal,LTI_8,0.9601198681139872,True
test,nominal_06,nominal,LTI_10,0.9601631114211354,True
test,nominal_07,nominal,M4,0.9603088181968735,True
test,nominal_07,nominal,LTI_1,0.9594178635659151,True
test,nominal_07,nominal,LTI_2,0.9592963251042165,True
test,nominal_07,nominal,LTI_3,0.959847731872112,True
test,nominal_07,nominal,LTI_5,0.9601422921351104,True
test,nominal_07,nominal,LTI_8,0.9601125690366205,True
test,nominal_07,nominal,LTI_10,0.9601530592254983,True
test,nominal_08,nominal,M4,0.9615012989951319,True
test,nominal_08,nominal,LTI_1,0.9606364137414602,True
test,nominal_08,nominal,LTI_2,0.9605185481296674,True
test,nominal_08,nominal,LTI_3,0.9610535229940614,True
test,nominal_08,nominal,LTI_5,0.9613395374133792,True
test,nominal_08,nominal,LTI_8,0.9613106697077466,True
test,nominal_08,nominal,LTI_10,0.9613499950171431,True
test,nominal_09,nominal,M4,0.9603480039673176,True
test,nominal_09,nominal,LTI_1,0.959408385558478,True
test,nominal_09,nominal,LTI_2,0.9592798538699221,True
test,nominal_09,nominal,LTI_3,0.9598622997945819,True
test,nominal_09,nominal,LTI_5,0.9601727254612136,True
test,nominal_09,nominal,LTI_8,0.960141423746389,True
test,nominal_09,nominal,LTI_10,0.9601840631708849,True
test,heavy_00,heavy,M4,0.9642059441625043,True
test,heavy_00,heavy,LTI_1,0.9634609167614568,True
test,heavy_00,heavy,LTI_2,0.9633589278375698,True
test,heavy_00,heavy,LTI_3,0.9638209526498773,True
test,heavy_00,heavy,LTI_5,0.9640670431713849,True
test,heavy_00,heavy,LTI_8,0.9640422338470653,True
test,heavy_00,heavy,LTI_10,0.9640760289953338,True
test,heavy_01,heavy,M4,0.9647460835392104,True
test,heavy_01,heavy,LTI_1,0.9640219291931669,True
test,heavy_01,heavy,LTI_2,0.9639228851192518,True
test,heavy_01,heavy,LTI_3,0.9643717396894154,True
test,heavy_01,heavy,LTI_5,0.9646109906021176,True
test,heavy_01,heavy,LTI_8,0.9645868653947809,True
test,heavy_01,heavy,LTI_10,0.9646197289389117,True
test,heavy_02,heavy,M4,0.9657688710673406,True
test,heavy_02,heavy,LTI_1,0.9650916338949909,True
test,heavy_02,heavy,LTI_2,0.9649991917336797,True
test,heavy_02,heavy,LTI_3,0.9654184857017488,True
test,heavy_02,heavy,LTI_5,0.9656423522213465,True
test,heavy_02,heavy,LTI_8,0.965619766721779,True
test,heavy_02,heavy,LTI_10,0.9656505335030419,True
test,heavy_03,heavy,M4,0.9640200410129015,True
test,heavy_03,heavy,LTI_1,0.9632765600554594,True
test,heavy_03,heavy,LTI_2,0.9631748178789459,True
test,heavy_03,heavy,LTI_3,0.9636357925689367,True
test,heavy_03,heavy,LTI_5,0.9638813943519811,True
test,heavy_03,heavy,LTI_8,0.9638566320864451,True
test,heavy_03,heavy,LTI_10,0.9638903632536285,True
test,heavy_04,heavy,M4,0.9657990884530727,True
test,heavy_04,heavy,LTI_1,0.9651165942063209,True
test,heavy_04,heavy,LTI_2,0.9650234090682135,True
test,heavy_04,heavy,LTI_3,0.9654460244138,True
test,heavy_04,heavy,LTI_5,0.9656716126730637,True
test,heavy_04,heavy,LTI_8,0.9656488551180992,True
test,heavy_04,heavy,LTI_10,0.9656798561877978,True
test,heavy_05,heavy,M4,0.965036748641022,True
test,heavy_05,heavy,LTI_1,0.9643336274880075,True
test,heavy_05,heavy,LTI_2,0.9642375603250212,True
test,heavy_05,heavy,LTI_3,0.9646731176801718,True
test,heavy_05,heavy,LTI_5,0.9649054825681852,True
test,heavy_05,heavy,LTI_8,0.9648820454159597,True
test,heavy_05,heavy,LTI_10,0.9649139720339432,True
test,heavy_06,heavy,M4,0.9642297836533995,True
test,heavy_06,heavy,LTI_1,0.9634732934369041,True
test,heavy_06,heavy,LTI_2,0.9633696606839249,True
test,heavy_06,heavy,LTI_3,0.9638389880341839,True
test,heavy_06,heavy,LTI_5,0.9640888178493495,True
test,heavy_06,heavy,LTI_8,0.9640636362574551,True
test,heavy_06,heavy,LTI_10,0.9640979382472875,True
test,heavy_07,heavy,M4,0.9654162872899166,True
test,heavy_07,heavy,LTI_1,0.9647435355019053,True
test,heavy_07,heavy,LTI_2,0.9646517567064613,True
test,heavy_07,heavy,LTI_3,0.965068139349268,True
test,heavy_07,heavy,LTI_5,0.9652905554784807,True
test,heavy_07,heavy,LTI_8,0.9652681129695037,True
test,heavy_07,heavy,LTI_10,0.9652986851496491,True
test,heavy_08,heavy,M4,0.9642698344676429,True
test,heavy_08,heavy,LTI_1,0.9635384374041513,True
test,heavy_08,heavy,LTI_2,0.9634383989911357,True
test,heavy_08,heavy,LTI_3,0.9638917514698919,True
test,heavy_08,heavy,LTI_5,0.9641333929989206,True
test,heavy_08,heavy,LTI_8,0.9641090268824724,True
test,heavy_08,heavy,LTI_10,0.9641422185877935,True
test,heavy_09,heavy,M4,0.9657277192151891,True
test,heavy_09,heavy,LTI_1,0.9650753951859937,True
test,heavy_09,heavy,LTI_2,0.9649864841290121,True
test,heavy_09,heavy,LTI_3,0.9653900122970757,True
test,heavy_09,heavy,LTI_5,0.9656057259045232,True
test,heavy_09,heavy,LTI_8,0.9655839545292378,True
test,heavy_09,heavy,LTI_10,0.9656136127476482,True
test,handling_00,handling,M4,0.9564987902319113,True
test,handling_00,handling,LTI_1,0.9554893203929657,True
test,handling_00,handling,LTI_2,0.9553543287848921,True
test,handling_00,handling,LTI_3,0.9559720367242805,True
test,handling_00,handling,LTI_5,0.9563074862156811,True
test,handling_00,handling,LTI_8,0.9562734663506353,True
test,handling_00,handling,LTI_10,0.9563198192161725,True
test,handling_01,handling,M4,0.954151744036586,True
test,handling_01,handling,LTI_1,0.9530007683634371,True
test,handling_01,handling,LTI_2,0.9528457089947906,True
test,handling_01,handling,LTI_3,0.95355299650174,True
test,handling_01,handling,LTI_5,0.953934746378665,True
test,handling_01,handling,LTI_8,0.953896103849846,True
test,handling_01,handling,LTI_10,0.9539487511866435,True
test,handling_02,handling,M4,0.9539670396070282,True
test,handling_02,handling,LTI_1,0.9527496485473527,True
test,handling_02,handling,LTI_2,0.9525851921908078,True
test,handling_02,handling,LTI_3,0.953334483063522,True
test,handling_02,handling,LTI_5,0.9537379757906504,True
test,handling_02,handling,LTI_8,0.9536971622357137,True
test,handling_02,handling,LTI_10,0.9537527657563377,True
test,handling_03,handling,M4,0.954242214530699,True
test,handling_03,handling,LTI_1,0.9530553504699004,True
test,handling_03,handling,LTI_2,0.9528952877459769,True
test,handling_03,handling,LTI_3,0.9536250870079587,True
test,handling_03,handling,LTI_5,0.9540186320462053,True
test,handling_03,handling,LTI_8,0.9539788076455976,True
test,handling_03,handling,LTI_10,0.954033064502423,True
test,handling_04,handling,M4,0.9539517747569839,True
test,handling_04,handling,LTI_1,0.9527765114922622,True
