design,client_id,family,method,max_small_signal_spectral_radius,small_signal_stable
test,nominal_06,nominal,LTI_8,0.9594790731537336,True
test,nominal_06,nominal,LTI_10,0.959520801144874,True
test,nominal_07,nominal,M4,0.9600291174710646,True
test,nominal_07,nominal,LTI_1,0.9590615844730507,True
test,nominal_07,nominal,LTI_2,0.9589290857929716,True
test,nominal_07,nominal,LTI_3,0.9595292183603097,True
test,nominal_07,nominal,LTI_5,0.9598487729166676,True
test,nominal_07,nominal,LTI_8,0.959816559833224,True
test,nominal_07,nominal,LTI_10,0.9598604402300914,True
test,nominal_08,nominal,M4,0.9601467431175807,True
test,nominal_08,nominal,LTI_1,0.9592589753781875,True
test,nominal_08,nominal,LTI_2,0.9591379153961433,True
test,nominal_08,nominal,LTI_3,0.9596872340580169,True
test,nominal_08,nominal,LTI_5,0.9599807683479188,True
test,nominal_08,nominal,LTI_8,0.9599511458558321,True
test,nominal_08,nominal,LTI_10,0.9599914991578242,True
test,nominal_09,nominal,M4,0.9604169775725432,True
test,nominal_09,nominal,LTI_1,0.9595245315073311,True
test,nominal_09,nominal,LTI_2,0.959402816441496,True
test,nominal_09,nominal,LTI_3,0.9599550772731271,True
test,nominal_09,nominal,LTI_5,0.9602501473988365,True
test,nominal_09,nominal,LTI_8,0.9602203712151589,True
test,nominal_09,nominal,LTI_10,0.9602609338088861,True
test,heavy_00,heavy,M4,0.9641383570068867,True
test,heavy_00,heavy,LTI_1,0.9634198181848205,True
test,heavy_00,heavy,LTI_2,0.9633217945072774,True
test,heavy_00,heavy,LTI_3,0.9637665107280098,True
test,heavy_00,heavy,LTI_5,0.9640040652719142,True
test,heavy_00,heavy,LTI_8,0.9639800950500972,True
test,heavy_00,heavy,LTI_10,0.9640127483614491,True
test,heavy_01,heavy,M4,0.9658353087494088,True
test,heavy_01,heavy,LTI_1,0.9651659358102505,True
test,heavy_01,heavy,LTI_2,0.965074766308994,True
test,heavy_01,heavy,LTI_3,0.9654886727870722,True
test,heavy_01,heavy,LTI_5,0.9657100651209408,True
test,heavy_01,heavy,LTI_8,0.9656877166040392,True
test,heavy_01,heavy,LTI_10,0.965718161257379,True
test,heavy_02,heavy,M4,0.9649993454590144,True
test,heavy_02,heavy,LTI_1,0.9642959899772224,True
test,heavy_02,heavy,LTI_2,0.9642000558629976,True
test,heavy_02,heavy,LTI_3,0.964635329197758,True
test,heavy_02,heavy,LTI_5,0.9648678753727838,True
test,heavy_02,heavy,LTI_8,0.9648444095013117,True
test,heavy_02,heavy,LTI_10,0.9648763758178209,True
test,heavy_03,heavy,M4,0.9651909311305709,True
test,heavy_03,heavy,LTI_1,0.9645205399173609,True
test,heavy_03,heavy,LTI_2,0.9644292516012724,True
test,heavy_03,heavy,LTI_3,0.9648437332937537,True
test,heavy_03,heavy,LTI_5,0.9650654751266143,True
test,heavy_03,heavy,LTI_8,0.9650430898615802,True
test,heavy_03,heavy,LTI_10,0.9650735846599972,True
test,heavy_04,heavy,M4,0.9642656382743956,True
test,heavy_04,heavy,LTI_1,0.9635468916012921,True
test,heavy_04,heavy,LTI_2,0.9634488246034112,True
test,heavy_04,heavy,LTI_3,0.9638937086932003,True
test,heavy_04,heavy,LTI_5,0.9641313225049588,True
test,heavy_04,heavy,LTI_8,0.9641073472718379,True
test,heavy_04,heavy,LTI_10,0.9641400073559826,True
test,heavy_05,heavy,M4,0.9652798904579679,True
test,heavy_05,heavy,LTI_1,0.9645876483544757,True
test,heavy_05,heavy,LTI_2,0.964493274366509,True
test,heavy_05,heavy,LTI_3,0.9649215551491432,True
test,heavy_05,heavy,LTI_5,0.9651504548755582,True
test,heavy_05,heavy,LTI_8,0.9651273541811377,True
test,heavy_05,heavy,LTI_10,0.9651588231893302,True
test,heavy_06,heavy,M4,0.9653389983718511,True
test,heavy_06,heavy,LTI_1,0.964642612184303,True
test,heavy_06,heavy,LTI_2,0.9645476495963743,True
test,heavy_06,heavy,LTI_3,0.9649785563435512,True
test,heavy_06,heavy,LTI_5,0.9652088114407641,True
test,heavy_06,heavy,LTI_8,0.9651855755018016,True
test,heavy_06,heavy,LTI_10,0.9652172286616736,True
test,heavy_07,heavy,M4,0.9651523752852781,True
test,heavy_07,heavy,LTI_1,0.9644757286124469,True
test,heavy_07,heavy,LTI_2,0.9643835673036436,True
test,heavy_07,heavy,LTI_3,0.9648019723325261,True
test,heavy_07,heavy,LTI_5,0.9650257698638314,True
test,heavy_07,heavy,LTI_8,0.965003178464408,True
test,heavy_07,heavy,LTI_10,0.9650339539960835,True
test,heavy_08,heavy,M4,0.964393711137756,True
test,heavy_08,heavy,LTI_1,0.9636705421714149,True
test,heavy_08,heavy,LTI_2,0.9635718293740008,True
test,heavy_08,heavy,LTI_3,0.9640195614662549,True
test,heavy_08,heavy,LTI_5,0.9642586105166546,True
test,heavy_08,heavy,LTI_8,0.9642344931799778,True
test,heavy_08,heavy,LTI_10,0.9642673466935044,True
test,heavy_09,heavy,M4,0.9645173509542373,True
test,heavy_09,heavy,LTI_1,0.9637792904979766,True
test,heavy_09,heavy,LTI_2,0.9636784593349889,True
test,heavy_09,heavy,LTI_3,0.9641356353675323,True
test,heavy_09,heavy,LTI_5,0.9643795528495489,True
test,heavy_09,heavy,LTI_8,0.9643549498679634,True
test,heavy_09,heavy,LTI_10,0.964388464638053,True
test,handling_00,handling,M4,0.954014152383085,True
test,handling_00,handling,LTI_1,0.9526623489154187,True
test,handling_00,handling,LTI_2,0.9524771024348545,True
test,handling_00,handling,LTI_3,0.953315874859129,True
test,handling_00,handling,LTI_5,0.9537622673083623,True
test,handling_00,handling,LTI_8,0.9537172731642957,True
test,handling_00,handling,LTI_10,0.9537785635973084,True
test,handling_01,handling,M4,0.9538338337713992,True
test,handling_01,handling,LTI_1,0.9526062704155176,True
test,handling_01,handling,LTI_2,0.9524394280231117,True
test,handling_01,handling,LTI_3,0.9531975719736009,True
test,handling_01,handling,LTI_5,0.9536038028378727,True
test,handling_01,handling,LTI_8,0.9535627731361871,True
test,handling_01,handling,LTI_10,0.9536186678232682,True
test,handling_02,handling,M4,0.956518452321452,True
test,handling_02,handling,LTI_1,0.9554778526325568,True
test,handling_02,handling,LTI_2,0.9553378385572692,True
test,handling_02,handling,LTI_3,0.9559768374759436,True
test,handling_02,handling,LTI_5,0.9563220897536615,True
test,handling_02,handling,LTI_8,0.9562871302874666,True
test,handling_02,handling,LTI_10,0.9563347603776058,True
test,handling_03,handling,M4,0.9549135039834673,True
test,handling_03,handling,LTI_1,0.9537457222361251,True
test,handling_03,handling,LTI_2,0.9535875910342848,True
test,handling_03,handling,LTI_3,0.9543073076249261,True
test,handling_03,handling,LTI_5,0.9546941229360877,True
test,handling_03,handling,LTI_8,0.9546550186059292,True
test,handling_03,handling,LTI_10,0.9547082923059533,True
test,handling_04,handling,M4,0.9545310692753246,True
test,handling_04,handling,LTI_1,0.953416148908052,True
test,handling_04,handling,LTI_2,0.9532653800255637,True
test,handling_04,handling,LTI_3,0.9539519620492066,True
test,handling_04,handling,LTI_5,0.9543213986878061,True
test,handling_04,handling,LTI_8,0.9542840365209305,True
test,handling_04,handling,LTI_10,0.9543349376230493,True
test,handling_05,handling,M4,0.9542276239137788,True
test,handling_05,handling,LTI_1,0.9529349450281004,True
test,handling_05,handling,LTI_2,0.952758522225067,True
test,handling_05,handling,LTI_3,0.9535587694474834,True
test,handling_05,handling,LTI_5,0.9539860890027219,True
test,handling_05,handling,LTI_8,0.953942974492194,True
test,handling_05,handling,LTI_10,0.9540017068371132,True
test,handling_06,handling,M4,0.9546160151458549,True
test,handling_06,handling,LTI_1,0.9533791391184314,True
test,handling_06,handling,LTI_2,0.9532109564956278,True
test,handling_06,handling,LTI_3,0.9539750577835727,True
test,handling_06,handling,LTI_5,0.9543843220548875,True
test,handling_06,handling,LTI_8,0.9543429915603198,True
test,handling_06,handling,LTI_10,0.9543992956982511,True
test,handling_07,handling,M4,0.9561408331763264,True
test,handling_07,handling,LTI_1,0.9550757345287196,True
test,handling_07,handling,LTI_2,0.9549322904766274,True
test,handling_07,handling,LTI_3,0.9555866841879744,True
test,handling_07,handling,LTI_5,0.9559399803390931,True
test,handling_07,handling,LTI_8,0.9559042150301114,True
test,handling_07,handling,LTI_10,0.9559529425508327,True
test,handling_08,handling,M4,0.9542001762544142,True
test,handling_08,handling,LTI_1,0.9529542827837267,True
test,handling_08,handling,LTI_2,0.9527848055707895,True
test,handling_08,handling,LTI_3,0.9535546496451535,True
test,handling_08,handling,LTI_5,0.9539668551802947,True
test,handling_08,handling,LTI_8,0.9539252315369533,True
test,handling_08,handling,LTI_10,0.9539819348204781,True
test,handling_09,handling,M4,0.9536819223414077,True
test,handling_09,handling,LTI_1,0.9523857531266907,True
test,handling_09,handling,LTI_2,0.9522089279002474,True
test,handling_09,handling,LTI_3,0.9530111449260921,True
test,handling_09,handling,LTI_5,0.9534396649443314,True
test,handling_09,handling,LTI_8,0.9533964247628939,True
test,handling_09,handling,LTI_10,0.9534553285501242,True
