design,client_id,family,method,max_small_signal_spectral_radius,small_signal_stable
test,nominal_00,nominal,M4,0.9605238498091218,True
test,nominal_00,nominal,LTI_1,0.9595974121121299,True
test,nominal_00,nominal,LTI_2,0.9594707793332017,True
test,nominal_00,nominal,LTI_3,0.9600448058479648,True
test,nominal_00,nominal,LTI_5,0.9603509372512005,True
test,nominal_00,nominal,LTI_8,0.9603200625090949,True
test,nominal_00,nominal,LTI_10,0.960362120641625,True
test,nominal_01,nominal,M4,0.9596655984537327,True
test,nominal_01,nominal,LTI_1,0.9586821833127291,True
test,nominal_01,nominal,LTI_2,0.9585473702895951,True
test,nominal_01,nominal,LTI_3,0.9591577100652751,True
test,nominal_01,nominal,LTI_5,0.9594824228957146,True
test,nominal_01,nominal,LTI_8,0.9594496981457428,True
test,nominal_01,nominal,LTI_10,0.9594942750783767,True
test,nominal_02,nominal,M4,0.9588658448788414,True
test,nominal_02,nominal,LTI_1,0.9578097991360064,True
test,nominal_02,nominal,LTI_2,0.9576644225538427,True
test,nominal_02,nominal,LTI_3,0.9583213940933349,True
test,nominal_02,nominal,LTI_5,0.9586697085314918,True
test,nominal_02,nominal,LTI_8,0.9586346418004763,True
test,nominal_02,nominal,LTI_10,0.9586824069320538,True
test,nominal_03,nominal,M4,0.9576630946970764,True
test,nominal_03,nominal,LTI_1,0.9565661718784924,True
test,nominal_03,nominal,LTI_2,0.9564149525198999,True
test,nominal_03,nominal,LTI_3,0.9570979029770682,True
test,nominal_03,nominal,LTI_5,0.9574595651086525,True
test,nominal_03,nominal,LTI_8,0.9574231673642563,True
test,nominal_03,nominal,LTI_10,0.9574727448035085,True
test,nominal_04,nominal,M4,0.9608455149020507,True
test,nominal_04,nominal,LTI_1,0.9599290432454091,True
test,nominal_04,nominal,LTI_2,0.9598038342185279,True
test,nominal_04,nominal,LTI_3,0.96037152825635,True
test,nominal_04,nominal,LTI_5,0.9606744050303966,True
test,nominal_04,nominal,LTI_8,0.9606438548373636,True
test,nominal_04,nominal,LTI_10,0.9606854710643584,True
test,nominal_05,nominal,M4,0.9597783556072809,True
test,nominal_05,nominal,LTI_1,0.9588263831393341,True
test,nominal_05,nominal,LTI_2,0.9586961156418071,True
test,nominal_05,nominal,LTI_3,0.9592863340073228,True
test,nominal_05,nominal,LTI_5,0.9596008125678369,True
test,nominal_05,nominal,LTI_8,0.9595691047045186,True
test,nominal_05,nominal,LTI_10,0.9596122972540252,True
test,nominal_06,nominal,M4,0.9596812966446036,True
test,nominal_06,nominal,LTI_1,0.9587626958298162,True
test,nominal_06,nominal,LTI_2,0.9586372788207753,True
test,nominal_06,nominal,LTI_3,0.9592060721596902,True
test,nominal_06,nominal,LTI_5,0.9595097051644905,True
