client_id,family,method,max_spectral_radius,min_spectral_margin,seed
heavy_06,heavy,M3,0.9656416163219458,0.034358383678054216,8
heavy_06,heavy,M4,0.9674001197584637,0.03259988024153626,8
heavy_06,heavy,M5,0.9671572418938007,0.0328427581061993,8
heavy_07,heavy,M1,0.9623169771038543,0.03768302289614567,8
heavy_07,heavy,M2,0.964329059676654,0.035670940323345945,8
heavy_07,heavy,M3,0.9648407497975525,0.03515925020244748,8
heavy_07,heavy,M4,0.9666217279259038,0.03337827207409616,8
heavy_07,heavy,M5,0.9663713605175795,0.03362863948242045,8
heavy_08,heavy,M1,0.964541743810345,0.035458256189655035,8
heavy_08,heavy,M2,0.9663145583875054,0.03368544161249465,8
heavy_08,heavy,M3,0.9667652313770887,0.033234768622911304,8
heavy_08,heavy,M4,0.9683649196682497,0.03163508033175033,8
heavy_08,heavy,M5,0.9681395637868037,0.03186043621319634,8
heavy_09,heavy,M1,0.962086666327294,0.037913333672705996,8
heavy_09,heavy,M2,0.9640545156679435,0.035945484332056465,8
heavy_09,heavy,M3,0.9645959791991454,0.035404020800854585,8
heavy_09,heavy,M4,0.966339625738533,0.03366037426146695,8
heavy_09,heavy,M5,0.9660899240401223,0.03391007595987772,8
handling_00,handling,M1,0.9580676976018441,0.04193230239815593,8
handling_00,handling,M2,0.9550986006878689,0.04490139931213111,8
handling_00,handling,M3,0.960869889102595,0.039130110897405035,8
handling_00,handling,M4,0.9582565304993392,0.04174346950066077,8
handling_00,handling,M5,0.9578953723239023,0.04210462767609768,8
handling_01,handling,M1,0.9590279859767883,0.04097201402321171,8
handling_01,handling,M2,0.9561105649570686,0.04388943504293141,8
handling_01,handling,M3,0.9617273483655857,0.03827265163441429,8
handling_01,handling,M4,0.9591337089852247,0.04086629101477535,8
handling_01,handling,M5,0.9587861238263174,0.04121387617368255,8
handling_02,handling,M1,0.9564882328885277,0.04351176711147231,8
handling_02,handling,M2,0.9526027968568679,0.047397203143132116,8
handling_02,handling,M3,0.959683256760128,0.040316743239872,8
handling_02,handling,M4,0.9564257860882635,0.04357421391173655,8
handling_02,handling,M5,0.9559950485213218,0.04400495147867822,8
handling_03,handling,M1,0.9563076673462994,0.04369233265370065,8
handling_03,handling,M2,0.9526196895907132,0.04738031040928681,8
handling_03,handling,M3,0.9594740352998754,0.040525964700124595,8
handling_03,handling,M4,0.956358753136277,0.04364124686372295,8
handling_03,handling,M5,0.9559369341718251,0.044063065828174874,8
handling_04,handling,M1,0.9585300771613047,0.04146992283869533,8
handling_04,handling,M2,0.9553669915384798,0.044633008461520185,8
handling_04,handling,M3,0.961343296496572,0.03865670350342798,8
handling_04,handling,M4,0.9585615630711866,0.04143843692881344,8
handling_04,handling,M5,0.9581951386863767,0.041804861313623265,8
handling_05,handling,M1,0.9577215757364006,0.0422784242635994,8
handling_05,handling,M2,0.9541173174508933,0.04588268254910666,8
handling_05,handling,M3,0.9607234523569884,0.03927654764301158,8
handling_05,handling,M4,0.9576341373841041,0.04236586261589592,8
handling_05,handling,M5,0.957233898092452,0.04276610190754804,8
handling_06,handling,M1,0.9556174259773055,0.04438257402269452,8
handling_06,handling,M2,0.952116634386756,0.04788336561324402,8
handling_06,handling,M3,0.9588080746557137,0.041191925344286284,8
handling_06,handling,M4,0.9558439645801283,0.044156035419871675,8
handling_06,handling,M5,0.9554242968140585,0.044575703185941506,8
handling_07,handling,M1,0.9578791450792649,0.04212085492073514,8
handling_07,handling,M2,0.9546020353739206,0.04539796462607937,8
handling_07,handling,M3,0.960782944807355,0.039217055192644956,8
handling_07,handling,M4,0.9579328140810903,0.04206718591890968,8
handling_07,handling,M5,0.9575525730920922,0.042447426907907815,8
handling_08,handling,M1,0.9561405225108546,0.043859477489145426,8
handling_08,handling,M2,0.9526490852684306,0.04735091473156938,8
handling_08,handling,M3,0.9592749240883132,0.04072507591168684,8
handling_08,handling,M4,0.9563019334314814,0.0436980665685186,8
handling_08,handling,M5,0.9558892435256217,0.04411075647437834,8
handling_09,handling,M1,0.9577384713690309,0.0422615286309691,8
handling_09,handling,M2,0.954304388053485,0.04569561194651495,8
handling_09,handling,M3,0.960697575391844,0.03930242460815603,8
handling_09,handling,M4,0.957728761772707,0.04227123822729295,8
handling_09,handling,M5,0.9573382634565966,0.04266173654340344,8
nominal_00,nominal,M1,0.9585857854546992,0.04141421454530081,9
nominal_00,nominal,M2,0.9595724938738887,0.040427506126111346,9
nominal_00,nominal,M3,0.9616111563252575,0.03838884367474249,9
nominal_00,nominal,M4,0.9624591675521981,0.03754083244780193,9
nominal_00,nominal,M5,0.9621412519616594,0.03785874803834055,9
nominal_01,nominal,M1,0.9574075338347768,0.042592466165223164,9
nominal_01,nominal,M2,0.9584831183770696,0.041516881622930435,9
nominal_01,nominal,M3,0.9606622636566245,0.03933773634337545,9
nominal_01,nominal,M4,0.9615656085370899,0.038434391462910056,9
nominal_01,nominal,M5,0.9612281474008414,0.03877185259915861,9
nominal_02,nominal,M1,0.9583881220569721,0.0416118779430279,9
nominal_02,nominal,M2,0.959467406690945,0.04053259330905501,9
nominal_02,nominal,M3,0.9615490879241255,0.03845091207587448,9
nominal_02,nominal,M4,0.9624603531335818,0.0375396468664182,9
nominal_02,nominal,M5,0.962131901453153,0.03786809854684703,9
nominal_03,nominal,M1,0.9557066638551583,0.044293336144841655,9
nominal_03,nominal,M2,0.9569487815188955,0.04305121848110449,9
nominal_03,nominal,M3,0.9593514257764915,0.04064857422350854,9
nominal_03,nominal,M4,0.960350158750747,0.03964984124925297,9
nominal_03,nominal,M5,0.9599818036432268,0.04001819635677317,9
nominal_04,nominal,M1,0.9582387886141407,0.04176121138585931,9
nominal_04,nominal,M2,0.9592122105679441,0.040787789432055854,9
nominal_04,nominal,M3,0.9612826786265555,0.038717321373444524,9
nominal_04,nominal,M4,0.9621209189199729,0.03787908108002713,9
nominal_04,nominal,M5,0.9618006373109534,0.038199362689046557,9
nominal_05,nominal,M1,0.9560064493993828,0.04399355060061716,9
nominal_05,nominal,M2,0.9571895256826238,0.04281047431737617,9
nominal_05,nominal,M3,0.9595448530220634,0.04045514697793662,9
nominal_05,nominal,M4,0.9605089743686048,0.03949102563139517,9
