method,tracking_vs_local_pct
ExactIndividual,-4.247071180042916
LearnedRank1,7.160679851518026
LearnedRank2,0.6131498697632853
Local,0.0
OracleGroupRank1,7.699073365180231
OracleGroupRank2,0.6183342552082305
