seed,test_seed,scenario,severity,method,client,family,switches,tracking,peak_steering,peak_acceleration,peak_steering_rate,beta_rms,steering_rms,feasible
19,119,previous_s_curve,near_linear,M4,nominal_00,nominal,0,0.017155905364199937,1.0273189403153222,1.5689946305732894,0.9270839117981956,0.18500695679869872,0.4480158308174412,1.0
19,119,previous_s_curve,near_linear,M4,nominal_01,nominal,0,0.016558308219350008,1.0372097723093008,1.5689868644532363,0.9348853421436002,0.18606252292415076,0.4534013581311539,1.0
19,119,previous_s_curve,near_linear,M4,nominal_02,nominal,0,0.017021990281672034,1.127271683721689,1.578374258641651,1.0106988802521932,0.15432328409844273,0.502088234770845,1.0
19,119,previous_s_curve,near_linear,M4,nominal_03,nominal,0,0.016049282375242172,1.051574458559573,1.5759940843875944,0.9473794537417191,0.16499109366065892,0.4611926859017078,1.0
19,119,previous_s_curve,near_linear,M4,nominal_04,nominal,0,0.016157200003998652,1.116511484794506,1.5832981021799781,1.0013424910817943,0.1453017679785885,0.4965580437702971,1.0
19,119,previous_s_curve,near_linear,M4,nominal_05,nominal,0,0.016730478778226632,1.0288159532964398,1.5706987788800644,0.9280280668169012,0.18191027051560102,0.44891640689268614,1.0
19,119,previous_s_curve,near_linear,M4,nominal_06,nominal,0,0.01599270264622189,1.0570370691769553,1.5723659408948392,0.9516058111090758,0.17539719670912987,0.4641025123354581,1.0
19,119,previous_s_curve,near_linear,M4,nominal_07,nominal,0,0.016496553895044636,1.0919013825362032,1.5679272761165999,0.9809700112256095,0.1821030918198842,0.4826508106084117,1.0
19,119,previous_s_curve,near_linear,M4,nominal_08,nominal,0,0.017145613799964612,1.136299777829865,1.5784881301981544,1.018021875619047,0.15471376538235856,0.5070478914762535,1.0
19,119,previous_s_curve,near_linear,M4,nominal_09,nominal,0,0.015556346545673932,1.0729300014829801,1.5747194394413613,0.9646975622557418,0.16934873272425294,0.47277340847590166,1.0
19,119,previous_s_curve,near_linear,M4,heavy_00,heavy,0,0.0173381630446872,1.071869517501316,1.5463379868779124,0.9653250738768846,0.21880235516019197,0.4710098983254369,1.0
19,119,previous_s_curve,near_linear,M4,heavy_01,heavy,0,0.01796577196014452,1.0048729381236094,1.5441140908728566,0.9099348404448772,0.2307816720614945,0.4351828950039183,1.0
19,119,previous_s_curve,near_linear,M4,heavy_02,heavy,0,0.017201374514892682,1.034637586198082,1.544345349686445,0.9342136656567748,0.22831147215984116,0.4511158495186551,1.0
19,119,previous_s_curve,near_linear,M4,heavy_03,heavy,0,0.017504907801470945,1.120459661856154,1.550260545798738,1.0042629108534529,0.21077871444339677,0.49755381576563457,1.0
19,119,previous_s_curve,near_linear,M4,heavy_04,heavy,0,0.017057483996940865,1.1045796083906791,1.5533854584837126,0.9914283225205531,0.20371231652949814,0.4890451135417145,1.0
19,119,previous_s_curve,near_linear,M4,heavy_05,heavy,0,0.016592448069799006,1.0691452598916267,1.5503934971720985,0.9623381695120773,0.2123200595207753,0.46983428724394694,1.0
19,119,previous_s_curve,near_linear,M4,heavy_06,heavy,0,0.01758229292434785,1.008466260800115,1.5498519831500777,0.9130805253442097,0.21546590854375983,0.43718907366695164,1.0
19,119,previous_s_curve,near_linear,M4,heavy_07,heavy,0,0.015827799437113866,1.059067910866342,1.557924411302061,0.9536476774772998,0.19712924088070666,0.464753501866749,1.0
19,119,previous_s_curve,near_linear,M4,heavy_08,heavy,0,0.016752734748326076,1.0878030029545553,1.5491663658288892,0.9775130325731054,0.21476463673458634,0.47987065678205004,1.0
19,119,previous_s_curve,near_linear,M4,heavy_09,heavy,0,0.016692128290935138,1.0604800137240464,1.5477198781672066,0.9552308477313152,0.21920518520922472,0.4650991818222128,1.0
19,119,previous_s_curve,near_linear,M4,handling_00,handling,0,0.01698557968335413,1.1341784890121283,1.5973250086854078,1.0173724248261513,0.13299336373245202,0.506332394422137,1.0
19,119,previous_s_curve,near_linear,M4,handling_01,handling,0,0.015533200159884474,1.2232407635954534,1.5989936754303837,1.0924917941535746,0.12370574019446064,0.5547933589047919,1.0
19,119,previous_s_curve,near_linear,M4,handling_02,handling,0,0.015362230640698825,1.1940394340404963,1.6017875211614376,1.0681887874797482,0.11694586647093595,0.538949547884086,1.0
19,119,previous_s_curve,near_linear,M4,handling_03,handling,0,0.016358639045029287,1.2439764628434085,1.6041024881960322,1.1103019906977354,0.10942933520718252,0.5662753137026166,1.0
19,119,previous_s_curve,near_linear,M4,handling_04,handling,0,0.01599542834806456,1.2355205714692683,1.597600910677662,1.102929984808362,0.12585870478386632,0.5613846255362014,1.0
19,119,previous_s_curve,near_linear,M4,handling_05,handling,0,0.016285494277097922,1.1837995689609724,1.5948322233947805,1.0595317344603032,0.13425954913547863,0.5330425692056593,1.0
19,119,previous_s_curve,near_linear,M4,handling_06,handling,0,0.0159836612398307,1.2187405995085516,1.594650167530114,1.0888333565336499,0.13349168495804095,0.5520886850793201,1.0
19,119,previous_s_curve,near_linear,M4,handling_07,handling,0,0.015403600403644203,1.160345823634368,1.6016882515832238,1.0395222642594228,0.12008955341040803,0.5206918109307227,1.0
19,119,previous_s_curve,near_linear,M4,handling_08,handling,0,0.016571282100013327,1.228579977876489,1.590705644638576,1.0971843155964562,0.14169168978793747,0.5572023340597726,1.0
19,119,previous_s_curve,near_linear,M4,handling_09,handling,0,0.01533867934283059,1.2068394688928576,1.603533979159846,1.0789725241946067,0.1123159183162333,0.546005183644798,1.0
19,119,previous_s_curve,near_linear,LTI_1,nominal_00,nominal,0,0.01904667716936006,1.0233386766722607,1.5638768579253652,0.9217319340953788,0.18475737284317897,0.4471379642609686,1.0
19,119,previous_s_curve,near_linear,LTI_1,nominal_01,nominal,0,0.019298644366746744,1.033176138181274,1.563858333645505,0.929539027120336,0.18581094782822138,0.45251355277118194,1.0
19,119,previous_s_curve,near_linear,LTI_1,nominal_02,nominal,0,0.025877953753807328,1.1230332013547981,1.5734334796159168,1.0051669409771282,0.1541356662505349,0.5011612981561835,1.0
19,119,previous_s_curve,near_linear,LTI_1,nominal_03,nominal,0,0.020530647543344025,1.0475949551848567,1.5709943386002667,0.9421383492039554,0.16478304537276245,0.4603242140129414,1.0
19,119,previous_s_curve,near_linear,LTI_1,nominal_04,nominal,0,0.02507173082225709,1.1123854534444635,1.578405780950111,0.9959895775124114,0.14513246424736556,0.49566328727654035,1.0
19,119,previous_s_curve,near_linear,LTI_1,nominal_05,nominal,0,0.01898423235430061,1.024844047453922,1.5655947883009584,0.9227426371179915,0.1816676945716319,0.44804428950212233,1.0
19,119,previous_s_curve,near_linear,LTI_1,nominal_06,nominal,0,0.020561767516999424,1.0529770407363763,1.5672987504494311,0.9462341762607828,0.17516782909581866,0.46321165489906413,1.0
19,119,previous_s_curve,near_linear,LTI_1,nominal_07,nominal,0,0.022820371302300562,1.0876128618837115,1.5628267556205442,0.975291044733308,0.18185817447857514,0.4817073121485409,1.0
19,119,previous_s_curve,near_linear,LTI_1,nominal_08,nominal,0,0.02646858413265816,1.1320172360846175,1.5735414702975987,1.0124385261320756,0.15452554331518922,0.5061128509074241,1.0
19,119,previous_s_curve,near_linear,LTI_1,nominal_09,nominal,0,0.02151999769023626,1.0688510845846673,1.5696838321967812,0.9592928845080969,0.16913197949541636,0.471878299602393,1.0
19,119,previous_s_curve,near_linear,LTI_1,heavy_00,heavy,0,0.02170224071431203,1.0679340977945915,1.5421096919310293,0.9597897047954167,0.21851940607046835,0.47012348972412665,1.0
