group,cf_over_m,cr_over_m,m_over_iz,scaled_jacobian_condition,cost,multistart_relative_difference,seed
global,50.2819488849451,52.938761960712306,0.37399184220135084,1.296408295074598,31.360905651900175,1.6928726588842518e-07,15
nominal,52.62261708630519,53.687902097863564,0.5567424415080153,1.7373537540511392,1.5025675422374103,7.136827850994219e-10,15
heavy,48.53736150678923,46.18007915150573,0.5187397379379456,1.6508666948420245,1.9507746138658466,4.156433203347487e-09,15
handling,50.54935102587024,61.11358907405134,0.6057543506465116,1.8634833426002693,1.357219757066059,1.8744383394224667e-09,15
