group,cf_over_m,cr_over_m,m_over_iz,scaled_jacobian_condition,cost,multistart_relative_difference,seed
global,49.83452709294378,53.034390473718304,0.3553528207352046,1.279073256303158,33.112712691230335,2.425932667235628e-07,12
nominal,52.81912789376955,53.49399717740149,0.5604998185977572,1.7484145348526345,1.6124069468218312,7.165401527692854e-10,12
heavy,48.014550276439515,46.1911779908997,0.5174822368930652,1.6477160524663739,1.9926967965052689,2.3914760941776404e-09,12
handling,49.71149107231612,61.57596169761798,0.5773324676557747,1.7837137431382266,1.776383148831489,3.951473446169118e-09,12
