method,tracking_vs_local_pct,tracking_vs_exact_pct,exact_family_gap_closed_pct
ControlRank1,-0.6158458050722904,3.738062804319364,69.48814922648086
ControlRank2,-3.929230973982567,0.27952193800431235,97.71840867669282
ControlRank3,-4.197021316664107,-2.220446049250313e-14,100.00000000000021
ExactFamily,7.539977327481928,12.251183423994693,0.0
ExactIndividual,-4.197021316664085,0.0,100.0
Local,0.0,4.380888125135218,64.24110248357741
ParameterRank1,6.770072325105936,11.447549744794783,6.559641231278564
ParameterRank2,-4.1524982024478625,0.04647362203986649,99.62066014007402
ParameterRank3,-4.197021316664107,-2.220446049250313e-14,100.00000000000021
