seed,test_seed,scenario,severity,method,client,family,tracking,peak_steering,peak_acceleration,peak_steering_rate,beta_rms,steering_rms,feasible
13,113,previous_s_curve,near_linear,M1,nominal_00,nominal,0.01758581897357031,1.100724281312721,1.5795521577252294,0.9873602947850564,0.15499131435521424,0.48926103195699994,1.0
13,113,previous_s_curve,near_linear,M1,nominal_01,nominal,0.017987046371409927,1.0485006705429771,1.571339370249935,0.944384312490341,0.17595408046614397,0.4606671991869482,1.0
13,113,previous_s_curve,near_linear,M1,nominal_02,nominal,0.017325615749482385,1.0722106207875899,1.5797043015346506,0.9638712822075161,0.15467323654349024,0.4737715850128469,1.0
13,113,previous_s_curve,near_linear,M1,nominal_03,nominal,0.017404666836438775,1.0982966321773133,1.5800167134622694,0.985173024329045,0.15486471900734702,0.48800126779064856,1.0
13,113,previous_s_curve,near_linear,M1,nominal_04,nominal,0.01821995515602227,1.1220875256346663,1.5778794869244854,1.005258394952965,0.1576040654045591,0.5007745146494755,1.0
13,113,previous_s_curve,near_linear,M1,nominal_05,nominal,0.01673129809123998,1.0489338302107247,1.5790014869280866,0.9435225605192405,0.16277142011329868,0.4613765021674683,1.0
13,113,previous_s_curve,near_linear,M1,nominal_06,nominal,0.01697245600407112,1.0749412079740022,1.580212458145036,0.9656046122367323,0.1560712934558876,0.4753786453861637,1.0
13,113,previous_s_curve,near_linear,M1,nominal_07,nominal,0.018229674890817876,1.0297656034356468,1.5715541971273173,0.9287267805268237,0.17706492338484978,0.450598659090013,1.0
13,113,previous_s_curve,near_linear,M1,nominal_08,nominal,0.0178017135586933,1.1126111747818133,1.5796756096867661,0.9971837837627706,0.15470752380942437,0.4957412427415437,1.0
13,113,previous_s_curve,near_linear,M1,nominal_09,nominal,0.018100886509208075,1.0240296963680813,1.5725970915736098,0.923650904594402,0.17625893352387087,0.44760203726081194,1.0
13,113,previous_s_curve,near_linear,M1,heavy_00,heavy,0.019791451592028258,1.081283340075721,1.5537905049775018,0.9729121448660811,0.21132544159909844,0.4775221310682959,1.0
13,113,previous_s_curve,near_linear,M1,heavy_01,heavy,0.021635624760413096,1.0308108641783182,1.5469312814088114,0.9315417630187195,0.2320288474547278,0.4501952320056031,1.0
13,113,previous_s_curve,near_linear,M1,heavy_02,heavy,0.019558106174684255,1.1241673868545838,1.5586436179329421,1.0081734629527992,0.19726727877821792,0.5008876567702035,1.0
13,113,previous_s_curve,near_linear,M1,heavy_03,heavy,0.01942017200694057,1.084751788033793,1.5596047028795013,0.975875025983267,0.196219003853376,0.47955210766827866,1.0
13,113,previous_s_curve,near_linear,M1,heavy_04,heavy,0.021189045349024178,1.0345957149267997,1.5503661713098311,0.9347704817556447,0.22233799204825966,0.4522766854512916,1.0
13,113,previous_s_curve,near_linear,M1,heavy_05,heavy,0.021086734670923604,1.0619090337446968,1.5443770215354795,0.9572224719919807,0.2350159348459852,0.4667703850736689,1.0
13,113,previous_s_curve,near_linear,M1,heavy_06,heavy,0.02002105470001356,1.0518722773046325,1.5554456248731985,0.9485507650850329,0.20992393519824795,0.46176236440432006,1.0
13,113,previous_s_curve,near_linear,M1,heavy_07,heavy,0.021076287106981645,1.0105022383769569,1.5554952723293047,0.9140472618304712,0.21480391808348792,0.4396419868194415,1.0
13,113,previous_s_curve,near_linear,M1,heavy_08,heavy,0.019333854791809324,1.060843888558157,1.5573946981463633,0.955327841401692,0.2071118233349032,0.4667926536987099,1.0
13,113,previous_s_curve,near_linear,M1,heavy_09,heavy,0.01883527786626696,1.0903655762806441,1.5621801383212,0.9798485963034363,0.19264541363622223,0.48282811908506107,1.0
13,113,previous_s_curve,near_linear,M1,handling_00,handling,0.022967210469685386,1.2042635540689248,1.592932859023702,1.0739282283146303,0.12059354888312733,0.5462137763776848,1.0
13,113,previous_s_curve,near_linear,M1,handling_01,handling,0.025176575561432175,1.2304660167758985,1.5941333728120548,1.0962935175848738,0.11517151918411207,0.5605000526908471,1.0
13,113,previous_s_curve,near_linear,M1,handling_02,handling,0.023162924739592847,1.204165765464435,1.5940191048830084,1.0739868389666276,0.11731410390051641,0.5461654329588612,1.0
13,113,previous_s_curve,near_linear,M1,handling_03,handling,0.02233119046319467,1.2030783730965875,1.5876690486230338,1.0726668950442007,0.13353492965317584,0.545387765455589,1.0
13,113,previous_s_curve,near_linear,M1,handling_04,handling,0.022587903889864508,1.198885023102015,1.5943073135957515,1.0692719805910293,0.11862461865837685,0.5433869540820374,1.0
13,113,previous_s_curve,near_linear,M1,handling_05,handling,0.0217365227406338,1.1887995241866363,1.5938790840249975,1.0606135639610452,0.12101366601798448,0.537909960381755,1.0
13,113,previous_s_curve,near_linear,M1,handling_06,handling,0.02482508840080455,1.228825933712223,1.5911560514942291,1.0948977577576782,0.12155122591142425,0.5594373930990588,1.0
13,113,previous_s_curve,near_linear,M1,handling_07,handling,0.02452157406276281,1.2288031496619456,1.5905126044268953,1.0945797839493587,0.1247935474563292,0.5595024604056715,1.0
13,113,previous_s_curve,near_linear,M1,handling_08,handling,0.0223424758848709,1.1988117463137669,1.5923470361679848,1.0690940945228162,0.1236617378510372,0.5432908658031447,1.0
13,113,previous_s_curve,near_linear,M1,handling_09,handling,0.02297524963827387,1.2024252590356037,1.5928062475092404,1.0725365556944526,0.11988112487079865,0.5451440473807417,1.0
13,113,previous_s_curve,near_linear,M2,nominal_00,nominal,0.018577173539718887,1.1008798597217837,1.578319911457487,0.9874262191599551,0.15489721047276184,0.48914880988777554,1.0
13,113,previous_s_curve,near_linear,M2,nominal_01,nominal,0.01773347070174279,1.0485846008370856,1.5699963301099498,0.9443212942989778,0.17584160910918561,0.4605313200329727,1.0
13,113,previous_s_curve,near_linear,M2,nominal_02,nominal,0.01778971876737439,1.0723686180745264,1.5785194570661476,0.9639362890551256,0.15458186433576188,0.4736640183273735,1.0
13,113,previous_s_curve,near_linear,M2,nominal_03,nominal,0.01836054877167952,1.0984464029098684,1.5787765552231872,0.9852417235523974,0.15477047925757942,0.4878887503440963,1.0
13,113,previous_s_curve,near_linear,M2,nominal_04,nominal,0.019569948789942622,1.1222422594126777,1.5766019523992263,1.0053239963323184,0.15750609330628795,0.5006559584255885,1.0
13,113,previous_s_curve,near_linear,M2,nominal_05,nominal,0.01667180895141481,1.0490358233125328,1.5776885161830734,0.9435154504103611,0.16267081009643594,0.46125573897535443,1.0
13,113,previous_s_curve,near_linear,M2,nominal_06,nominal,0.017483304439408324,1.0750797394550495,1.57897516408124,0.9656509855487059,0.15597707438122285,0.47526648338901173,1.0
13,113,previous_s_curve,near_linear,M2,nominal_07,nominal,0.01763440646840709,1.0298403489556127,1.5702083905881588,0.9286522957853706,0.1769520630859289,0.45046349385421103,1.0
13,113,previous_s_curve,near_linear,M2,nominal_08,nominal,0.019016636915483037,1.1127658856973386,1.5784264655820388,0.9972590355762483,0.15461265026435733,0.49562757839743543,1.0
13,113,previous_s_curve,near_linear,M2,nominal_09,nominal,0.017417226707408365,1.0240977501847521,1.5712467773532464,0.9235744008920197,0.17614666977647123,0.447467859370217,1.0
13,113,previous_s_curve,near_linear,M2,heavy_00,heavy,0.01937023336646273,1.0803667223007865,1.5485997987871605,0.9707976664509387,0.2108687887571817,0.47685934260899565,1.0
13,113,previous_s_curve,near_linear,M2,heavy_01,heavy,0.018087979255755164,1.0298052726581037,1.5414051352994214,0.9292274817196108,0.23149795926280867,0.4495051360098402,1.0
13,113,previous_s_curve,near_linear,M2,heavy_02,heavy,0.021482163878451605,1.1233439072327291,1.5537462542697342,1.0062087348798945,0.19685709353244749,0.5002419085407127,1.0
13,113,previous_s_curve,near_linear,M2,heavy_03,heavy,0.01957627734749871,1.0839437969308143,1.554775743531313,0.9739605051674699,0.19581451741273653,0.4789402819061999,1.0
13,113,previous_s_curve,near_linear,M2,heavy_04,heavy,0.018153143840018794,1.0336550153412016,1.5450353380331165,0.9325739167725595,0.22184375415282817,0.4516155146067494,1.0
13,113,previous_s_curve,near_linear,M2,heavy_05,heavy,0.018911575756583535,1.0608459201647291,1.5387573894160667,0.9548058620675752,0.2344711667254267,0.46603942684548855,1.0
