design,client_id,family,method,max_small_signal_spectral_radius,small_signal_stable
test,nominal_00,nominal,M4,0.9590728055035236,True
test,nominal_00,nominal,LTI_1,0.9580003200082429,True
test,nominal_00,nominal,LTI_2,0.957852663690042,True
test,nominal_00,nominal,LTI_3,0.9585199051918327,True
test,nominal_00,nominal,LTI_5,0.9588736314080435,True
test,nominal_00,nominal,LTI_8,0.9588380208481031,True
test,nominal_00,nominal,LTI_10,0.9588865266861444,True
test,nominal_01,nominal,M4,0.9585235189623,True
test,nominal_01,nominal,LTI_1,0.9574312045501849,True
test,nominal_01,nominal,LTI_2,0.9572806729106774,True
test,nominal_01,nominal,LTI_3,0.9579606193518363,True
test,nominal_01,nominal,LTI_5,0.9583207948437512,True
test,nominal_01,nominal,LTI_8,0.9582845435017778,True
test,nominal_01,nominal,LTI_10,0.9583339217026835,True
test,nominal_02,nominal,M4,0.9596735155096525,True
test,nominal_02,nominal,LTI_1,0.958753922422684,True
test,nominal_02,nominal,LTI_2,0.958628504961887,True
test,nominal_02,nominal,LTI_3,0.9591975637445451,True
test,nominal_02,nominal,LTI_5,0.959501609533848,True
test,nominal_02,nominal,LTI_8,0.9594709275089675,True
test,nominal_02,nominal,LTI_10,0.9595127240909377,True
test,nominal_03,nominal,M4,0.9594494738953009,True
test,nominal_03,nominal,LTI_1,0.9584320884929701,True
test,nominal_03,nominal,LTI_2,0.958292489439195,True
test,nominal_03,nominal,LTI_3,0.9589242438880629,True
test,nominal_03,nominal,LTI_5,0.9592600922262774,True
test,nominal_03,nominal,LTI_8,0.9592262530668546,True
test,nominal_03,nominal,LTI_10,0.9592723475961912,True
test,nominal_04,nominal,M4,0.9576430931348174,True
test,nominal_04,nominal,LTI_1,0.9565194467107586,True
test,nominal_04,nominal,LTI_2,0.9563644092599606,True
test,nominal_04,nominal,LTI_3,0.957064336842472,True
test,nominal_04,nominal,LTI_5,0.9574347262808534,True
test,nominal_04,nominal,LTI_8,0.9573974579650542,True
test,nominal_04,nominal,LTI_10,0.9574482207939172,True
test,nominal_05,nominal,M4,0.959064297064942,True
test,nominal_05,nominal,LTI_1,0.9580955307343315,True
test,nominal_05,nominal,LTI_2,0.9579630758795178,True
test,nominal_05,nominal,LTI_3,0.9585634199873235,True
test,nominal_05,nominal,LTI_5,0.9588835158420695,True
test,nominal_05,nominal,LTI_8,0.9588512347181983,True
test,nominal_05,nominal,LTI_10,0.9588952085439254,True
test,nominal_06,nominal,M4,0.9590739822027998,True
test,nominal_06,nominal,LTI_1,0.9580684575434082,True
test,nominal_06,nominal,LTI_2,0.9579306470456606,True
test,nominal_06,nominal,LTI_3,0.95855462123497,True
test,nominal_06,nominal,LTI_5,0.9588866554044969,True
test,nominal_06,nominal,LTI_8,0.9588531906446226,True
test,nominal_06,nominal,LTI_10,0.9588987757229096,True
test,nominal_07,nominal,M4,0.9590929214901128,True
test,nominal_07,nominal,LTI_1,0.9580797550734521,True
test,nominal_07,nominal,LTI_2,0.9579408353248829,True
test,nominal_07,nominal,LTI_3,0.9585697115155071,True
test,nominal_07,nominal,LTI_5,0.9589042301537801,True
test,nominal_07,nominal,LTI_8,0.9588705188238241,True
test,nominal_07,nominal,LTI_10,0.9589164395648992,True
test,nominal_08,nominal,M4,0.9593382605648045,True
test,nominal_08,nominal,LTI_1,0.9583135794739822,True
test,nominal_08,nominal,LTI_2,0.958172910627455,True
test,nominal_08,nominal,LTI_3,0.9588093708413306,True
test,nominal_08,nominal,LTI_5,0.9591475845497954,True
test,nominal_08,nominal,LTI_8,0.9591135111599842,True
test,nominal_08,nominal,LTI_10,0.9591599245270673,True
