phase,point,policy,cohort,condition,mu,epsilon,method,tracking,std,q95,feasible_rate,rho,baseline,tracking_increase_pct,viable
B,boundary,balanced,30,shift-plus-5pct,0.7,inf,Isotropic,0.00806238051274438,0.00016391238149874882,0.008285218621987604,1.0,0.968799865723032,0.00806238051274438,0.0,False
B,boundary,balanced,30,shift-plus-5pct,0.9,4,ControlAware,0.008836083119873316,0.0009847816060413479,0.010831988212007681,1.0,0.9704851035672244,0.007728479875368455,14.331450199345387,False
B,boundary,balanced,30,shift-plus-5pct,0.9,4,Isotropic,0.009273470352379784,0.0012988562936887631,0.01178619463076392,1.0,0.9708054157880598,0.00772847987536846,19.99087145112952,False
B,boundary,balanced,30,shift-plus-5pct,0.9,inf,ControlAware,0.007728479875368455,0.00016486589109195894,0.00794248296230183,1.0,0.968799865723032,0.007728479875368455,0.0,False
B,boundary,balanced,30,shift-plus-5pct,0.9,inf,Isotropic,0.00772847987536846,0.00016486589109197664,0.007942482962301881,1.0,0.968799865723032,0.00772847987536846,0.0,False
B,nonviable,balanced,10,correct,0.7,4,ControlAware,0.014298962982950985,0.003523376939778415,0.020136139822431683,1.0,0.9716603331955735,0.007994163991265471,78.86752133899455,False
B,nonviable,balanced,10,correct,0.7,4,Isotropic,0.016081523661948947,0.004324158084684462,0.022340279318727296,1.0,0.9720794329420114,0.007994163991265475,101.16579644250261,False
B,nonviable,balanced,10,correct,0.7,inf,ControlAware,0.007994163991265471,0.0002516724224032989,0.00836039410064393,1.0,0.9691613690301096,0.007994163991265471,0.0,False
B,nonviable,balanced,10,correct,0.7,inf,Isotropic,0.007994163991265475,0.000251672422403299,0.008360394100643934,1.0,0.9691613690301096,0.007994163991265475,0.0,False
B,nonviable,balanced,10,correct,0.9,4,ControlAware,0.013765233378470155,0.003433690834858019,0.019316652229120653,1.0,0.9716603331955735,0.007653453381158461,79.85649997369669,False
B,nonviable,balanced,10,correct,0.9,4,Isotropic,0.015491843926847737,0.0042128512331371356,0.02143571778985814,1.0,0.9720794329420114,0.0076534533811584635,102.41638846309687,False
B,nonviable,balanced,10,correct,0.9,inf,ControlAware,0.007653453381158461,0.0002496808124325136,0.00801438134338372,1.0,0.9691613690301096,0.007653453381158461,0.0,False
B,nonviable,balanced,10,correct,0.9,inf,Isotropic,0.0076534533811584635,0.0002496808124325146,0.008014381343383727,1.0,0.9691613690301096,0.0076534533811584635,0.0,False
B,nonviable,balanced,10,narrow-10pct,0.7,4,ControlAware,0.013302149369995821,0.0030101060072335686,0.01854379124893697,1.0,0.9713962794400391,0.007994163991265483,66.39825483352486,False
B,nonviable,balanced,10,narrow-10pct,0.7,4,Isotropic,0.014846825143849957,0.0037407568917668063,0.020482369919604854,1.0,0.9718048732129616,0.007994163991265481,85.720797822909,False
B,nonviable,balanced,10,narrow-10pct,0.7,inf,ControlAware,0.007994163991265483,0.0002516724224033024,0.008360394100643953,1.0,0.9691613690301096,0.007994163991265483,0.0,False
B,nonviable,balanced,10,narrow-10pct,0.7,inf,Isotropic,0.007994163991265481,0.00025167242240329576,0.008360394100643934,1.0,0.9691613690301096,0.007994163991265481,0.0,False
B,nonviable,balanced,10,narrow-10pct,0.9,4,ControlAware,0.012798678043960914,0.002934087021112014,0.01777479998551474,1.0,0.9713962794400391,0.007653453381158472,67.22749073600068,False
B,nonviable,balanced,10,narrow-10pct,0.9,4,Isotropic,0.014295042490802344,0.003645497575553117,0.019640856989563162,1.0,0.9718048732129616,0.007653453381158468,86.77898432091278,False
B,nonviable,balanced,10,narrow-10pct,0.9,inf,ControlAware,0.007653453381158472,0.0002496808124325174,0.008014381343383744,1.0,0.9691613690301096,0.007653453381158472,0.0,False
B,nonviable,balanced,10,narrow-10pct,0.9,inf,Isotropic,0.007653453381158468,0.00024968081243251244,0.008014381343383727,1.0,0.9691613690301096,0.007653453381158468,0.0,False
B,nonviable,balanced,10,outliers-10pct,0.7,4,ControlAware,0.014195053131702141,0.0036235447379187402,0.02089739408043872,1.0,0.9720288896156442,0.008693696191400044,63.27983885316968,False
B,nonviable,balanced,10,outliers-10pct,0.7,4,Isotropic,0.015827146959127635,0.004105544218353809,0.022491390106663425,1.0,0.972416130104049,0.008693696191400046,82.05314069732643,False
B,nonviable,balanced,10,outliers-10pct,0.7,inf,ControlAware,0.008693696191400044,0.00035669280752211827,0.009183072671628618,1.0,0.9697431761824226,0.008693696191400044,0.0,False
B,nonviable,balanced,10,outliers-10pct,0.7,inf,Isotropic,0.008693696191400046,0.00035669280752211784,0.009183072671628618,1.0,0.9697431761824226,0.008693696191400046,0.0,False
B,nonviable,balanced,10,outliers-10pct,0.9,4,ControlAware,0.013615022038800648,0.003499412021376087,0.020120650948495383,1.0,0.9720288896156442,0.008224006236255497,65.5521852449343,False
B,nonviable,balanced,10,outliers-10pct,0.9,4,Isotropic,0.015199142036545266,0.003969322629089044,0.021589960982373473,1.0,0.972416130104049,0.008224006236255497,84.81433014410801,False
B,nonviable,balanced,10,outliers-10pct,0.9,inf,ControlAware,0.008224006236255497,0.00033787188672203955,0.008684020712098008,1.0,0.9697431761824226,0.008224006236255497,0.0,False
B,nonviable,balanced,10,outliers-10pct,0.9,inf,Isotropic,0.008224006236255497,0.00033787188672203993,0.008684020712098008,1.0,0.9697431761824226,0.008224006236255497,0.0,False
B,nonviable,balanced,10,outliers-5pct,0.7,4,ControlAware,0.014195053131702141,0.0036235447379187402,0.02089739408043872,1.0,0.9720288896156442,0.008693696191400044,63.27983885316968,False
B,nonviable,balanced,10,outliers-5pct,0.7,4,Isotropic,0.015827146959127635,0.004105544218353809,0.022491390106663425,1.0,0.972416130104049,0.008693696191400046,82.05314069732643,False
B,nonviable,balanced,10,outliers-5pct,0.7,inf,ControlAware,0.008693696191400044,0.00035669280752211827,0.009183072671628618,1.0,0.9697431761824226,0.008693696191400044,0.0,False
B,nonviable,balanced,10,outliers-5pct,0.7,inf,Isotropic,0.008693696191400046,0.00035669280752211784,0.009183072671628618,1.0,0.9697431761824226,0.008693696191400046,0.0,False
B,nonviable,balanced,10,outliers-5pct,0.9,4,ControlAware,0.013615022038800648,0.003499412021376087,0.020120650948495383,1.0,0.9720288896156442,0.008224006236255497,65.5521852449343,False
B,nonviable,balanced,10,outliers-5pct,0.9,4,Isotropic,0.015199142036545266,0.003969322629089044,0.021589960982373473,1.0,0.972416130104049,0.008224006236255497,84.81433014410801,False
B,nonviable,balanced,10,outliers-5pct,0.9,inf,ControlAware,0.008224006236255497,0.00033787188672203955,0.008684020712098008,1.0,0.9697431761824226,0.008224006236255497,0.0,False
B,nonviable,balanced,10,outliers-5pct,0.9,inf,Isotropic,0.008224006236255497,0.00033787188672203993,0.008684020712098008,1.0,0.9697431761824226,0.008224006236255497,0.0,False
B,nonviable,balanced,10,shift-plus-5pct,0.7,4,ControlAware,0.014448774878184755,0.003787841870598413,0.020279210626843867,1.0,0.9716842009747854,0.007994163991265476,80.74153712597925,False
B,nonviable,balanced,10,shift-plus-5pct,0.7,4,Isotropic,0.016249511037790522,0.004550367746974012,0.02229996228970141,1.0,0.9720794329420114,0.007994163991265473,103.26717159599114,False
B,nonviable,balanced,10,shift-plus-5pct,0.7,inf,ControlAware,0.007994163991265476,0.00025167242240330763,0.008360394100643953,1.0,0.9691613690301096,0.007994163991265476,0.0,False
B,nonviable,balanced,10,shift-plus-5pct,0.7,inf,Isotropic,0.007994163991265473,0.00025167242240330096,0.008360394100643934,1.0,0.9691613690301096,0.007994163991265473,0.0,False
B,nonviable,balanced,10,shift-plus-5pct,0.9,4,ControlAware,0.013909437286467112,0.0036896500150052467,0.019478478186863164,1.0,0.9716842009747854,0.007653453381158465,81.74066782336251,False
B,nonviable,balanced,10,shift-plus-5pct,0.9,4,Isotropic,0.015654510155428184,0.004433943546407693,0.021403696055224533,1.0,0.9720794329420114,0.007653453381158462,104.54178494073018,False
B,nonviable,balanced,10,shift-plus-5pct,0.9,inf,ControlAware,0.007653453381158465,0.00024968081243252225,0.008014381343383744,1.0,0.9691613690301096,0.007653453381158465,0.0,False
B,nonviable,balanced,10,shift-plus-5pct,0.9,inf,Isotropic,0.007653453381158462,0.0002496808124325163,0.008014381343383727,1.0,0.9691613690301096,0.007653453381158462,0.0,False
B,viable,balanced,100,correct,0.7,4,ControlAware,0.008032487993682124,0.00018637874441702437,0.008327525284261934,1.0,0.9691116738286788,0.008021508237450164,0.13687894978027249,True
B,viable,balanced,100,correct,0.7,4,Isotropic,0.008056095652820738,0.00021078016834769474,0.008389784811673445,1.0,0.9691388356459923,0.008021508237450164,0.4311834426485417,True
B,viable,balanced,100,correct,0.7,inf,ControlAware,0.008021508237450164,0.00018417366432827323,0.008286529933266408,1.0,0.9688682847530836,0.008021508237450164,0.0,False
B,viable,balanced,100,correct,0.7,inf,Isotropic,0.008021508237450164,0.00018417366432827318,0.008286529933266408,1.0,0.9688682847530836,0.008021508237450164,0.0,False
B,viable,balanced,100,correct,0.9,4,ControlAware,0.0076910511329455165,0.00018708726706448005,0.007999624095396679,1.0,0.9691116738286788,0.007686013592935077,0.06554164847001331,True
B,viable,balanced,100,correct,0.9,4,Isotropic,0.007712942694579306,0.0002119428332227658,0.008048844477721513,1.0,0.9691388356459923,0.007686013592935079,0.35036500155269934,True
B,viable,balanced,100,correct,0.9,inf,ControlAware,0.007686013592935077,0.00018498955155130697,0.00794619964663652,1.0,0.9688682847530836,0.007686013592935077,0.0,False
B,viable,balanced,100,correct,0.9,inf,Isotropic,0.007686013592935079,0.00018498955155130708,0.00794619964663652,1.0,0.9688682847530836,0.007686013592935079,0.0,False
B,viable,balanced,100,narrow-10pct,0.7,4,ControlAware,0.00802387395383126,0.00018040580745702295,0.008315689948949859,1.0,0.9690878430301656,0.008021508237450159,0.029492164204936167,True
B,viable,balanced,100,narrow-10pct,0.7,4,Isotropic,0.008041907825456229,0.00020039567265779288,0.00834634743097777,1.0,0.9691123694696018,0.008021508237450164,0.2543111270624232,True
B,viable,balanced,100,narrow-10pct,0.7,inf,ControlAware,0.008021508237450159,0.00018417366432827863,0.008286529933266408,1.0,0.9688682847530836,0.008021508237450159,0.0,False
B,viable,balanced,100,narrow-10pct,0.7,inf,Isotropic,0.008021508237450164,0.0001841736643282707,0.008286529933266408,1.0,0.9688682847530836,0.008021508237450164,0.0,False
B,viable,balanced,100,narrow-10pct,0.9,4,ControlAware,0.007683276274099089,0.00018086544522368666,0.007991061204581889,1.0,0.9690878430301656,0.007686013592935073,-0.03561428564867741,True
B,viable,balanced,100,narrow-10pct,0.9,4,Isotropic,0.007699841274238863,0.0002013476414769685,0.00801311013356478,1.0,0.9691123694696018,0.007686013592935079,0.17990706283026459,True
B,viable,balanced,100,narrow-10pct,0.9,inf,ControlAware,0.007686013592935073,0.00018498955155131193,0.00794619964663652,1.0,0.9688682847530836,0.007686013592935073,0.0,False
B,viable,balanced,100,narrow-10pct,0.9,inf,Isotropic,0.007686013592935079,0.0001849895515513053,0.00794619964663652,1.0,0.9688682847530836,0.007686013592935079,0.0,False
B,viable,balanced,100,outliers-10pct,0.7,4,ControlAware,0.008744855171796361,0.00045335113145475805,0.009649075124728401,1.0,0.9697346966372362,0.008614947457810811,1.5079339093097666,True
B,viable,balanced,100,outliers-10pct,0.7,4,Isotropic,0.008788288454012283,0.00048690244830596895,0.009732604259370453,1.0,0.969758081568531,0.008614947457810811,2.0120958026773605,True
B,viable,balanced,100,outliers-10pct,0.7,inf,ControlAware,0.008614947457810811,0.0003879706901086091,0.009190759531394425,1.0,0.9695166237567264,0.008614947457810811,0.0,False
B,viable,balanced,100,outliers-10pct,0.7,inf,Isotropic,0.008614947457810811,0.0003879706901086058,0.009190759531394418,1.0,0.9695166237567264,0.008614947457810811,0.0,False
B,viable,balanced,100,outliers-10pct,0.9,4,ControlAware,0.008273084996381953,0.0004291686610211566,0.009127140788226086,1.0,0.9697346966372362,0.008150536940721386,1.5035580668102622,True
B,viable,balanced,100,outliers-10pct,0.9,4,Isotropic,0.00831499959766794,0.00046106652045740037,0.009207935286934052,1.0,0.969758081568531,0.008150536940721386,2.0178137727941747,True
B,viable,balanced,100,outliers-10pct,0.9,inf,ControlAware,0.008150536940721386,0.0003671147428052001,0.008695413552379154,1.0,0.9695166237567264,0.008150536940721386,0.0,False
B,viable,balanced,100,outliers-10pct,0.9,inf,Isotropic,0.008150536940721386,0.0003671147428051974,0.008695413552379145,1.0,0.9695166237567264,0.008150536940721386,0.0,False
B,viable,balanced,100,outliers-5pct,0.7,4,ControlAware,0.00797908563855962,0.0002673102606656374,0.00849196488644056,1.0,0.9694208378115908,0.007901103035332872,0.986983752496573,True
B,viable,balanced,100,outliers-5pct,0.7,4,Isotropic,0.008016004926167301,0.0002870971197320243,0.008543297288854657,1.0,0.969446218504166,0.007901103035332872,1.454251264925932,True
B,viable,balanced,100,outliers-5pct,0.7,inf,ControlAware,0.007901103035332872,0.00023630228547647422,0.00823864640496263,1.0,0.9691905344538336,0.007901103035332872,0.0,False
B,viable,balanced,100,outliers-5pct,0.7,inf,Isotropic,0.007901103035332872,0.0002363022854764725,0.00823864640496263,1.0,0.9691905344538336,0.007901103035332872,0.0,False
B,viable,balanced,100,outliers-5pct,0.9,4,ControlAware,0.0075799950321774725,0.00024834353111622434,0.008071617390582252,1.0,0.9694208378115908,0.007509391975666718,0.9401967128568556,True
B,viable,balanced,100,outliers-5pct,0.9,4,Isotropic,0.007615182979299933,0.00026684206328062737,0.008120658851782014,1.0,0.969446218504166,0.00750939197566672,1.4087825482544503,True
B,viable,balanced,100,outliers-5pct,0.9,inf,ControlAware,0.007509391975666718,0.0002214786751259685,0.007820476710373177,1.0,0.9691905344538336,0.007509391975666718,0.0,False
B,viable,balanced,100,outliers-5pct,0.9,inf,Isotropic,0.00750939197566672,0.0002214786751259666,0.007820476710373177,1.0,0.9691905344538336,0.00750939197566672,0.0,False
B,viable,balanced,100,shift-plus-5pct,0.7,4,ControlAware,0.008032487993682124,0.0001863787444170257,0.008327525284261927,1.0,0.9691116738286786,0.008021508237450166,0.13687894978025028,True
B,viable,balanced,100,shift-plus-5pct,0.7,4,Isotropic,0.008056095652820734,0.00021078016834769967,0.008389784811673451,1.0,0.9691388356459923,0.008021508237450157,0.4311834426485861,True
B,viable,balanced,100,shift-plus-5pct,0.7,inf,ControlAware,0.008021508237450166,0.00018417366432827394,0.008286529933266408,1.0,0.9688682847530836,0.008021508237450166,0.0,False
B,viable,balanced,100,shift-plus-5pct,0.7,inf,Isotropic,0.008021508237450157,0.00018417366432828006,0.008286529933266408,1.0,0.9688682847530836,0.008021508237450157,0.0,False
B,viable,balanced,100,shift-plus-5pct,0.9,4,ControlAware,0.007691051132945517,0.0001870872670644812,0.007999624095396674,1.0,0.9691116738286786,0.00768601359293508,0.06554164846999111,True
B,viable,balanced,100,shift-plus-5pct,0.9,4,Isotropic,0.007712942694579304,0.00021194283322276982,0.008048844477721527,1.0,0.9691388356459923,0.007686013592935072,0.35036500155276595,True
B,viable,balanced,100,shift-plus-5pct,0.9,inf,ControlAware,0.00768601359293508,0.00018498955155130806,0.00794619964663652,1.0,0.9688682847530836,0.00768601359293508,0.0,False
B,viable,balanced,100,shift-plus-5pct,0.9,inf,Isotropic,0.007686013592935072,0.0001849895515513132,0.00794619964663652,1.0,0.9688682847530836,0.007686013592935072,0.0,False
