gamma,low,time_scale,plant,severity,scenario,method,tracking
0,18,2,vy,moderate,shifted_double_lane,M3,0.007629786645143246
0,18,2,vy,moderate,shifted_double_lane,M4,0.007642482600855649
0,18,2,vy,near_linear,constant_22,M1,0.0031063100077539448
0,18,2,vy,near_linear,constant_22,M2,0.003111672012193687
0,18,2,vy,near_linear,constant_22,M3,0.003029886185773559
0,18,2,vy,near_linear,constant_22,M4,0.0030362216558390415
0,18,2,vy,near_linear,previous_s_curve,M1,0.00433376260101029
0,18,2,vy,near_linear,previous_s_curve,M2,0.0043421513046707225
0,18,2,vy,near_linear,previous_s_curve,M3,0.004508397778784131
0,18,2,vy,near_linear,previous_s_curve,M4,0.004515981267862449
0,18,2,vy,near_linear,shifted_double_lane,M1,0.004130698710067194
0,18,2,vy,near_linear,shifted_double_lane,M2,0.004134673280718615
0,18,2,vy,near_linear,shifted_double_lane,M3,0.003635180258218118
0,18,2,vy,near_linear,shifted_double_lane,M4,0.003641448208765705
0,18,2,vy,strong,constant_22,M1,0.009677774440168109
0,18,2,vy,strong,constant_22,M2,0.009694192265388285
0,18,2,vy,strong,constant_22,M3,0.009469150721952606
0,18,2,vy,strong,constant_22,M4,0.00948869213643533
0,18,2,vy,strong,previous_s_curve,M1,0.01505281913548368
0,18,2,vy,strong,previous_s_curve,M2,0.015078410677163324
0,18,2,vy,strong,previous_s_curve,M3,0.01565845804585008
0,18,2,vy,strong,previous_s_curve,M4,0.01568125063805651
0,18,2,vy,strong,shifted_double_lane,M1,0.013959378539758517
0,18,2,vy,strong,shifted_double_lane,M2,0.01397100503172449
0,18,2,vy,strong,shifted_double_lane,M3,0.012609365761241224
0,18,2,vy,strong,shifted_double_lane,M4,0.012628731256551489
1,10,1,beta_noacc,moderate,constant_22,M1,0.03030562580533157
1,10,1,beta_noacc,moderate,constant_22,M2,0.025505239653486972
1,10,1,beta_noacc,moderate,constant_22,M3,0.027283364622236805
1,10,1,beta_noacc,moderate,constant_22,M4,0.022013401491435988
1,10,1,beta_noacc,moderate,previous_s_curve,M1,0.04573284385511756
1,10,1,beta_noacc,moderate,previous_s_curve,M2,0.04255668003833451
1,10,1,beta_noacc,moderate,previous_s_curve,M3,0.039020069428285585
1,10,1,beta_noacc,moderate,previous_s_curve,M4,0.03447028147660634
1,10,1,beta_noacc,moderate,shifted_double_lane,M1,0.04487139853218889
1,10,1,beta_noacc,moderate,shifted_double_lane,M2,0.040639030865888146
1,10,1,beta_noacc,moderate,shifted_double_lane,M3,0.031145762920702886
1,10,1,beta_noacc,moderate,shifted_double_lane,M4,0.02502011057329168
1,10,1,beta_noacc,near_linear,constant_22,M1,0.014918915243333138
1,10,1,beta_noacc,near_linear,constant_22,M2,0.012588826167908252
1,10,1,beta_noacc,near_linear,constant_22,M3,0.01341931530682427
1,10,1,beta_noacc,near_linear,constant_22,M4,0.010842637275491406
1,10,1,beta_noacc,near_linear,previous_s_curve,M1,0.02231027563973683
1,10,1,beta_noacc,near_linear,previous_s_curve,M2,0.02077261541136992
1,10,1,beta_noacc,near_linear,previous_s_curve,M3,0.01870410861044824
1,10,1,beta_noacc,near_linear,previous_s_curve,M4,0.016454908133015058
1,10,1,beta_noacc,near_linear,shifted_double_lane,M1,0.021426829465017193
1,10,1,beta_noacc,near_linear,shifted_double_lane,M2,0.019509623526192874
1,10,1,beta_noacc,near_linear,shifted_double_lane,M3,0.01464705133895479
1,10,1,beta_noacc,near_linear,shifted_double_lane,M4,0.01173113811824387
1,10,1,beta_noacc,strong,constant_22,M1,0.04688963615648484
1,10,1,beta_noacc,strong,constant_22,M2,0.03933262679595962
1,10,1,beta_noacc,strong,constant_22,M3,0.04227862099680707
1,10,1,beta_noacc,strong,constant_22,M4,0.03407593215523045
1,10,1,beta_noacc,strong,previous_s_curve,M1,0.07228871397038146
1,10,1,beta_noacc,strong,previous_s_curve,M2,0.06727590369831841
1,10,1,beta_noacc,strong,previous_s_curve,M3,0.06362260874765338
1,10,1,beta_noacc,strong,previous_s_curve,M4,0.05673369875559145
1,10,1,beta_noacc,strong,shifted_double_lane,M1,0.07499812015023602
1,10,1,beta_noacc,strong,shifted_double_lane,M2,0.06779948577690507
1,10,1,beta_noacc,strong,shifted_double_lane,M3,0.05356056780622558
1,10,1,beta_noacc,strong,shifted_double_lane,M4,0.04398086376649417
1,10,1,legacy,moderate,constant_22,M1,0.03030562580533157
1,10,1,legacy,moderate,constant_22,M2,0.025505239653486972
1,10,1,legacy,moderate,constant_22,M3,0.027283364622236805
1,10,1,legacy,moderate,constant_22,M4,0.022013401491435988
1,10,1,legacy,moderate,previous_s_curve,M1,0.04572707745380819
1,10,1,legacy,moderate,previous_s_curve,M2,0.042544169759259204
1,10,1,legacy,moderate,previous_s_curve,M3,0.039001162656981836
1,10,1,legacy,moderate,previous_s_curve,M4,0.03444196934925074
1,10,1,legacy,moderate,shifted_double_lane,M1,0.04488487673090025
1,10,1,legacy,moderate,shifted_double_lane,M2,0.04065327452637303
1,10,1,legacy,moderate,shifted_double_lane,M3,0.031159093689830636
1,10,1,legacy,moderate,shifted_double_lane,M4,0.02503706193055858
1,10,1,legacy,near_linear,constant_22,M1,0.014918915243333138
1,10,1,legacy,near_linear,constant_22,M2,0.012588826167908252
1,10,1,legacy,near_linear,constant_22,M3,0.01341931530682427
1,10,1,legacy,near_linear,constant_22,M4,0.010842637275491406
1,10,1,legacy,near_linear,previous_s_curve,M1,0.022306667327733128
1,10,1,legacy,near_linear,previous_s_curve,M2,0.020765894209492063
1,10,1,legacy,near_linear,previous_s_curve,M3,0.018693521199233367
1,10,1,legacy,near_linear,previous_s_curve,M4,0.016439728561934163
1,10,1,legacy,near_linear,shifted_double_lane,M1,0.021433528476276602
1,10,1,legacy,near_linear,shifted_double_lane,M2,0.019516535098871714
1,10,1,legacy,near_linear,shifted_double_lane,M3,0.014653690815481688
1,10,1,legacy,near_linear,shifted_double_lane,M4,0.011739552286416226
1,10,1,legacy,strong,constant_22,M1,0.04688963615648484
1,10,1,legacy,strong,constant_22,M2,0.03933262679595962
1,10,1,legacy,strong,constant_22,M3,0.04227862099680707
1,10,1,legacy,strong,constant_22,M4,0.03407593215523045
1,10,1,legacy,strong,previous_s_curve,M1,0.0722871281574028
1,10,1,legacy,strong,previous_s_curve,M2,0.06726312842938587
1,10,1,legacy,strong,previous_s_curve,M3,0.06360390537525808
1,10,1,legacy,strong,previous_s_curve,M4,0.05670095226610145
1,10,1,legacy,strong,shifted_double_lane,M1,0.07501890300265507
1,10,1,legacy,strong,shifted_double_lane,M2,0.0678225384864105
1,10,1,legacy,strong,shifted_double_lane,M3,0.05358133262248483
1,10,1,legacy,strong,shifted_double_lane,M4,0.04400735739614331
1,10,1,vy,moderate,constant_22,M1,0.03030562580533158
1,10,1,vy,moderate,constant_22,M2,0.025505239653486972
1,10,1,vy,moderate,constant_22,M3,0.027283364622236805
1,10,1,vy,moderate,constant_22,M4,0.022013401491435988
1,10,1,vy,moderate,previous_s_curve,M1,0.045846795766453674
1,10,1,vy,moderate,previous_s_curve,M2,0.0425877517687084
1,10,1,vy,moderate,previous_s_curve,M3,0.039189886854182156
1,10,1,vy,moderate,previous_s_curve,M4,0.03452991489035605
1,10,1,vy,moderate,shifted_double_lane,M1,0.0448556104878464
1,10,1,vy,moderate,shifted_double_lane,M2,0.04064528757594903
1,10,1,vy,moderate,shifted_double_lane,M3,0.031125668783090765
1,10,1,vy,moderate,shifted_double_lane,M4,0.02498852201391819
1,10,1,vy,near_linear,constant_22,M1,0.014918915243333138
1,10,1,vy,near_linear,constant_22,M2,0.012588826167908252
1,10,1,vy,near_linear,constant_22,M3,0.01341931530682427
1,10,1,vy,near_linear,constant_22,M4,0.010842637275491408
1,10,1,vy,near_linear,previous_s_curve,M1,0.022345483352835552
1,10,1,vy,near_linear,previous_s_curve,M2,0.02077623225891197
1,10,1,vy,near_linear,previous_s_curve,M3,0.018760794671520146
1,10,1,vy,near_linear,previous_s_curve,M4,0.016465496004555078
1,10,1,vy,near_linear,shifted_double_lane,M1,0.021416334939583847
1,10,1,vy,near_linear,shifted_double_lane,M2,0.019509462926381775
1,10,1,vy,near_linear,shifted_double_lane,M3,0.01463226042966515
1,10,1,vy,near_linear,shifted_double_lane,M4,0.011711683184756561
1,10,1,vy,strong,constant_22,M1,0.04688963615648484
1,10,1,vy,strong,constant_22,M2,0.03933262679595962
1,10,1,vy,strong,constant_22,M3,0.04227862099680707
1,10,1,vy,strong,constant_22,M4,0.03407593215523045
1,10,1,vy,strong,previous_s_curve,M1,0.07266969834018484
1,10,1,vy,strong,previous_s_curve,M2,0.06746858314276413
1,10,1,vy,strong,previous_s_curve,M3,0.064127502189542
1,10,1,vy,strong,previous_s_curve,M4,0.05702061424308303
1,10,1,vy,strong,shifted_double_lane,M1,0.0750476826536015
1,10,1,vy,strong,shifted_double_lane,M2,0.06789508832861997
1,10,1,vy,strong,shifted_double_lane,M3,0.05361462382784061
1,10,1,vy,strong,shifted_double_lane,M4,0.0440276466895775
1,10,2,beta_noacc,moderate,constant_22,M1,0.011688462846738443
1,10,2,beta_noacc,moderate,constant_22,M2,0.008269608935796091
1,10,2,beta_noacc,moderate,constant_22,M3,0.010041107857112439
1,10,2,beta_noacc,moderate,constant_22,M4,0.006227912860978137
1,10,2,beta_noacc,moderate,previous_s_curve,M1,0.019675122951443937
1,10,2,beta_noacc,moderate,previous_s_curve,M2,0.01760122467461253
1,10,2,beta_noacc,moderate,previous_s_curve,M3,0.013347366241165967
1,10,2,beta_noacc,moderate,previous_s_curve,M4,0.009537257860873838
1,10,2,beta_noacc,moderate,shifted_double_lane,M1,0.018400780748836533
1,10,2,beta_noacc,moderate,shifted_double_lane,M2,0.015371175584925834
1,10,2,beta_noacc,moderate,shifted_double_lane,M3,0.011638030231460308
1,10,2,beta_noacc,moderate,shifted_double_lane,M4,0.006919722447595594
1,10,2,beta_noacc,near_linear,constant_22,M1,0.005764319391358976
1,10,2,beta_noacc,near_linear,constant_22,M2,0.004111828715245518
1,10,2,beta_noacc,near_linear,constant_22,M3,0.004942465474884388
1,10,2,beta_noacc,near_linear,constant_22,M4,0.0030723357379123426
1,10,2,beta_noacc,near_linear,previous_s_curve,M1,0.009716187532042455
1,10,2,beta_noacc,near_linear,previous_s_curve,M2,0.008725666599712406
1,10,2,beta_noacc,near_linear,previous_s_curve,M3,0.0064179497523368725
1,10,2,beta_noacc,near_linear,previous_s_curve,M4,0.004549388802130065
1,10,2,beta_noacc,near_linear,shifted_double_lane,M1,0.008916358497819696
1,10,2,beta_noacc,near_linear,shifted_double_lane,M2,0.007615362054513373
1,10,2,beta_noacc,near_linear,shifted_double_lane,M3,0.0055095163589419845
1,10,2,beta_noacc,near_linear,shifted_double_lane,M4,0.00328286070028973
1,10,2,beta_noacc,strong,constant_22,M1,0.018014639747454236
1,10,2,beta_noacc,strong,constant_22,M2,0.012578642265153338
1,10,2,beta_noacc,strong,constant_22,M3,0.01553188994195511
1,10,2,beta_noacc,strong,constant_22,M4,0.009619149061748778
1,10,2,beta_noacc,strong,previous_s_curve,M1,0.0303717481833876
1,10,2,beta_noacc,strong,previous_s_curve,M2,0.02696045373943746
1,10,2,beta_noacc,strong,previous_s_curve,M3,0.021684415480108483
1,10,2,beta_noacc,strong,previous_s_curve,M4,0.015768120102809362
1,10,2,beta_noacc,strong,shifted_double_lane,M1,0.029921951047979883
1,10,2,beta_noacc,strong,shifted_double_lane,M2,0.024049639036790915
1,10,2,beta_noacc,strong,shifted_double_lane,M3,0.019826798047329584
1,10,2,beta_noacc,strong,shifted_double_lane,M4,0.01203371813723743
1,10,2,legacy,moderate,constant_22,M1,0.011688462846738443
1,10,2,legacy,moderate,constant_22,M2,0.008269608935796091
1,10,2,legacy,moderate,constant_22,M3,0.01004110785711244
1,10,2,legacy,moderate,constant_22,M4,0.006227912860978138
1,10,2,legacy,moderate,previous_s_curve,M1,0.019676677829420987
1,10,2,legacy,moderate,previous_s_curve,M2,0.017600319621131375
1,10,2,legacy,moderate,previous_s_curve,M3,0.013345456828029564
1,10,2,legacy,moderate,previous_s_curve,M4,0.009531129118874307
1,10,2,legacy,moderate,shifted_double_lane,M1,0.0184034842532433
1,10,2,legacy,moderate,shifted_double_lane,M2,0.015373716495164504
1,10,2,legacy,moderate,shifted_double_lane,M3,0.01164022961085109
1,10,2,legacy,moderate,shifted_double_lane,M4,0.006923279918341036
1,10,2,legacy,near_linear,constant_22,M1,0.005764319391358976
1,10,2,legacy,near_linear,constant_22,M2,0.004111828715245518
1,10,2,legacy,near_linear,constant_22,M3,0.004942465474884388
1,10,2,legacy,near_linear,constant_22,M4,0.0030723357379123426
1,10,2,legacy,near_linear,previous_s_curve,M1,0.00971687442252825
1,10,2,legacy,near_linear,previous_s_curve,M2,0.00872526310498094
1,10,2,legacy,near_linear,previous_s_curve,M3,0.006416829889368553
1,10,2,legacy,near_linear,previous_s_curve,M4,0.0045462670038298025
1,10,2,legacy,near_linear,shifted_double_lane,M1,0.008917702327050006
1,10,2,legacy,near_linear,shifted_double_lane,M2,0.007616564826161385
1,10,2,legacy,near_linear,shifted_double_lane,M3,0.00551061207625019
1,10,2,legacy,near_linear,shifted_double_lane,M4,0.003284672775168847
1,10,2,legacy,strong,constant_22,M1,0.018014639747454236
1,10,2,legacy,strong,constant_22,M2,0.012578642265153336
1,10,2,legacy,strong,constant_22,M3,0.015531889941955106
1,10,2,legacy,strong,constant_22,M4,0.009619149061748777
1,10,2,legacy,strong,previous_s_curve,M1,0.030375077310357844
1,10,2,legacy,strong,previous_s_curve,M2,0.02695920522483071
1,10,2,legacy,strong,previous_s_curve,M3,0.021683179203610212
1,10,2,legacy,strong,previous_s_curve,M4,0.015760049659854895
1,10,2,legacy,strong,shifted_double_lane,M1,0.02992615283531586
1,10,2,legacy,strong,shifted_double_lane,M2,0.02405399535970362
1,10,2,legacy,strong,shifted_double_lane,M3,0.019830326906078104
1,10,2,legacy,strong,shifted_double_lane,M4,0.012038932447860131
1,10,2,vy,moderate,constant_22,M1,0.011688462846738445
1,10,2,vy,moderate,constant_22,M2,0.008269608935796091
1,10,2,vy,moderate,constant_22,M3,0.010041107857112439
1,10,2,vy,moderate,constant_22,M4,0.006227912860978138
1,10,2,vy,moderate,previous_s_curve,M1,0.01970663092269913
1,10,2,vy,moderate,previous_s_curve,M2,0.01760331869268152
1,10,2,vy,moderate,previous_s_curve,M3,0.013398352688177786
1,10,2,vy,moderate,previous_s_curve,M4,0.009563582393832518
1,10,2,vy,moderate,shifted_double_lane,M1,0.01839657557536698
1,10,2,vy,moderate,shifted_double_lane,M2,0.015369757974378123
1,10,2,vy,moderate,shifted_double_lane,M3,0.011635536094974929
1,10,2,vy,moderate,shifted_double_lane,M4,0.0069121105800753315
1,10,2,vy,near_linear,constant_22,M1,0.005764319391358974
1,10,2,vy,near_linear,constant_22,M2,0.004111828715245519
1,10,2,vy,near_linear,constant_22,M3,0.004942465474884389
1,10,2,vy,near_linear,constant_22,M4,0.003072335737912342
1,10,2,vy,near_linear,previous_s_curve,M1,0.009727988073859746
1,10,2,vy,near_linear,previous_s_curve,M2,0.008725992466128749
1,10,2,vy,near_linear,previous_s_curve,M3,0.006437031144921369
1,10,2,vy,near_linear,previous_s_curve,M4,0.004558636531834567
1,10,2,vy,near_linear,shifted_double_lane,M1,0.008913921248721174
1,10,2,vy,near_linear,shifted_double_lane,M2,0.007614914398302921
1,10,2,vy,near_linear,shifted_double_lane,M3,0.0055071584706260215
1,10,2,vy,near_linear,shifted_double_lane,M4,0.0032787181076590617
1,10,2,vy,strong,constant_22,M1,0.018014639747454236
1,10,2,vy,strong,constant_22,M2,0.012578642265153336
1,10,2,vy,strong,constant_22,M3,0.01553188994195511
1,10,2,vy,strong,constant_22,M4,0.009619149061748777
1,10,2,vy,strong,previous_s_curve,M1,0.030458533536672067
1,10,2,vy,strong,previous_s_curve,M2,0.026976661918324627
1,10,2,vy,strong,previous_s_curve,M3,0.0218187235526775
1,10,2,vy,strong,previous_s_curve,M4,0.01584525563799907
1,10,2,vy,strong,shifted_double_lane,M1,0.029931899196116538
1,10,2,vy,strong,shifted_double_lane,M2,0.024057179518509185
1,10,2,vy,strong,shifted_double_lane,M3,0.01984419977892823
1,10,2,vy,strong,shifted_double_lane,M4,0.012034441675108152
1,18,1,beta_noacc,moderate,constant_22,M1,0.027382567085452766
1,18,1,beta_noacc,moderate,constant_22,M2,0.023236512048800725
1,18,1,beta_noacc,moderate,constant_22,M3,0.027052983496304184
1,18,1,beta_noacc,moderate,constant_22,M4,0.02287705395598963
1,18,1,beta_noacc,moderate,previous_s_curve,M1,0.038642529310789896
1,18,1,beta_noacc,moderate,previous_s_curve,M2,0.034089280452254594
1,18,1,beta_noacc,moderate,previous_s_curve,M3,0.03974301394978455
1,18,1,beta_noacc,moderate,previous_s_curve,M4,0.0352751166623948
1,18,1,beta_noacc,moderate,shifted_double_lane,M1,0.03382651696554937
1,18,1,beta_noacc,moderate,shifted_double_lane,M2,0.030416981813922526
1,18,1,beta_noacc,moderate,shifted_double_lane,M3,0.032172278602536894
1,18,1,beta_noacc,moderate,shifted_double_lane,M4,0.028500186615606805
1,18,1,beta_noacc,near_linear,constant_22,M1,0.013500799171158647
1,18,1,beta_noacc,near_linear,constant_22,M2,0.01146499307532298
1,18,1,beta_noacc,near_linear,constant_22,M3,0.013338506145995082
1,18,1,beta_noacc,near_linear,constant_22,M4,0.011285801341907088
1,18,1,beta_noacc,near_linear,previous_s_curve,M1,0.018498150806363866
1,18,1,beta_noacc,near_linear,previous_s_curve,M2,0.016240248302382698
1,18,1,beta_noacc,near_linear,previous_s_curve,M3,0.019028599226375145
1,18,1,beta_noacc,near_linear,previous_s_curve,M4,0.016816109002061118
1,18,1,beta_noacc,near_linear,shifted_double_lane,M1,0.016171795980982697
1,18,1,beta_noacc,near_linear,shifted_double_lane,M2,0.014522434744505102
1,18,1,beta_noacc,near_linear,shifted_double_lane,M3,0.015360353882573624
1,18,1,beta_noacc,near_linear,shifted_double_lane,M4,0.013569752929023592
1,18,1,beta_noacc,strong,constant_22,M1,0.042196984052900614
1,18,1,beta_noacc,strong,constant_22,M2,0.035789754299727514
1,18,1,beta_noacc,strong,constant_22,M3,0.04168662119754664
1,18,1,beta_noacc,strong,constant_22,M4,0.03524289291024181
1,18,1,beta_noacc,strong,previous_s_curve,M1,0.06315064499194291
1,18,1,beta_noacc,strong,previous_s_curve,M2,0.05628376710275863
1,18,1,beta_noacc,strong,previous_s_curve,M3,0.06492431792027804
1,18,1,beta_noacc,strong,previous_s_curve,M4,0.058173813015662705
1,18,1,beta_noacc,strong,shifted_double_lane,M1,0.0554058443557228
1,18,1,beta_noacc,strong,shifted_double_lane,M2,0.05006867561099658
1,18,1,beta_noacc,strong,shifted_double_lane,M3,0.052797911178317045
1,18,1,beta_noacc,strong,shifted_double_lane,M4,0.047110150148144306
1,18,1,legacy,moderate,constant_22,M1,0.027382567085452766
1,18,1,legacy,moderate,constant_22,M2,0.023236512048800725
1,18,1,legacy,moderate,constant_22,M3,0.027052983496304184
1,18,1,legacy,moderate,constant_22,M4,0.02287705395598963
1,18,1,legacy,moderate,previous_s_curve,M1,0.03863934085430574
1,18,1,legacy,moderate,previous_s_curve,M2,0.0340849084663143
1,18,1,legacy,moderate,previous_s_curve,M3,0.039739150127821844
1,18,1,legacy,moderate,previous_s_curve,M4,0.035270063180227955
1,18,1,legacy,moderate,shifted_double_lane,M1,0.03383009787647018
1,18,1,legacy,moderate,shifted_double_lane,M2,0.030421118375014433
1,18,1,legacy,moderate,shifted_double_lane,M3,0.03217576994174381
1,18,1,legacy,moderate,shifted_double_lane,M4,0.028504292298329605
1,18,1,legacy,near_linear,constant_22,M1,0.013500799171158647
1,18,1,legacy,near_linear,constant_22,M2,0.011464993075322982
1,18,1,legacy,near_linear,constant_22,M3,0.013338506145995082
1,18,1,legacy,near_linear,constant_22,M4,0.011285801341907088
1,18,1,legacy,near_linear,previous_s_curve,M1,0.018496389516494283
1,18,1,legacy,near_linear,previous_s_curve,M2,0.016237899894122176
1,18,1,legacy,near_linear,previous_s_curve,M3,0.019026487824464276
1,18,1,legacy,near_linear,previous_s_curve,M4,0.016813405635828456
1,18,1,legacy,near_linear,shifted_double_lane,M1,0.01617359254148326
1,18,1,legacy,near_linear,shifted_double_lane,M2,0.014524494397321336
1,18,1,legacy,near_linear,shifted_double_lane,M3,0.015362097252103918
1,18,1,legacy,near_linear,shifted_double_lane,M4,0.013571793481780364
1,18,1,legacy,strong,constant_22,M1,0.042196984052900614
1,18,1,legacy,strong,constant_22,M2,0.035789754299727514
1,18,1,legacy,strong,constant_22,M3,0.04168662119754664
1,18,1,legacy,strong,constant_22,M4,0.0352428929102418
1,18,1,legacy,strong,previous_s_curve,M1,0.06314721115956493
1,18,1,legacy,strong,previous_s_curve,M2,0.05627862772330578
1,18,1,legacy,strong,previous_s_curve,M3,0.06491993494320077
1,18,1,legacy,strong,previous_s_curve,M4,0.05816772384585247
1,18,1,legacy,strong,shifted_double_lane,M1,0.055411160549996306
1,18,1,legacy,strong,shifted_double_lane,M2,0.050074908417246565
1,18,1,legacy,strong,shifted_double_lane,M3,0.05280314961939658
1,18,1,legacy,strong,shifted_double_lane,M4,0.04711637360500843
1,18,1,vy,moderate,constant_22,M1,0.027382567085452766
1,18,1,vy,moderate,constant_22,M2,0.02323651204880072
1,18,1,vy,moderate,constant_22,M3,0.027052983496304184
1,18,1,vy,moderate,constant_22,M4,0.02287705395598963
1,18,1,vy,moderate,previous_s_curve,M1,0.03866215331028473
1,18,1,vy,moderate,previous_s_curve,M2,0.034096555081397605
1,18,1,vy,moderate,previous_s_curve,M3,0.039762867810049715
1,18,1,vy,moderate,previous_s_curve,M4,0.03528204206704232
1,18,1,vy,moderate,shifted_double_lane,M1,0.03382224134728867
1,18,1,vy,moderate,shifted_double_lane,M2,0.03041319675805091
1,18,1,vy,moderate,shifted_double_lane,M3,0.032168548436775746
1,18,1,vy,moderate,shifted_double_lane,M4,0.02849483670708116
1,18,1,vy,near_linear,constant_22,M1,0.013500799171158647
1,18,1,vy,near_linear,constant_22,M2,0.011464993075322982
1,18,1,vy,near_linear,constant_22,M3,0.013338506145995082
1,18,1,vy,near_linear,constant_22,M4,0.011285801341907088
1,18,1,vy,near_linear,previous_s_curve,M1,0.018504311776885603
1,18,1,vy,near_linear,previous_s_curve,M2,0.016241027829591307
1,18,1,vy,near_linear,previous_s_curve,M3,0.019034868656524817
1,18,1,vy,near_linear,previous_s_curve,M4,0.016816679801232234
1,18,1,vy,near_linear,shifted_double_lane,M1,0.016169646002775456
1,18,1,vy,near_linear,shifted_double_lane,M2,0.014520308260940687
1,18,1,vy,near_linear,shifted_double_lane,M3,0.015358306190171145
1,18,1,vy,near_linear,shifted_double_lane,M4,0.013566733923626464
1,18,1,vy,strong,constant_22,M1,0.04219698405290061
1,18,1,vy,strong,constant_22,M2,0.035789754299727514
1,18,1,vy,strong,constant_22,M3,0.04168662119754664
1,18,1,vy,strong,constant_22,M4,0.03524289291024181
1,18,1,vy,strong,previous_s_curve,M1,0.06320941450932033
1,18,1,vy,strong,previous_s_curve,M2,0.05631987950864288
1,18,1,vy,strong,previous_s_curve,M3,0.06498329314735388
1,18,1,vy,strong,previous_s_curve,M4,0.05820943658460751
1,18,1,vy,strong,shifted_double_lane,M1,0.05540013522390583
1,18,1,vy,strong,shifted_double_lane,M2,0.05006571948333529
1,18,1,vy,strong,shifted_double_lane,M3,0.05279421305007219
1,18,1,vy,strong,shifted_double_lane,M4,0.04710573866413345
1,18,2,beta_noacc,moderate,constant_22,M1,0.00969995006636033
1,18,2,beta_noacc,moderate,constant_22,M2,0.006474795176546391
1,18,2,beta_noacc,moderate,constant_22,M3,0.009486177725657937
1,18,2,beta_noacc,moderate,constant_22,M4,0.006331548203572351
1,18,2,beta_noacc,moderate,previous_s_curve,M1,0.013102667594547666
1,18,2,beta_noacc,moderate,previous_s_curve,M2,0.009383721015401155
1,18,2,beta_noacc,moderate,previous_s_curve,M3,0.013514417826672419
1,18,2,beta_noacc,moderate,previous_s_curve,M4,0.009747797836066066
1,18,2,beta_noacc,moderate,shifted_double_lane,M1,0.011847102897805788
1,18,2,beta_noacc,moderate,shifted_double_lane,M2,0.008791869214616586
1,18,2,beta_noacc,moderate,shifted_double_lane,M3,0.010983780603549875
1,18,2,beta_noacc,moderate,shifted_double_lane,M4,0.007852036879914178
1,18,2,beta_noacc,near_linear,constant_22,M1,0.0047843682491897814
1,18,2,beta_noacc,near_linear,constant_22,M2,0.00319804115571256
1,18,2,beta_noacc,near_linear,constant_22,M3,0.004677693466460456
1,18,2,beta_noacc,near_linear,constant_22,M4,0.003123053569319756
1,18,2,beta_noacc,near_linear,previous_s_curve,M1,0.00629385384774654
1,18,2,beta_noacc,near_linear,previous_s_curve,M2,0.004469675320437772
1,18,2,beta_noacc,near_linear,previous_s_curve,M3,0.006489404278077252
1,18,2,beta_noacc,near_linear,previous_s_curve,M4,0.0046441482125622125
1,18,2,beta_noacc,near_linear,shifted_double_lane,M1,0.005693928677718923
1,18,2,beta_noacc,near_linear,shifted_double_lane,M2,0.004235983176859695
1,18,2,beta_noacc,near_linear,shifted_double_lane,M3,0.0052590521026690575
1,18,2,beta_noacc,near_linear,shifted_double_lane,M4,0.003743443930124148
1,18,2,beta_noacc,strong,constant_22,M1,0.014932582844144168
1,18,2,beta_noacc,strong,constant_22,M2,0.00995590355933688
1,18,2,beta_noacc,strong,constant_22,M3,0.014610791363874182
1,18,2,beta_noacc,strong,constant_22,M4,0.009757833381944364
1,18,2,beta_noacc,strong,previous_s_curve,M1,0.021298637553811197
1,18,2,beta_noacc,strong,previous_s_curve,M2,0.015515214374187713
1,18,2,beta_noacc,strong,previous_s_curve,M3,0.02197314267585918
1,18,2,beta_noacc,strong,previous_s_curve,M4,0.016105495817918043
1,18,2,beta_noacc,strong,shifted_double_lane,M1,0.019231165089853588
1,18,2,beta_noacc,strong,shifted_double_lane,M2,0.014269220931512543
1,18,2,beta_noacc,strong,shifted_double_lane,M3,0.01794651586435325
1,18,2,beta_noacc,strong,shifted_double_lane,M4,0.012963435605344504
1,18,2,legacy,moderate,constant_22,M1,0.00969995006636033
1,18,2,legacy,moderate,constant_22,M2,0.0064747951765463906
1,18,2,legacy,moderate,constant_22,M3,0.009486177725657938
1,18,2,legacy,moderate,constant_22,M4,0.006331548203572351
1,18,2,legacy,moderate,previous_s_curve,M1,0.013102426843011824
1,18,2,legacy,moderate,previous_s_curve,M2,0.009382840403682086
1,18,2,legacy,moderate,previous_s_curve,M3,0.013513847982563191
1,18,2,legacy,moderate,previous_s_curve,M4,0.009746563253573213
1,18,2,legacy,moderate,shifted_double_lane,M1,0.011847821372201623
1,18,2,legacy,moderate,shifted_double_lane,M2,0.008792853143115507
1,18,2,legacy,moderate,shifted_double_lane,M3,0.01098446041310686
1,18,2,legacy,moderate,shifted_double_lane,M4,0.007853009098327032
1,18,2,legacy,near_linear,constant_22,M1,0.004784368249189782
1,18,2,legacy,near_linear,constant_22,M2,0.003198041155712561
1,18,2,legacy,near_linear,constant_22,M3,0.004677693466460456
1,18,2,legacy,near_linear,constant_22,M4,0.0031230535693197556
1,18,2,legacy,near_linear,previous_s_curve,M1,0.006293717426357619
1,18,2,legacy,near_linear,previous_s_curve,M2,0.004469232705767953
1,18,2,legacy,near_linear,previous_s_curve,M3,0.006489096903101937
1,18,2,legacy,near_linear,previous_s_curve,M4,0.004643519091450458
1,18,2,legacy,near_linear,shifted_double_lane,M1,0.005694289237480757
1,18,2,legacy,near_linear,shifted_double_lane,M2,0.004236471043394124
1,18,2,legacy,near_linear,shifted_double_lane,M3,0.005259390701036154
