seed,severity,scenario,method,tracking,worst_family,feasible,peak_steering_rate,rho
13,near_linear,all,LTI_all,0.017986769816988567,0.025853609018823793,1.0,1.1007693078829013,0.9608800255667755
13,near_linear,all,LTI_near,0.016836034980569698,0.023812928218071315,1.0,1.100760077126744,0.9597429373122899
13,near_linear,all,physics_M4,0.012841136129912879,0.013043721803544123,1.0,1.1051601537788116,0.9666888605438232
13,moderate,previous_s_curve,M1,0.041963046024286105,0.04740802156827593,1.0,2.20023635105672,0.9616260869322578
13,moderate,previous_s_curve,M2,0.03812671813162202,0.03900081976930463,1.0,2.209189641169906,0.9651504048782016
13,moderate,previous_s_curve,M3,0.03873420146013752,0.04394793112854559,1.0,2.208398403820312,0.9642652152887654
13,moderate,previous_s_curve,M4,0.034079449912029235,0.035624549646992965,1.0,2.217021600578826,0.9667011180672611
13,moderate,previous_s_curve,M5,0.041841287514775026,0.043067635870501095,1.0,23.39497842302212,0.9667011180672611
13,moderate,previous_s_curve,LTI_all,0.04458090156910162,0.06291888009905777,1.0,2.2093704199358246,0.9608800255667755
13,moderate,previous_s_curve,LTI_near,0.04204296599890253,0.05786515852002207,1.0,2.209385812528621,0.9597429373122899
13,moderate,previous_s_curve,physics_M4,0.034183702745164225,0.03550178743361317,1.0,2.218014545063709,0.9666888605438232
13,moderate,shifted_double_lane,M1,0.04002370315681341,0.053967320555520094,1.0,1.8679395544206419,0.9616260869322578
13,moderate,shifted_double_lane,M2,0.0358713468843054,0.03803138452186809,1.0,1.879399884837151,0.9651504048782016
13,moderate,shifted_double_lane,M3,0.030738704689893814,0.03586281281864457,1.0,1.8617732727614458,0.9642652152887654
13,moderate,shifted_double_lane,M4,0.024931254523123787,0.025370079352485524,1.0,1.8731361435261018,0.9667011180672611
13,moderate,shifted_double_lane,M5,0.03227223101367118,0.035070956815637044,1.0,16.00146169727016,0.9667011180672611
13,moderate,shifted_double_lane,LTI_all,0.040443221661718085,0.06045469212812708,1.0,1.868553549174353,0.9608800255667755
13,moderate,shifted_double_lane,LTI_near,0.03743177690920894,0.05559643597688518,1.0,1.8675957366709235,0.9597429373122899
13,moderate,shifted_double_lane,physics_M4,0.024542641360695495,0.025086175347893775,1.0,1.8730418966706108,0.9666888605438232
13,moderate,constant_22,M1,0.02838871753203295,0.03602740572879089,1.0,1.9084575844801446,0.9616260869322578
13,moderate,constant_22,M2,0.023509399206010976,0.023797653940236814,1.0,1.9140509513040795,0.9651504048782016
13,moderate,constant_22,M3,0.026705334292720272,0.030484798234382937,1.0,1.9069884556402086,0.9642652152887654
13,moderate,constant_22,M4,0.021488028986029393,0.02185670264818545,1.0,1.9125764581821734,0.9667011180672611
13,moderate,constant_22,M5,0.023509399206010976,0.023797653940236814,1.0,1.9140509513040795,0.9667011180672611
13,moderate,constant_22,LTI_all,0.026459572183241912,0.03827425128552748,1.0,1.9096065250499583,0.9608800255667755
13,moderate,constant_22,LTI_near,0.024820037235217012,0.03541287798401392,1.0,1.9091870116594545,0.9597429373122899
13,moderate,constant_22,physics_M4,0.021638444263469326,0.02192351920619141,1.0,1.9127662622449144,0.9666888605438232
