case,client,speed,rho,error_a,error_b,k_beta,k_yaw,k_integral,prefilter
nonlinear_all_original,nominal_00,20.6,0.9543862983137369,0.09897664555247916,0.6812232332055417,2.0130488585687214,1.4028498101956035,6.419869458725026,1.4234362890876004
nonlinear_all_original,nominal_00,20.700000000000003,0.9546551602421928,0.09827037135870485,0.6848725246128681,2.0281807281266646,1.4118085917773366,6.4222360506426135,1.4285044935183167
nonlinear_all_original,nominal_00,20.8,0.9549211947089499,0.09757198282751828,0.688484012185331,2.043312597684608,1.4207673733590696,6.424602642560202,1.4335726979490326
nonlinear_all_original,nominal_00,20.9,0.9551844483028782,0.09688138179490213,0.6920582772135585,2.0584444672425506,1.4297261549408025,6.426969234477789,1.4386409023797486
nonlinear_all_original,nominal_00,21.0,0.9554449665315959,0.09619847227680585,0.695595889208881,2.0735763368004942,1.4386849365225356,6.429335826395377,1.4437091068104648
nonlinear_all_original,nominal_00,21.1,0.955702793854832,0.09552316040518907,0.6990974061974496,2.088708206358438,1.4476437181042687,6.431702418312964,1.448777311241181
nonlinear_all_original,nominal_00,21.200000000000003,0.9559579737164896,0.09485535436631368,0.7025633750057193,2.1038400759163816,1.4566024996860019,6.4340690102305516,1.4538455156718972
nonlinear_all_original,nominal_00,21.3,0.956210548575438,0.09419496434118604,0.7059943315375808,2.1189719454743243,1.4655612812677346,6.43643560214814,1.4589137201026132
nonlinear_all_original,nominal_00,21.4,0.9564605599351377,0.09354190244805625,0.7093908010434166,2.1341038150322675,1.4745200628494675,6.438802194065727,1.4639819245333294
nonlinear_all_original,nominal_00,21.5,0.9567080483721078,0.09289608268688442,0.7127532983813522,2.1492356845902107,1.4834788444312006,6.441168785983315,1.4690501289640454
nonlinear_all_original,nominal_00,21.6,0.9569530535633377,0.0922574208856899,0.7160823282709524,2.1643675541481544,1.4924376260129337,6.443535377900902,1.4741183333947618
nonlinear_all_original,nominal_00,21.700000000000003,0.957195614312645,0.09162583464870448,0.7193783855396166,2.179499423706098,1.5013964075946669,6.4459019698184905,1.479186537825478
nonlinear_all_original,nominal_00,21.8,0.9574357685760669,0.09100124330624976,0.7226419553619079,2.194631293264041,1.5103551891763998,6.448268561736078,1.484254742256194
nonlinear_all_original,nominal_00,21.9,0.9576735534863102,0.09038356786626826,0.725873513492048,2.209763162821984,1.5193139707581325,6.450635153653666,1.48932294668691
nonlinear_all_original,nominal_00,22.0,0.9579090053763013,0.08977273096743774,0.729073526489801,2.2248950323799277,1.5282727523398658,6.453001745571253,1.4943911511176262
nonlinear_all_original,nominal_00,22.1,0.9581421598018885,0.08916865683380273,0.7322424519399557,2.2400269019378714,1.5372315339215987,6.45536833748884,1.4994593555483424
nonlinear_all_original,nominal_00,22.200000000000003,0.958373051563724,0.08857127123085923,0.7353807386656216,2.2551587714958146,1.546190315503332,6.457734929406429,1.5045275599790586
nonlinear_all_original,nominal_00,22.3,0.9586017147283679,0.08798050142303389,0.7384888269355263,2.2702906410537578,1.5551490970850648,6.460101521324016,1.5095957644097746
nonlinear_all_original,nominal_00,22.4,0.9588281826486416,0.08739627613249956,0.7415671486655183,2.2854225106117005,1.5641078786667977,6.462468113241604,1.5146639688404906
nonlinear_all_original,nominal_00,22.5,0.9590524879832706,0.08681852549927198,0.7446161276144524,2.300554380169644,1.5730666602485308,6.464834705159191,1.519732173271207
nonlinear_all_original,nominal_00,22.6,0.9592746627158456,0.08624718104253645,0.7476361795746391,2.315686249727588,1.582025441830264,6.467201297076779,1.524800377701923
nonlinear_all_original,nominal_00,22.700000000000003,0.9594947381731238,0.08568217562315478,0.7506277125570309,2.3308181192855315,1.590984223411997,6.469567888994367,1.5298685821326394
